Sample	Length	Site	End	Offset	Count
SRR1944914	30	TIS	5p-end	-2	6541
SRR1944914	31	TIS	5p-end	-2	13692
SRR1944914	32	TIS	5p-end	-2	18639
SRR1944914	33	TIS	5p-end	-2	5864
SRR1944914	25	TIS	5p-end	-1	76
SRR1944914	26	TIS	5p-end	-1	90
SRR1944914	27	TIS	5p-end	-1	192
SRR1944914	28	TIS	5p-end	-1	487
SRR1944914	29	TIS	5p-end	-1	2276
SRR1944914	30	TIS	5p-end	-1	6844
SRR1944914	31	TIS	5p-end	-1	12290
SRR1944914	32	TIS	5p-end	-1	7405
SRR1944914	33	TIS	5p-end	-1	134
SRR1944914	25	TIS	5p-end	0	352
SRR1944914	26	TIS	5p-end	0	403
SRR1944914	27	TIS	5p-end	0	1634
SRR1944914	28	TIS	5p-end	0	2828
SRR1944914	29	TIS	5p-end	0	20622
SRR1944914	30	TIS	5p-end	0	41756
SRR1944914	31	TIS	5p-end	0	44422
SRR1944914	32	TIS	5p-end	0	5395
SRR1944914	33	TIS	5p-end	0	1488
SRR1944914	25	TTS	5p-end	-33	0
SRR1944914	26	TTS	5p-end	-33	0
SRR1944914	27	TTS	5p-end	-33	0
SRR1944914	28	TTS	5p-end	-33	0
SRR1944914	29	TTS	5p-end	-33	0
SRR1944914	30	TTS	5p-end	-33	0
SRR1944914	31	TTS	5p-end	-33	0
SRR1944914	32	TTS	5p-end	-33	0
SRR1944914	33	TTS	5p-end	-33	100
SRR1944914	25	TTS	5p-end	-32	0
SRR1944914	26	TTS	5p-end	-32	0
SRR1944914	27	TTS	5p-end	-32	0
SRR1944914	28	TTS	5p-end	-32	0
SRR1944914	29	TTS	5p-end	-32	0
SRR1944914	30	TTS	5p-end	-32	0
SRR1944914	31	TTS	5p-end	-32	0
SRR1944914	32	TTS	5p-end	-32	1851
SRR1944914	33	TTS	5p-end	-32	397
SRR1944914	25	TTS	5p-end	-31	0
SRR1944914	26	TTS	5p-end	-31	0
SRR1944914	27	TTS	5p-end	-31	0
SRR1944914	28	TTS	5p-end	-31	0
SRR1944914	29	TTS	5p-end	-31	0
SRR1944914	30	TTS	5p-end	-31	0
SRR1944914	31	TTS	5p-end	-31	5668
SRR1944914	32	TTS	5p-end	-31	2296
SRR1944914	33	TTS	5p-end	-31	61
SRR1944914	25	TTS	5p-end	-30	0
SRR1944914	26	TTS	5p-end	-30	0
SRR1944914	27	TTS	5p-end	-30	0
SRR1944914	28	TTS	5p-end	-30	0
SRR1944914	29	TTS	5p-end	-30	0
SRR1944914	30	TTS	5p-end	-30	4279
SRR1944914	31	TTS	5p-end	-30	3614
SRR1944914	32	TTS	5p-end	-30	475
SRR1944914	33	TTS	5p-end	-30	113
SRR1944914	25	TTS	5p-end	-29	0
SRR1944914	26	TTS	5p-end	-29	0
SRR1944914	27	TTS	5p-end	-29	0
SRR1944914	28	TTS	5p-end	-29	0
SRR1944914	29	TTS	5p-end	-29	334
SRR1944914	30	TTS	5p-end	-29	1011
SRR1944914	31	TTS	5p-end	-29	2050
SRR1944914	32	TTS	5p-end	-29	2242
SRR1944914	33	TTS	5p-end	-29	884
SRR1944914	25	TTS	5p-end	-28	0
SRR1944914	26	TTS	5p-end	-28	0
SRR1944914	27	TTS	5p-end	-28	0
SRR1944914	28	TTS	5p-end	-28	127
SRR1944914	29	TTS	5p-end	-28	1073
SRR1944914	30	TTS	5p-end	-28	2926
SRR1944914	31	TTS	5p-end	-28	4763
SRR1944914	32	TTS	5p-end	-28	2904
SRR1944914	33	TTS	5p-end	-28	81
SRR1944914	25	TTS	5p-end	-27	0
SRR1944914	26	TTS	5p-end	-27	0
SRR1944914	27	TTS	5p-end	-27	118
SRR1944914	28	TTS	5p-end	-27	385
SRR1944914	29	TTS	5p-end	-27	1951
SRR1944914	30	TTS	5p-end	-27	4026
SRR1944914	31	TTS	5p-end	-27	4827
SRR1944914	32	TTS	5p-end	-27	463
SRR1944914	33	TTS	5p-end	-27	60
SRR1944914	25	TTS	5p-end	-26	0
SRR1944914	26	TTS	5p-end	-26	34
SRR1944914	27	TTS	5p-end	-26	64
SRR1944914	28	TTS	5p-end	-26	132
SRR1944914	29	TTS	5p-end	-26	383
SRR1944914	30	TTS	5p-end	-26	1311
SRR1944914	31	TTS	5p-end	-26	2384
SRR1944914	32	TTS	5p-end	-26	1282
SRR1944914	33	TTS	5p-end	-26	407
SRR1944914	25	TTS	5p-end	-25	14
SRR1944914	26	TTS	5p-end	-25	38
SRR1944914	27	TTS	5p-end	-25	60
SRR1944914	28	TTS	5p-end	-25	111
SRR1944914	29	TTS	5p-end	-25	1240
SRR1944914	30	TTS	5p-end	-25	3826
SRR1944914	31	TTS	5p-end	-25	2933
SRR1944914	32	TTS	5p-end	-25	1710
SRR1944914	33	TTS	5p-end	-25	76
SRR1944914	25	TTS	5p-end	-24	26
SRR1944914	26	TTS	5p-end	-24	37
SRR1944914	27	TTS	5p-end	-24	110
SRR1944914	28	TTS	5p-end	-24	444
SRR1944914	29	TTS	5p-end	-24	2466
SRR1944914	30	TTS	5p-end	-24	2357
SRR1944914	31	TTS	5p-end	-24	2759
SRR1944914	32	TTS	5p-end	-24	625
SRR1944914	33	TTS	5p-end	-24	183
SRR1944914	25	TTS	5p-end	-23	19
SRR1944914	26	TTS	5p-end	-23	34
SRR1944914	27	TTS	5p-end	-23	89
SRR1944914	28	TTS	5p-end	-23	87
SRR1944914	29	TTS	5p-end	-23	206
SRR1944914	30	TTS	5p-end	-23	585
SRR1944914	31	TTS	5p-end	-23	1612
SRR1944914	32	TTS	5p-end	-23	2356
SRR1944914	33	TTS	5p-end	-23	670
SRR1944914	25	TTS	5p-end	-22	27
SRR1944914	26	TTS	5p-end	-22	66
SRR1944914	27	TTS	5p-end	-22	48
SRR1944914	28	TTS	5p-end	-22	69
SRR1944914	29	TTS	5p-end	-22	834
SRR1944914	30	TTS	5p-end	-22	3137
SRR1944914	31	TTS	5p-end	-22	6625
SRR1944914	32	TTS	5p-end	-22	2473
SRR1944914	33	TTS	5p-end	-22	70
SRR1944914	25	TTS	5p-end	-21	53
SRR1944914	26	TTS	5p-end	-21	26
SRR1944914	27	TTS	5p-end	-21	46
SRR1944914	28	TTS	5p-end	-21	252
SRR1944914	29	TTS	5p-end	-21	1648
SRR1944914	30	TTS	5p-end	-21	4857
SRR1944914	31	TTS	5p-end	-21	4321
SRR1944914	32	TTS	5p-end	-21	651
SRR1944914	33	TTS	5p-end	-21	123
SRR1944914	25	TTS	5p-end	-20	30
SRR1944914	26	TTS	5p-end	-20	26
SRR1944914	27	TTS	5p-end	-20	58
SRR1944914	28	TTS	5p-end	-20	112
SRR1944914	29	TTS	5p-end	-20	414
SRR1944914	30	TTS	5p-end	-20	1332
SRR1944914	31	TTS	5p-end	-20	2076
SRR1944914	32	TTS	5p-end	-20	2627
SRR1944914	33	TTS	5p-end	-20	892
SRR1944914	25	TTS	5p-end	-19	14
SRR1944914	26	TTS	5p-end	-19	25
SRR1944914	27	TTS	5p-end	-19	67
SRR1944914	28	TTS	5p-end	-19	143
SRR1944914	29	TTS	5p-end	-19	1434
SRR1944914	30	TTS	5p-end	-19	3503
SRR1944914	31	TTS	5p-end	-19	5844
SRR1944914	32	TTS	5p-end	-19	3140
SRR1944914	33	TTS	5p-end	-19	77
SRR1944914	25	TTS	5p-end	-18	27
SRR1944914	26	TTS	5p-end	-18	30
SRR1944914	27	TTS	5p-end	-18	180
SRR1944914	28	TTS	5p-end	-18	538
SRR1944914	29	TTS	5p-end	-18	2621
SRR1944914	30	TTS	5p-end	-18	4949
SRR1944914	31	TTS	5p-end	-18	4536
SRR1944914	32	TTS	5p-end	-18	502
SRR1944914	33	TTS	5p-end	-18	128
SRR1944914	25	TTS	5p-end	-17	22
SRR1944914	26	TTS	5p-end	-17	50
SRR1944914	27	TTS	5p-end	-17	60
SRR1944914	28	TTS	5p-end	-17	118
SRR1944914	29	TTS	5p-end	-17	393
SRR1944914	30	TTS	5p-end	-17	998
SRR1944914	31	TTS	5p-end	-17	2005
SRR1944914	32	TTS	5p-end	-17	2053
SRR1944914	33	TTS	5p-end	-17	584
SRR1944914	25	TTS	5p-end	-16	20
SRR1944914	26	TTS	5p-end	-16	29
SRR1944914	27	TTS	5p-end	-16	67
SRR1944914	28	TTS	5p-end	-16	116
SRR1944914	29	TTS	5p-end	-16	934
SRR1944914	30	TTS	5p-end	-16	3816
SRR1944914	31	TTS	5p-end	-16	5152
SRR1944914	32	TTS	5p-end	-16	2204
SRR1944914	33	TTS	5p-end	-16	84
SRR1944914	25	TTS	5p-end	-15	26
SRR1944914	26	TTS	5p-end	-15	38
SRR1944914	27	TTS	5p-end	-15	87
SRR1944914	28	TTS	5p-end	-15	273
SRR1944914	29	TTS	5p-end	-15	2240
SRR1944914	30	TTS	5p-end	-15	3760
SRR1944914	31	TTS	5p-end	-15	2961
SRR1944914	32	TTS	5p-end	-15	422
SRR1944914	33	TTS	5p-end	-15	117
SRR1944914	25	TTS	5p-end	-14	17
SRR1944914	26	TTS	5p-end	-14	29
SRR1944914	27	TTS	5p-end	-14	44
SRR1944914	28	TTS	5p-end	-14	95
SRR1944914	29	TTS	5p-end	-14	304
SRR1944914	30	TTS	5p-end	-14	366
SRR1944914	31	TTS	5p-end	-14	896
SRR1944914	32	TTS	5p-end	-14	1604
SRR1944914	33	TTS	5p-end	-14	966
SRR1944914	25	TTS	5p-end	-13	24
SRR1944914	26	TTS	5p-end	-13	25
SRR1944914	27	TTS	5p-end	-13	69
SRR1944914	28	TTS	5p-end	-13	150
SRR1944914	29	TTS	5p-end	-13	219
SRR1944914	30	TTS	5p-end	-13	1318
SRR1944914	31	TTS	5p-end	-13	4243
SRR1944914	32	TTS	5p-end	-13	4800
SRR1944914	33	TTS	5p-end	-13	784
SRR1944914	25	TTS	5p-end	-12	17
SRR1944914	26	TTS	5p-end	-12	29
SRR1944914	27	TTS	5p-end	-12	111
SRR1944914	28	TTS	5p-end	-12	137
SRR1944914	29	TTS	5p-end	-12	822
SRR1944914	30	TTS	5p-end	-12	2667
SRR1944914	31	TTS	5p-end	-12	4589
SRR1944914	32	TTS	5p-end	-12	1483
SRR1944914	33	TTS	5p-end	-12	23
SRR1944914	25	TTS	5p-end	-11	28
SRR1944914	26	TTS	5p-end	-11	66
SRR1944914	27	TTS	5p-end	-11	60
SRR1944914	28	TTS	5p-end	-11	42
SRR1944914	29	TTS	5p-end	-11	302
SRR1944914	30	TTS	5p-end	-11	570
SRR1944914	31	TTS	5p-end	-11	389
SRR1944914	32	TTS	5p-end	-11	67
SRR1944914	33	TTS	5p-end	-11	5
SRR1944914	25	TTS	5p-end	-10	14
SRR1944914	26	TTS	5p-end	-10	15
SRR1944914	27	TTS	5p-end	-10	11
SRR1944914	28	TTS	5p-end	-10	44
SRR1944914	29	TTS	5p-end	-10	113
SRR1944914	30	TTS	5p-end	-10	110
SRR1944914	31	TTS	5p-end	-10	64
SRR1944914	32	TTS	5p-end	-10	29
SRR1944914	33	TTS	5p-end	-10	4
SRR1944914	25	TTS	5p-end	-9	16
SRR1944914	26	TTS	5p-end	-9	14
SRR1944914	27	TTS	5p-end	-9	69
SRR1944914	28	TTS	5p-end	-9	104
SRR1944914	29	TTS	5p-end	-9	67
SRR1944914	30	TTS	5p-end	-9	53
SRR1944914	31	TTS	5p-end	-9	59
SRR1944914	32	TTS	5p-end	-9	53
SRR1944914	33	TTS	5p-end	-9	11
SRR1944914	25	TTS	5p-end	-8	6
SRR1944914	26	TTS	5p-end	-8	32
SRR1944914	27	TTS	5p-end	-8	53
SRR1944914	28	TTS	5p-end	-8	18
SRR1944914	29	TTS	5p-end	-8	37
SRR1944914	30	TTS	5p-end	-8	59
SRR1944914	31	TTS	5p-end	-8	97
SRR1944914	32	TTS	5p-end	-8	47
SRR1944914	33	TTS	5p-end	-8	9
SRR1944914	25	TTS	5p-end	-7	8
SRR1944914	26	TTS	5p-end	-7	29
SRR1944914	27	TTS	5p-end	-7	14
SRR1944914	28	TTS	5p-end	-7	3
SRR1944914	29	TTS	5p-end	-7	17
SRR1944914	30	TTS	5p-end	-7	52
SRR1944914	31	TTS	5p-end	-7	68
SRR1944914	32	TTS	5p-end	-7	26
SRR1944914	33	TTS	5p-end	-7	7
SRR1944914	25	TTS	5p-end	-6	50
SRR1944914	26	TTS	5p-end	-6	22
SRR1944914	27	TTS	5p-end	-6	3
SRR1944914	28	TTS	5p-end	-6	7
SRR1944914	29	TTS	5p-end	-6	27
SRR1944914	30	TTS	5p-end	-6	60
SRR1944914	31	TTS	5p-end	-6	80
SRR1944914	32	TTS	5p-end	-6	36
SRR1944914	33	TTS	5p-end	-6	10
SRR1944914	25	TTS	5p-end	-5	11
SRR1944914	26	TTS	5p-end	-5	0
SRR1944914	27	TTS	5p-end	-5	2
SRR1944914	28	TTS	5p-end	-5	4
SRR1944914	29	TTS	5p-end	-5	21
SRR1944914	30	TTS	5p-end	-5	52
SRR1944914	31	TTS	5p-end	-5	65
SRR1944914	32	TTS	5p-end	-5	30
SRR1944914	33	TTS	5p-end	-5	4
SRR1944914	25	TTS	5p-end	-4	0
SRR1944914	26	TTS	5p-end	-4	3
SRR1944914	27	TTS	5p-end	-4	0
SRR1944914	28	TTS	5p-end	-4	3
SRR1944914	29	TTS	5p-end	-4	13
SRR1944914	30	TTS	5p-end	-4	39
SRR1944914	31	TTS	5p-end	-4	56
SRR1944914	32	TTS	5p-end	-4	38
SRR1944914	33	TTS	5p-end	-4	6
SRR1944914	25	TTS	5p-end	-3	0
SRR1944914	26	TTS	5p-end	-3	0
SRR1944914	27	TTS	5p-end	-3	1
SRR1944914	28	TTS	5p-end	-3	3
SRR1944914	29	TTS	5p-end	-3	26
SRR1944914	30	TTS	5p-end	-3	58
SRR1944914	31	TTS	5p-end	-3	72
SRR1944914	32	TTS	5p-end	-3	48
SRR1944914	33	TTS	5p-end	-3	9
SRR1944914	25	TTS	5p-end	-2	1
SRR1944914	26	TTS	5p-end	-2	2
SRR1944914	27	TTS	5p-end	-2	0
SRR1944914	28	TTS	5p-end	-2	2
SRR1944914	29	TTS	5p-end	-2	28
SRR1944914	30	TTS	5p-end	-2	68
SRR1944914	31	TTS	5p-end	-2	120
SRR1944914	32	TTS	5p-end	-2	61
SRR1944914	33	TTS	5p-end	-2	9
SRR1944914	25	TTS	5p-end	-1	0
SRR1944914	26	TTS	5p-end	-1	1
SRR1944914	27	TTS	5p-end	-1	0
SRR1944914	28	TTS	5p-end	-1	2
SRR1944914	29	TTS	5p-end	-1	18
SRR1944914	30	TTS	5p-end	-1	41
SRR1944914	31	TTS	5p-end	-1	51
SRR1944914	32	TTS	5p-end	-1	24
SRR1944914	33	TTS	5p-end	-1	2
SRR1944914	25	TTS	5p-end	0	0
SRR1944914	26	TTS	5p-end	0	0
SRR1944914	27	TTS	5p-end	0	5
SRR1944914	28	TTS	5p-end	0	5
SRR1944914	29	TTS	5p-end	0	23
SRR1944914	30	TTS	5p-end	0	38
SRR1944914	31	TTS	5p-end	0	40
SRR1944914	32	TTS	5p-end	0	27
SRR1944914	33	TTS	5p-end	0	5
SRR1944915	25	TIS	5p-end	-33	0
SRR1944915	26	TIS	5p-end	-33	0
SRR1944915	27	TIS	5p-end	-33	0
SRR1944915	28	TIS	5p-end	-33	0
SRR1944915	29	TIS	5p-end	-33	0
SRR1944915	30	TIS	5p-end	-33	0
SRR1944915	31	TIS	5p-end	-33	0
SRR1944915	32	TIS	5p-end	-33	0
SRR1944915	33	TIS	5p-end	-33	0
SRR1944915	25	TIS	5p-end	-32	0
SRR1944915	26	TIS	5p-end	-32	0
SRR1944915	27	TIS	5p-end	-32	0
SRR1944915	28	TIS	5p-end	-32	0
SRR1944915	29	TIS	5p-end	-32	0
SRR1944915	30	TIS	5p-end	-32	0
SRR1944915	31	TIS	5p-end	-32	0
SRR1944915	32	TIS	5p-end	-32	0
SRR1944915	33	TIS	5p-end	-32	0
SRR1944915	25	TIS	5p-end	-31	0
SRR1944915	26	TIS	5p-end	-31	0
SRR1944915	27	TIS	5p-end	-31	0
SRR1944915	28	TIS	5p-end	-31	0
SRR1944915	29	TIS	5p-end	-31	0
SRR1944915	30	TIS	5p-end	-31	0
SRR1944915	31	TIS	5p-end	-31	0
SRR1944915	32	TIS	5p-end	-31	0
SRR1944915	33	TIS	5p-end	-31	0
SRR1944915	25	TIS	5p-end	-30	0
SRR1944915	26	TIS	5p-end	-30	0
SRR1944915	27	TIS	5p-end	-30	0
SRR1944915	28	TIS	5p-end	-30	0
SRR1944915	29	TIS	5p-end	-30	0
SRR1944915	30	TIS	5p-end	-30	314
SRR1944915	31	TIS	5p-end	-30	169
SRR1944915	32	TIS	5p-end	-30	50
SRR1944915	33	TIS	5p-end	-30	20
SRR1944915	25	TIS	5p-end	-29	0
SRR1944915	26	TIS	5p-end	-29	0
SRR1944915	27	TIS	5p-end	-29	0
SRR1944915	28	TIS	5p-end	-29	0
SRR1944915	29	TIS	5p-end	-29	144
SRR1944915	30	TIS	5p-end	-29	252
SRR1944915	31	TIS	5p-end	-29	159
SRR1944915	32	TIS	5p-end	-29	177
SRR1944915	33	TIS	5p-end	-29	11
SRR1944915	25	TIS	5p-end	-28	0
SRR1944915	26	TIS	5p-end	-28	0
SRR1944915	27	TIS	5p-end	-28	0
SRR1944915	28	TIS	5p-end	-28	14
SRR1944915	29	TIS	5p-end	-28	73
SRR1944915	30	TIS	5p-end	-28	165
SRR1944915	31	TIS	5p-end	-28	434
SRR1944915	32	TIS	5p-end	-28	63
SRR1944915	33	TIS	5p-end	-28	6
SRR1944915	25	TIS	5p-end	-27	0
SRR1944915	26	TIS	5p-end	-27	0
SRR1944915	27	TIS	5p-end	-27	1
SRR1944915	28	TIS	5p-end	-27	9
SRR1944915	29	TIS	5p-end	-27	59
SRR1944915	30	TIS	5p-end	-27	577
SRR1944915	31	TIS	5p-end	-27	300
SRR1944915	32	TIS	5p-end	-27	77
SRR1944915	33	TIS	5p-end	-27	8
SRR1944915	25	TIS	5p-end	-26	0
SRR1944915	26	TIS	5p-end	-26	0
SRR1944915	27	TIS	5p-end	-26	3
SRR1944915	28	TIS	5p-end	-26	9
SRR1944915	29	TIS	5p-end	-26	304
SRR1944915	30	TIS	5p-end	-26	361
SRR1944915	31	TIS	5p-end	-26	252
SRR1944915	32	TIS	5p-end	-26	105
SRR1944915	33	TIS	5p-end	-26	9
SRR1944915	25	TIS	5p-end	-25	0
SRR1944915	26	TIS	5p-end	-25	0
SRR1944915	27	TIS	5p-end	-25	2
SRR1944915	28	TIS	5p-end	-25	21
SRR1944915	29	TIS	5p-end	-25	200
SRR1944915	30	TIS	5p-end	-25	322
SRR1944915	31	TIS	5p-end	-25	286
SRR1944915	32	TIS	5p-end	-25	87
SRR1944915	33	TIS	5p-end	-25	6
SRR1944915	25	TIS	5p-end	-24	2
SRR1944915	26	TIS	5p-end	-24	2
SRR1944915	27	TIS	5p-end	-24	4
SRR1944915	28	TIS	5p-end	-24	17
SRR1944915	29	TIS	5p-end	-24	190
SRR1944915	30	TIS	5p-end	-24	335
SRR1944915	31	TIS	5p-end	-24	359
SRR1944915	32	TIS	5p-end	-24	71
SRR1944915	33	TIS	5p-end	-24	10
SRR1944915	25	TIS	5p-end	-23	0
SRR1944915	26	TIS	5p-end	-23	3
SRR1944915	27	TIS	5p-end	-23	6
SRR1944915	28	TIS	5p-end	-23	24
SRR1944915	29	TIS	5p-end	-23	235
SRR1944915	30	TIS	5p-end	-23	628
SRR1944915	31	TIS	5p-end	-23	238
SRR1944915	32	TIS	5p-end	-23	108
SRR1944915	33	TIS	5p-end	-23	8
SRR1944915	25	TIS	5p-end	-22	4
SRR1944915	26	TIS	5p-end	-22	3
SRR1944915	27	TIS	5p-end	-22	8
SRR1944915	28	TIS	5p-end	-22	22
SRR1944915	29	TIS	5p-end	-22	258
SRR1944915	30	TIS	5p-end	-22	345
SRR1944915	31	TIS	5p-end	-22	337
SRR1944915	32	TIS	5p-end	-22	99
SRR1944915	33	TIS	5p-end	-22	4
SRR1944915	25	TIS	5p-end	-21	2
SRR1944915	26	TIS	5p-end	-21	3
SRR1944915	27	TIS	5p-end	-21	3
SRR1944915	28	TIS	5p-end	-21	36
SRR1944915	29	TIS	5p-end	-21	199
SRR1944915	30	TIS	5p-end	-21	474
SRR1944915	31	TIS	5p-end	-21	449
SRR1944915	32	TIS	5p-end	-21	99
SRR1944915	33	TIS	5p-end	-21	13
SRR1944915	25	TIS	5p-end	-20	0
SRR1944915	26	TIS	5p-end	-20	0
SRR1944915	27	TIS	5p-end	-20	13
SRR1944915	28	TIS	5p-end	-20	38
SRR1944915	29	TIS	5p-end	-20	303
SRR1944915	30	TIS	5p-end	-20	579
SRR1944915	31	TIS	5p-end	-20	389
SRR1944915	32	TIS	5p-end	-20	93
SRR1944915	33	TIS	5p-end	-20	12
SRR1944915	25	TIS	5p-end	-19	0
SRR1944915	26	TIS	5p-end	-19	4
SRR1944915	27	TIS	5p-end	-19	10
SRR1944915	28	TIS	5p-end	-19	34
SRR1944915	29	TIS	5p-end	-19	257
SRR1944915	30	TIS	5p-end	-19	489
SRR1944915	31	TIS	5p-end	-19	354
SRR1944915	32	TIS	5p-end	-19	102
SRR1944915	33	TIS	5p-end	-19	2
SRR1944915	25	TIS	5p-end	-18	5
SRR1944915	26	TIS	5p-end	-18	5
SRR1944915	27	TIS	5p-end	-18	3
SRR1944915	28	TIS	5p-end	-18	41
SRR1944915	29	TIS	5p-end	-18	274
SRR1944915	30	TIS	5p-end	-18	553
SRR1944915	31	TIS	5p-end	-18	392
SRR1944915	32	TIS	5p-end	-18	66
SRR1944915	33	TIS	5p-end	-18	5
SRR1944915	25	TIS	5p-end	-17	1
SRR1944915	26	TIS	5p-end	-17	6
SRR1944915	27	TIS	5p-end	-17	10
SRR1944915	28	TIS	5p-end	-17	15
SRR1944915	29	TIS	5p-end	-17	226
SRR1944915	30	TIS	5p-end	-17	431
SRR1944915	31	TIS	5p-end	-17	272
SRR1944915	32	TIS	5p-end	-17	90
SRR1944915	33	TIS	5p-end	-17	33
SRR1944915	25	TIS	5p-end	-16	3
SRR1944915	26	TIS	5p-end	-16	4
SRR1944915	27	TIS	5p-end	-16	9
SRR1944915	28	TIS	5p-end	-16	20
SRR1944915	29	TIS	5p-end	-16	259
SRR1944915	30	TIS	5p-end	-16	443
SRR1944915	31	TIS	5p-end	-16	378
SRR1944915	32	TIS	5p-end	-16	256
SRR1944915	33	TIS	5p-end	-16	145
SRR1944915	25	TIS	5p-end	-15	6
SRR1944915	26	TIS	5p-end	-15	10
SRR1944915	27	TIS	5p-end	-15	16
SRR1944915	28	TIS	5p-end	-15	59
SRR1944915	29	TIS	5p-end	-15	266
SRR1944915	30	TIS	5p-end	-15	1289
SRR1944915	31	TIS	5p-end	-15	6485
SRR1944915	32	TIS	5p-end	-15	5894
SRR1944915	33	TIS	5p-end	-15	1402
SRR1944915	25	TIS	5p-end	-14	18
SRR1944915	26	TIS	5p-end	-14	51
SRR1944915	27	TIS	5p-end	-14	138
SRR1944915	28	TIS	5p-end	-14	329
SRR1944915	29	TIS	5p-end	-14	2139
SRR1944915	30	TIS	5p-end	-14	46160
SRR1944915	31	TIS	5p-end	-14	69052
SRR1944915	32	TIS	5p-end	-14	43983
SRR1944915	33	TIS	5p-end	-14	4940
SRR1944915	25	TIS	5p-end	-13	76
SRR1944915	26	TIS	5p-end	-13	386
SRR1944915	27	TIS	5p-end	-13	621
SRR1944915	28	TIS	5p-end	-13	3297
SRR1944915	29	TIS	5p-end	-13	137092
SRR1944915	30	TIS	5p-end	-13	242651
SRR1944915	31	TIS	5p-end	-13	197757
SRR1944915	32	TIS	5p-end	-13	31906
SRR1944915	33	TIS	5p-end	-13	329
SRR1944915	25	TIS	5p-end	-12	95
SRR1944915	26	TIS	5p-end	-12	112
SRR1944915	27	TIS	5p-end	-12	544
SRR1944915	28	TIS	5p-end	-12	9823
SRR1944915	29	TIS	5p-end	-12	122460
SRR1944915	30	TIS	5p-end	-12	163751
SRR1944915	31	TIS	5p-end	-12	60954
SRR1944915	32	TIS	5p-end	-12	2230
SRR1944915	33	TIS	5p-end	-12	205
SRR1944915	25	TIS	5p-end	-11	10
SRR1944915	26	TIS	5p-end	-11	37
SRR1944915	27	TIS	5p-end	-11	963
SRR1944915	28	TIS	5p-end	-11	4757
SRR1944915	29	TIS	5p-end	-11	11761
SRR1944915	30	TIS	5p-end	-11	12410
SRR1944915	31	TIS	5p-end	-11	10030
SRR1944915	32	TIS	5p-end	-11	6174
SRR1944915	33	TIS	5p-end	-11	530
SRR1944915	25	TIS	5p-end	-10	37
SRR1944915	26	TIS	5p-end	-10	498
SRR1944915	27	TIS	5p-end	-10	1784
SRR1944915	28	TIS	5p-end	-10	3116
SRR1944915	29	TIS	5p-end	-10	18486
SRR1944915	30	TIS	5p-end	-10	34806
SRR1944915	31	TIS	5p-end	-10	27815
SRR1944915	32	TIS	5p-end	-10	4644
SRR1944915	33	TIS	5p-end	-10	70
SRR1944915	25	TIS	5p-end	-9	392
SRR1944915	26	TIS	5p-end	-9	1522
SRR1944915	27	TIS	5p-end	-9	2298
SRR1944915	28	TIS	5p-end	-9	2661
SRR1944915	29	TIS	5p-end	-9	19123
SRR1944915	30	TIS	5p-end	-9	22766
SRR1944915	31	TIS	5p-end	-9	8144
SRR1944915	32	TIS	5p-end	-9	1003
SRR1944915	33	TIS	5p-end	-9	248
SRR1944915	25	TIS	5p-end	-8	944
SRR1944915	26	TIS	5p-end	-8	1390
SRR1944915	27	TIS	5p-end	-8	696
SRR1944915	28	TIS	5p-end	-8	802
SRR1944915	29	TIS	5p-end	-8	2241
SRR1944915	30	TIS	5p-end	-8	7073
SRR1944915	31	TIS	5p-end	-8	9073
SRR1944915	32	TIS	5p-end	-8	5271
SRR1944915	33	TIS	5p-end	-8	457
SRR1944915	25	TIS	5p-end	-7	968
SRR1944915	26	TIS	5p-end	-7	488
SRR1944915	27	TIS	5p-end	-7	391
SRR1944915	28	TIS	5p-end	-7	868
SRR1944915	29	TIS	5p-end	-7	16955
SRR1944915	30	TIS	5p-end	-7	35533
SRR1944915	31	TIS	5p-end	-7	27637
SRR1944915	32	TIS	5p-end	-7	3709
SRR1944915	33	TIS	5p-end	-7	38
SRR1944915	25	TIS	5p-end	-6	209
SRR1944915	26	TIS	5p-end	-6	165
SRR1944915	27	TIS	5p-end	-6	296
SRR1944915	28	TIS	5p-end	-6	1663
SRR1944915	29	TIS	5p-end	-6	20808
SRR1944915	30	TIS	5p-end	-6	26138
SRR1944915	31	TIS	5p-end	-6	9416
SRR1944915	32	TIS	5p-end	-6	801
SRR1944915	33	TIS	5p-end	-6	148
SRR1944915	25	TIS	5p-end	-5	189
SRR1944915	26	TIS	5p-end	-5	213
SRR1944915	27	TIS	5p-end	-5	253
SRR1944915	28	TIS	5p-end	-5	882
SRR1944915	29	TIS	5p-end	-5	2562
SRR1944915	30	TIS	5p-end	-5	12258
SRR1944915	31	TIS	5p-end	-5	17662
SRR1944915	32	TIS	5p-end	-5	9790
SRR1944915	33	TIS	5p-end	-5	730
SRR1944915	25	TIS	5p-end	-4	179
SRR1944915	26	TIS	5p-end	-4	190
SRR1944915	27	TIS	5p-end	-4	477
SRR1944915	28	TIS	5p-end	-4	1140
SRR1944915	29	TIS	5p-end	-4	21380
SRR1944915	30	TIS	5p-end	-4	47315
SRR1944915	31	TIS	5p-end	-4	29273
SRR1944915	32	TIS	5p-end	-4	4809
SRR1944915	33	TIS	5p-end	-4	35
SRR1944915	25	TIS	5p-end	-3	90
SRR1944915	26	TIS	5p-end	-3	268
SRR1944915	27	TIS	5p-end	-3	433
SRR1944915	28	TIS	5p-end	-3	1979
