transcript_id	wt_mrna_YPD1.genes.results	wt_mrna_YPD2.genes.results	wt_mrna_YPD3.genes.results	ncs2d_mrna_YPD1.genes.results	ncs2d_mrna_YPD2.genes.results	ncs2d_mrna_YPD3.genes.results	elp6d_mrna_YPD1.genes.results	elp6d_mrna_YPD2.genes.results	elp6d_mrna_YPD3.genes.results	ncs2d_elp6d_mrna_YPD1.genes.results	ncs2d_elp6d_mrna_YPD2.genes.results	ncs2d_elp6d_mrna_YPD3.genes.results
Q0020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q0045	0.41	0.08	0.55	0.26	0.08	0.5	0.32	0.76	0.41	1.68	0.42	1.39
Q0050	0.0	0.1	0.18	0.1	0.0	0.46	0.0	0.1	0.11	0.34	0.3	0.49
Q0055	0.05	0.0	0.0	0.14	0.05	0.06	0.06	0.0	0.13	0.17	0.08	0.12
Q0060	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.17	0.0	0.0
Q0065	0.08	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.08	0.14	0.07	0.21
Q0070	0.0	0.0	0.16	0.16	0.07	0.06	0.12	0.16	0.19	0.39	0.33	0.4
Q0075	0.12	0.0	0.26	0.11	0.23	0.67	0.28	0.16	0.5	2.82	2.03	2.01
Q0080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33
Q0085	0.0	0.0	0.0	0.15	0.16	0.0	0.0	0.0	0.17	0.27	0.13	0.13
Q0105	0.0	0.0	0.0	0.0	0.21	0.0	0.26	0.13	0.05	0.26	0.31	0.29
Q0110	0.0	0.0	0.0	0.19	0.0	0.0	0.24	0.23	0.0	0.17	0.2	0.1
Q0115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.09	0.16
Q0120	0.0	0.0	0.29	0.06	0.0	0.0	0.08	0.21	0.18	0.27	0.37	0.25
Q0130	1.63	1.04	0.38	0.0	1.56	0.89	1.25	1.42	2.5	1.34	3.45	0.87
Q0140	0.0	0.0	0.0	0.0	0.0	0.18	0.13	0.0	0.06	0.18	0.09	0.22
Q0158	0.0	0.0	0.03	0.0	0.04	0.16	0.0	0.05	0.0	0.13	0.06	0.08
Q0160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0
Q0250	0.0	0.0	0.0	0.16	0.0	0.0	0.2	0.0	0.0	0.71	0.41	0.27
Q0255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.11
Q0275	0.0	0.0	0.0	0.0	0.15	0.0	0.18	0.0	0.25	0.66	0.13	0.13
Q0285	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.25	0.24	0.12
YAL001C	20.23	17.84	18.78	21.91	24.49	21.23	19.01	19.67	20.4	26.63	17.63	24.72
YAL002W	17.6	16.84	17.13	21.46	17.33	15.25	19.48	17.72	18.37	20.55	23.48	20.03
YAL003W	3550.87	3877.85	3049.65	2878.55	2881.08	3060.65	2654.88	2642.31	2933.53	2560.04	2387.27	2707.0
YAL005C	553.44	747.28	859.56	937.42	723.0	789.57	734.29	780.63	614.18	837.72	1022.48	981.48
YAL007C	228.32	225.03	216.96	201.65	227.66	236.75	208.89	213.51	216.34	219.17	175.1	211.83
YAL008W	47.28	48.86	38.86	48.09	59.11	60.18	44.04	48.75	46.52	70.8	63.26	65.53
YAL009W	46.68	38.52	43.11	48.02	56.23	46.62	44.75	53.82	48.67	54.97	54.69	51.63
YAL010C	20.05	17.02	19.18	21.19	23.23	24.51	18.24	18.78	20.12	26.29	14.59	23.54
YAL011W	15.92	17.2	18.89	15.48	19.89	19.83	17.3	15.57	15.22	21.7	13.52	18.58
YAL012W	550.19	625.97	581.46	670.08	570.38	603.9	702.22	684.91	723.54	804.64	1060.95	824.08
YAL013W	37.66	45.47	37.17	47.39	48.67	44.37	40.25	39.48	42.86	55.58	66.67	57.29
YAL014C	67.54	75.63	67.68	90.6	95.49	79.8	82.53	86.53	77.54	90.76	92.6	83.48
YAL015C	26.68	27.98	25.33	28.89	32.17	31.64	33.85	36.19	28.41	33.13	32.19	33.38
YAL016W	122.25	125.63	114.39	143.93	137.57	128.04	128.73	124.31	120.19	130.3	133.3	126.32
YAL017W	19.09	17.25	19.61	23.25	23.06	19.04	21.27	21.64	19.17	26.4	24.77	21.59
YAL018C	0.27	0.51	0.09	0.48	0.25	0.36	0.31	0.46	0.34	0.0	0.42	0.64
YAL019W	31.54	27.5	29.35	33.98	36.29	35.77	29.7	30.85	34.1	45.67	33.23	42.78
YAL020C	45.69	49.17	41.8	43.06	45.52	40.74	45.69	48.58	44.24	57.59	52.58	52.13
YAL021C	35.25	31.49	39.27	46.84	39.56	31.38	43.49	48.61	40.1	40.45	51.31	40.01
YAL022C	72.38	70.44	68.39	75.73	81.65	70.33	78.0	86.1	79.51	91.53	97.31	82.3
YAL023C	241.98	245.78	235.11	249.18	226.68	183.08	229.45	233.82	224.23	219.8	255.3	221.88
YAL024C	7.54	6.73	9.48	8.71	8.26	7.64	9.21	7.82	10.31	11.42	9.27	10.77
YAL025C	85.32	87.22	105.89	87.94	127.0	129.53	91.05	98.84	101.79	112.04	95.4	110.77
YAL026C	24.96	21.42	26.08	28.38	28.12	24.72	25.89	23.83	28.35	29.99	22.97	29.75
YAL027W	23.49	19.03	23.49	25.41	30.43	32.54	24.67	19.53	26.89	32.38	20.53	29.82
YAL028W	9.08	7.36	7.71	8.17	8.65	6.49	7.95	8.95	7.19	10.25	10.5	8.71
YAL029C	30.0	27.47	37.99	37.68	35.88	32.3	36.56	33.33	33.86	39.48	31.08	36.98
YAL030W	75.15	75.85	80.98	107.35	96.74	116.04	88.28	102.21	94.8	125.66	157.93	133.12
YAL031C	24.09	22.1	21.89	29.72	27.0	21.1	24.0	26.74	23.58	28.55	28.95	26.33
YAL032C	20.85	19.77	21.82	21.86	22.71	23.47	23.39	26.45	24.4	24.59	27.71	24.95
YAL033W	79.17	85.86	77.71	80.94	93.36	99.2	93.37	83.41	93.15	104.16	59.26	95.51
YAL034C	12.42	14.23	12.35	17.79	16.05	13.62	15.45	17.72	15.93	20.86	29.7	22.08
YAL034W-A	18.71	17.08	17.78	16.59	19.11	24.36	11.85	14.55	16.4	22.52	15.62	18.96
YAL035W	146.58	160.58	173.7	167.6	177.25	226.04	210.68	179.79	189.28	272.38	237.61	313.78
YAL036C	194.8	200.06	191.69	247.46	250.97	238.58	264.08	250.26	244.95	330.53	296.07	337.06
YAL037C-A	289.1	193.28	258.39	334.14	265.81	331.76	167.27	169.46	162.15	347.2	368.85	224.98
YAL037W	8.41	7.76	11.26	8.97	12.49	13.17	11.69	7.16	14.01	11.58	10.1	14.74
YAL038W	5251.07	5769.53	5322.52	5859.52	4631.58	5070.41	5337.11	5151.58	5095.33	4219.55	5328.86	4651.55
YAL039C	49.95	50.51	44.36	55.32	53.57	52.55	55.64	53.66	62.85	65.25	65.39	64.7
YAL040C	30.37	28.9	26.68	34.3	31.74	24.35	40.1	35.17	37.46	35.49	43.38	39.48
YAL041W	34.71	33.03	33.71	44.1	44.78	37.44	42.52	45.98	47.83	50.98	44.11	48.95
YAL042W	266.04	265.19	256.35	292.77	305.4	290.59	346.39	333.82	315.92	343.73	379.04	334.81
YAL043C	45.64	48.72	44.51	67.78	54.79	44.27	53.51	51.52	48.47	58.08	71.24	61.31
YAL044C	398.12	314.85	309.46	401.34	430.67	436.86	452.94	446.4	441.45	452.15	443.81	460.8
YAL044W-A	100.82	92.61	100.74	85.0	85.11	101.56	91.91	116.93	104.29	94.25	98.78	95.74
YAL046C	76.33	66.3	93.17	87.59	96.29	110.4	97.83	92.36	96.03	98.42	115.57	101.53
YAL047C	11.22	8.67	10.99	10.2	14.5	13.41	13.52	14.85	12.01	18.98	9.59	15.75
YAL048C	17.67	15.3	17.05	19.83	18.91	13.36	17.93	19.45	18.64	20.06	23.61	19.71
YAL049C	100.83	97.34	104.49	99.59	114.46	112.36	93.94	88.26	96.85	98.63	96.75	100.21
YAL051W	19.23	16.91	19.56	22.37	23.94	20.18	20.86	21.42	22.19	28.73	22.76	25.14
YAL053W	60.77	58.26	54.78	71.96	66.42	50.36	67.92	77.63	71.48	94.99	96.78	82.09
YAL054C	9.98	8.4	9.73	11.08	11.61	11.11	12.79	12.76	10.83	11.94	14.77	12.07
YAL055W	22.61	16.43	21.24	17.52	24.04	22.49	16.66	17.04	21.83	33.08	17.87	24.07
YAL056W	34.93	31.91	28.14	39.42	39.53	30.02	32.83	35.36	34.28	42.16	33.82	37.29
YAL058W	39.47	40.17	40.66	41.07	40.84	42.46	40.4	43.93	39.6	40.52	48.0	41.29
YAL059W	79.53	85.58	92.38	79.27	88.15	98.74	74.47	73.42	67.91	77.91	61.74	71.99
YAL060W	120.96	125.88	104.8	121.69	118.94	105.69	136.01	134.61	127.77	106.47	116.37	105.49
YAL061W	27.31	29.28	24.25	32.11	25.53	28.41	34.56	35.37	33.67	45.35	58.09	44.07
YAL062W	21.14	24.46	24.09	23.45	16.97	20.34	26.21	27.64	24.11	22.08	30.11	26.25
YAL063C	4.48	5.3	5.77	5.97	5.97	5.18	4.99	5.31	4.95	6.71	6.88	5.58
YAL063C-A	3.93	5.02	3.07	3.97	6.66	3.82	6.01	4.36	4.89	6.1	5.18	3.49
YAL064C-A	4.31	1.93	2.87	5.98	4.6	3.26	4.8	4.03	6.33	6.69	7.02	3.88
YAL064W	1.34	1.71	1.88	0.4	2.55	1.22	0.51	1.16	0.45	1.83	1.76	1.96
YAL064W-B	3.58	3.23	4.0	3.92	7.65	2.06	5.91	2.41	4.2	6.67	9.1	4.24
YAL065C	9.08	6.18	6.56	8.74	5.79	4.37	9.19	11.27	6.72	8.66	7.65	6.67
YAL067C	2.28	2.04	2.12	1.74	1.26	2.01	2.87	2.04	2.4	2.9	3.49	3.67
YAL067W-A	0.55	0.53	0.78	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.44
YAL068C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0
YAR002C-A	376.94	403.38	401.31	353.24	394.94	426.61	398.35	371.03	385.39	368.93	383.25	397.47
YAR002W	81.5	72.32	82.49	73.69	87.06	76.76	77.07	82.83	76.58	77.05	69.85	76.8
YAR003W	49.81	50.29	45.61	56.11	55.24	52.8	47.07	51.64	48.21	59.84	52.6	52.41
YAR007C	80.44	74.16	77.65	76.93	89.77	80.17	77.53	77.34	75.74	89.66	71.03	81.59
YAR008W	42.28	36.92	46.94	38.56	48.37	52.2	39.85	50.13	45.4	51.44	33.67	47.61
YAR009C	2.5	1.55	4.19	3.0	3.79	3.87	2.15	2.24	3.29	2.76	2.24	2.4
YAR010C	0.1	0.0	0.21	0.36	0.19	0.0	0.0	0.09	0.05	0.08	0.0	0.2
YAR014C	54.08	55.27	50.42	57.37	59.45	46.13	50.02	58.26	53.5	57.23	49.17	54.27
YAR015W	289.91	253.38	207.2	190.29	196.84	174.51	170.91	153.67	159.39	118.67	121.57	118.74
YAR018C	28.09	23.1	27.68	28.07	32.58	24.57	30.28	29.11	31.48	36.34	40.86	39.27
YAR019C	11.59	11.37	9.88	14.82	12.45	11.11	12.78	14.32	12.63	16.18	17.36	15.83
YAR020C	14.73	7.77	5.69	16.07	13.34	9.26	20.28	10.87	12.39	15.14	14.56	14.72
YAR023C	13.64	8.95	13.12	16.31	12.77	10.2	18.12	14.02	13.78	15.15	16.27	11.67
YAR027W	90.49	81.61	83.0	79.77	92.2	82.04	73.79	76.66	77.73	94.41	66.51	77.69
YAR028W	47.52	41.32	50.21	56.9	54.93	53.12	54.51	50.99	48.61	55.43	47.61	52.77
YAR029W	19.56	22.5	22.38	20.82	27.69	23.2	18.59	21.09	21.92	21.59	23.85	23.22
YAR031W	21.34	21.89	26.04	20.54	21.58	23.12	22.5	23.63	20.43	23.03	25.32	20.6
YAR033W	41.2	35.37	32.28	36.97	45.49	42.53	38.84	43.86	40.87	45.19	49.92	42.53
YAR035C-A	2.87	2.75	6.04	1.3	5.46	3.13	8.22	6.22	10.22	10.61	17.0	5.73
YAR035W	7.82	8.83	6.48	10.68	10.96	7.91	13.05	13.62	13.73	15.31	19.89	15.77
YAR042W	22.04	22.08	25.35	24.01	22.93	18.04	25.41	23.59	23.81	27.34	27.3	26.78
YAR050W	1.96	1.72	2.25	3.06	2.15	1.44	3.69	3.3	2.96	3.38	5.08	3.55
YAR061W	5.44	3.86	4.31	4.22	3.62	2.3	5.17	4.88	2.8	4.85	5.25	4.04
YAR064W	2.39	7.88	7.9	6.16	4.85	3.21	3.39	7.05	4.88	1.99	4.72	5.59
YAR066W	8.57	0.0	9.8	8.85	4.03	3.4	0.0	3.29	8.09	2.88	1.45	1.89
YAR068W	38.47	23.4	41.95	32.07	24.02	30.87	27.39	33.04	32.17	44.51	54.95	41.25
YAR071W	80.0	78.55	80.24	30.84	27.56	14.25	24.3	29.39	21.23	12.05	11.83	11.57
YBL001C	308.23	303.26	270.6	302.51	329.94	363.91	321.1	315.41	306.25	394.15	326.79	356.76
YBL002W	1341.87	1421.04	1432.8	1224.06	1261.34	1325.96	1276.77	1425.02	1350.01	1164.76	1365.66	1252.08
YBL003C	2016.81	1728.27	2060.42	1744.35	2027.28	2173.79	2081.67	1942.96	2140.5	1877.05	1319.2	1956.45
YBL004W	20.03	19.08	26.51	23.62	22.32	21.4	23.56	22.96	25.77	26.12	24.19	22.77
YBL005W	33.8	29.22	36.63	42.12	38.31	38.59	33.37	34.58	33.36	39.66	43.58	38.96
YBL005W-A	27.38	26.0	29.95	37.73	40.74	29.6	51.24	46.68	55.57	63.4	84.47	56.22
YBL005W-B	8.12	6.65	10.51	9.72	11.0	9.12	12.0	11.38	12.05	12.68	11.61	12.21
YBL006C	116.87	93.79	101.03	90.85	105.92	99.86	98.84	105.25	108.66	91.99	88.62	90.27
YBL007C	67.06	65.61	65.92	78.34	66.48	50.48	76.64	72.22	71.67	72.54	92.38	78.46
YBL008W	20.92	17.41	20.3	23.5	27.22	22.17	20.71	25.05	23.88	27.46	24.81	24.47
YBL008W-A	2.15	2.52	3.32	2.92	4.0	2.94	5.42	4.0	3.55	4.44	6.23	9.56
YBL009W	39.59	42.59	45.92	43.66	44.37	39.97	41.56	41.42	44.65	45.08	41.86	45.65
YBL010C	31.04	26.65	30.27	29.05	36.49	30.45	25.68	31.96	31.31	34.16	28.81	33.69
YBL011W	51.52	58.16	52.46	57.27	52.98	43.51	49.85	55.57	50.97	51.68	58.15	50.93
YBL013W	7.26	6.44	4.95	7.68	5.16	2.6	8.2	8.84	7.07	7.04	7.88	8.7
YBL014C	21.62	17.73	20.76	27.87	27.27	21.11	23.85	24.49	24.75	26.67	24.98	27.37
YBL015W	31.39	31.61	25.96	26.57	28.02	21.54	29.27	29.18	28.53	25.81	31.69	28.6
YBL016W	74.72	65.74	63.04	72.03	74.13	71.83	56.39	68.04	65.56	55.28	59.26	54.56
YBL017C	29.14	31.29	31.69	31.96	31.0	26.11	33.69	35.56	31.99	33.76	41.58	29.75
YBL018C	114.95	96.42	113.3	120.41	140.87	124.88	125.26	132.03	131.44	108.43	98.69	116.11
YBL019W	17.59	17.99	14.6	14.08	20.36	16.7	16.15	17.89	17.12	21.22	17.81	18.01
YBL020W	44.82	46.02	41.79	61.02	52.84	42.32	47.75	50.82	51.71	59.21	64.43	54.28
YBL021C	43.17	41.38	41.55	48.09	52.4	57.5	51.55	58.63	47.6	65.4	66.38	60.38
YBL022C	58.42	55.23	62.28	87.21	90.6	78.62	80.22	78.39	77.8	101.67	86.65	97.52
YBL023C	31.18	32.5	27.71	31.44	30.43	25.97	26.35	29.7	27.02	30.86	30.86	26.79
YBL024W	102.32	102.56	119.35	109.56	102.54	122.69	113.71	108.95	107.74	100.61	88.75	106.42
YBL025W	38.77	39.14	43.75	47.77	52.89	53.1	46.49	37.98	43.99	46.85	45.74	44.95
YBL026W	173.33	113.74	181.61	124.24	141.2	206.22	136.09	130.32	155.27	149.78	95.52	146.46
YBL027W	3044.07	3257.86	3492.84	2705.73	2833.82	3535.86	3076.71	2912.19	2847.51	2615.69	2614.45	2897.66
YBL028C	156.5	125.66	173.6	117.3	165.39	233.23	168.13	130.64	159.87	172.78	85.4	180.47
YBL029C-A	55.69	58.09	44.45	42.51	46.27	40.64	37.82	39.63	50.39	46.16	39.09	44.33
YBL029W	16.17	16.38	14.61	13.12	19.81	15.64	12.98	15.28	15.12	16.14	17.25	16.66
YBL030C	284.58	375.87	277.99	426.46	361.25	353.01	379.27	383.87	375.56	460.06	531.21	505.58
YBL031W	28.35	17.59	23.8	27.28	26.16	27.89	26.93	30.67	27.91	31.54	28.49	29.42
YBL032W	159.57	192.75	142.08	141.68	140.97	138.4	146.56	146.93	147.61	129.15	128.02	124.21
YBL033C	52.8	53.51	48.41	54.03	60.01	52.19	54.65	61.04	57.13	65.12	68.86	58.22
YBL034C	7.65	6.44	10.3	7.29	9.0	8.99	8.9	9.39	9.28	11.0	8.45	11.02
YBL035C	31.28	34.32	32.29	40.47	38.13	33.46	34.32	34.72	33.36	35.91	35.55	36.21
YBL036C	146.99	147.36	163.72	165.93	190.0	188.84	159.94	137.91	140.36	179.3	150.32	178.7
YBL037W	16.61	17.93	19.89	25.14	18.3	18.96	20.27	23.71	23.14	24.75	28.92	25.49
YBL038W	64.63	53.06	67.47	60.42	77.16	76.7	69.46	58.03	59.62	78.35	62.54	68.28
YBL039C	239.34	230.89	229.83	215.23	222.67	206.88	197.58	202.83	200.14	178.35	170.44	174.13
YBL039W-B	42.81	25.81	49.97	37.64	41.45	29.79	44.35	35.05	40.45	48.82	40.39	49.39
YBL040C	251.75	213.65	246.92	261.62	279.96	271.7	283.15	257.61	281.46	287.65	230.85	282.81
YBL041W	306.5	258.33	300.87	285.35	336.89	319.5	262.72	286.48	308.31	304.26	279.9	299.88
YBL042C	83.86	82.43	76.73	72.67	71.45	67.44	80.69	81.93	84.55	71.99	72.07	61.18
YBL043W	0.67	0.81	1.3	1.83	2.08	1.19	1.16	2.11	2.4	3.18	2.92	3.56
YBL044W	2.08	2.66	2.44	1.26	1.98	2.09	3.18	1.96	1.94	2.28	2.47	3.88
YBL045C	110.83	109.17	103.57	134.8	149.51	125.29	151.49	145.51	170.71	232.06	146.09	219.16
YBL046W	32.45	29.79	35.55	30.74	39.75	38.57	31.68	30.34	31.21	43.88	31.42	42.29
YBL047C	39.49	37.22	45.45	48.11	45.37	39.47	53.2	52.66	51.22	56.55	53.66	57.48
YBL048W	12.25	5.87	7.75	8.9	12.06	12.49	14.52	15.77	13.52	13.76	13.23	11.75
YBL049W	22.49	19.49	20.57	26.6	27.01	20.87	19.09	23.8	25.43	31.16	27.28	31.03
YBL050W	128.16	135.51	122.13	121.98	139.63	136.94	112.52	114.25	104.78	122.93	112.2	115.7
YBL051C	29.41	24.12	39.03	38.12	37.3	38.66	41.9	36.15	47.04	56.47	52.48	60.22
YBL052C	24.56	20.12	28.94	20.65	31.78	31.09	21.96	21.96	29.37	34.86	17.34	31.11
YBL054W	38.59	33.97	40.94	45.7	47.84	45.1	49.6	46.49	51.63	52.89	45.0	42.85
YBL055C	52.73	47.76	58.46	52.35	48.76	53.4	54.76	48.65	48.38	40.11	41.93	44.47
YBL056W	190.74	184.1	183.43	210.59	213.2	197.86	193.83	191.63	188.39	212.36	170.11	209.42
YBL057C	128.36	110.57	136.67	134.1	147.51	144.63	140.6	112.38	128.26	137.67	130.71	133.73
YBL058W	158.49	157.07	163.3	223.41	223.3	208.4	208.57	213.09	193.44	265.63	257.23	261.06
YBL059C-A	58.39	44.49	69.56	53.06	78.49	66.96	69.2	64.43	65.41	74.73	53.19	82.37
YBL059W	18.68	13.22	26.41	24.25	23.73	27.09	26.27	24.41	25.27	28.89	31.82	29.59
YBL060W	25.48	20.04	22.6	23.79	33.55	28.43	22.6	24.32	25.51	36.37	27.43	31.69
YBL061C	45.55	36.81	50.39	43.67	49.38	48.35	45.27	45.27	49.77	60.61	36.9	57.94
YBL063W	8.04	6.12	10.19	9.27	10.25	10.48	9.81	9.3	12.79	14.77	5.76	13.16
YBL064C	90.67	94.22	89.29	116.97	117.46	118.58	112.17	110.42	104.02	142.45	147.14	133.43
YBL066C	6.67	6.11	6.32	9.74	7.92	5.08	8.44	8.89	7.89	10.69	13.69	10.33
YBL067C	34.15	36.78	36.12	34.75	40.12	31.97	37.1	33.57	34.26	38.81	35.73	33.44
YBL068W	120.44	107.69	127.69	135.17	138.83	127.51	126.57	132.43	121.3	125.81	131.14	121.54
YBL069W	42.88	46.55	40.03	49.64	43.08	41.69	41.39	48.99	47.05	41.34	48.39	45.33
YBL071C	106.91	104.88	104.78	137.42	129.1	133.72	131.46	107.33	116.12	133.79	139.3	131.88
YBL071C-B	5.99	1.15	9.27	7.63	4.57	15.72	6.88	3.12	6.11	7.89	7.58	3.35
YBL071W-A	174.26	186.48	155.8	220.77	221.45	215.53	182.05	218.7	181.38	190.66	207.82	196.84
YBL072C	5143.64	5326.07	5743.26	4354.9	4491.16	5162.26	4795.52	4725.99	4591.33	3835.11	3876.15	4056.24
YBL074C	18.33	15.93	19.06	25.54	22.82	16.56	22.15	22.06	18.74	24.02	28.69	29.45
YBL075C	24.01	26.56	24.29	36.72	33.06	26.92	28.46	32.1	29.64	39.43	42.26	34.72
YBL076C	279.82	292.06	301.65	348.1	303.75	288.91	302.31	327.5	301.46	312.81	357.9	291.11
YBL078C	19.15	16.97	20.82	28.23	34.08	36.31	23.21	17.71	26.14	55.85	31.7	43.89
YBL079W	26.37	25.31	35.16	36.8	34.0	35.98	39.29	35.26	40.73	42.61	33.74	41.58
YBL080C	15.06	14.75	13.98	13.1	16.5	17.07	12.84	15.55	14.98	17.09	12.29	14.87
YBL081W	25.01	24.42	28.84	39.44	31.69	24.8	28.42	38.08	32.33	33.66	45.13	33.65
YBL082C	76.2	80.52	66.69	92.55	84.19	80.49	81.74	83.07	82.87	85.31	98.46	81.36
YBL084C	21.09	15.8	14.54	22.36	25.48	19.58	20.3	21.53	24.67	29.72	24.74	27.64
YBL085W	38.12	30.17	34.38	36.18	40.71	29.36	38.2	39.77	41.14	46.29	34.48	46.17
YBL086C	19.99	15.67	22.05	23.59	32.04	27.45	24.64	27.11	27.88	36.25	36.4	36.91
YBL087C	3248.4	3093.3	2875.98	2665.63	2921.84	2877.74	2842.74	2603.04	2894.95	2255.67	2099.5	2449.81
YBL088C	5.32	5.42	7.44	5.88	5.51	5.18	6.05	4.89	5.65	6.34	6.39	6.46
YBL089W	31.76	27.81	30.18	41.35	36.86	34.9	35.89	34.18	36.18	40.61	40.17	38.72
YBL090W	49.6	48.71	56.62	49.47	53.95	62.52	56.9	42.52	53.38	47.95	39.4	51.83
YBL091C	159.54	175.23	180.61	149.11	152.52	163.18	160.27	158.35	143.89	155.22	178.68	163.21
YBL091C-A	33.27	35.89	37.99	31.35	31.24	43.57	33.12	30.79	36.4	32.19	28.24	35.69
YBL092W	4334.71	3976.01	4709.73	3992.03	3915.78	4781.0	4331.79	4334.35	4405.82	3612.41	3884.71	3925.44
YBL093C	93.33	72.4	94.17	86.94	93.4	92.34	81.47	72.5	76.95	86.55	69.44	81.78
YBL095W	28.97	34.06	29.35	27.34	27.91	36.1	34.7	34.16	33.43	36.58	28.59	34.34
YBL097W	9.56	7.94	15.43	9.37	12.09	12.25	14.09	11.84	14.11	17.48	11.13	16.39
YBL098W	31.88	30.74	28.65	38.34	41.1	37.31	41.89	49.22	46.08	42.32	42.85	39.69
YBL099W	141.63	171.12	160.15	174.33	164.59	169.49	165.67	161.32	180.45	242.58	208.35	264.45
YBL100W-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBL100W-B	2.0	1.4	2.25	1.72	2.53	2.01	2.07	2.0	2.11	2.45	1.6	2.44
YBL100W-C	2.01	4.83	5.66	10.98	2.88	1.1	5.77	5.24	6.67	7.45	8.75	4.02
YBL101C	11.25	10.52	13.41	19.27	15.83	12.39	17.49	16.77	16.01	19.14	27.54	21.61
YBL102W	160.08	142.92	137.94	155.83	175.8	184.83	182.95	156.2	174.85	200.74	160.39	191.44
YBL103C	28.22	22.59	28.64	31.67	33.89	26.77	32.06	34.13	34.73	38.31	31.37	33.87
YBL104C	18.38	19.12	19.73	23.25	25.31	21.28	21.81	22.13	20.88	23.09	22.59	23.11
YBL105C	25.29	26.11	28.01	32.94	34.61	27.61	30.93	29.1	30.93	36.75	36.95	34.75
YBL106C	13.26	13.37	17.02	16.89	14.78	16.66	17.94	16.67	17.41	15.03	18.7	15.2
YBL107C	50.6	46.83	63.11	46.78	71.59	71.07	61.31	56.08	50.22	68.99	52.29	66.09
YBL108C-A	0.0	0.0	0.0	0.0	0.0	3.23	0.0	0.0	0.0	0.0	0.0	0.98
YBL111C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBL112C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBL113C	3.95	4.36	4.4	5.25	4.74	5.42	4.99	5.3	4.0	5.31	8.72	6.93
YBR001C	31.2	29.16	30.98	42.81	43.13	32.04	35.66	39.35	35.25	50.62	52.65	46.12
YBR002C	80.45	72.49	63.65	70.08	77.81	63.44	61.93	63.39	57.63	65.91	60.37	65.57
YBR003W	48.13	46.4	42.03	52.93	54.54	53.33	42.96	50.63	51.1	61.82	54.77	51.59
YBR004C	39.57	33.7	35.07	42.35	47.28	40.38	40.67	43.93	43.19	57.97	49.06	45.39
YBR005W	39.98	31.36	33.63	33.4	37.52	35.41	33.59	39.87	36.42	53.47	51.24	51.41
YBR006W	18.23	17.22	17.3	20.7	21.46	19.1	17.69	20.38	18.04	28.39	21.47	24.44
YBR007C	18.75	18.78	19.31	21.09	22.73	17.73	19.88	22.74	20.53	31.62	27.12	30.31
YBR008C	50.98	56.27	51.53	56.59	59.04	46.23	54.83	60.46	51.87	69.52	66.33	46.72
YBR009C	1987.78	1878.43	1898.25	1818.9	2269.36	2271.18	2007.8	1811.64	2078.59	2366.21	1522.03	2328.83
YBR010W	2241.21	2068.99	2049.27	1763.33	2000.29	2164.94	1878.09	1803.38	2153.56	1832.4	1067.46	1784.54
YBR011C	698.38	694.95	884.48	913.44	647.22	870.14	838.99	787.27	781.2	711.95	948.75	791.37
YBR012W-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YBR012W-B	6.61	4.8	7.67	6.51	6.18	4.91	6.87	5.92	6.29	6.42	4.5	6.43
YBR013C	17.43	18.92	33.04	34.07	34.47	48.86	45.27	35.53	50.43	58.95	53.29	56.9
YBR014C	95.67	73.26	92.96	77.71	101.65	104.87	94.94	86.52	93.5	103.39	64.42	104.8
YBR015C	79.49	86.92	83.37	103.7	84.37	78.3	88.5	89.3	85.8	98.58	113.07	103.91
YBR016W	114.97	80.05	88.24	120.13	96.29	98.46	109.46	117.03	109.22	123.96	168.93	136.78
YBR017C	78.65	77.37	81.21	104.76	90.43	85.54	89.13	85.33	85.39	102.75	117.01	97.27
YBR018C	3.56	4.21	4.67	5.5	4.63	4.6	3.94	2.88	5.68	8.58	5.62	7.35
YBR019C	8.56	9.28	7.2	8.51	7.86	5.46	8.46	8.73	8.59	9.25	9.43	8.76
YBR020W	8.25	9.02	8.76	10.65	10.46	7.93	11.83	12.03	11.23	12.62	14.22	13.75
YBR021W	20.82	18.83	19.23	15.1	20.76	12.69	18.35	20.79	16.3	18.76	20.43	16.86
