transcript_id	wt_mrna_YPD1.genes.results	wt_mrna_YPD2.genes.results	wt_mrna_YPD3.genes.results	ncs2d_mrna_YPD1.genes.results	ncs2d_mrna_YPD2.genes.results	ncs2d_mrna_YPD3.genes.results	elp6d_mrna_YPD1.genes.results	elp6d_mrna_YPD2.genes.results	elp6d_mrna_YPD3.genes.results	ncs2d_elp6d_mrna_YPD1.genes.results	ncs2d_elp6d_mrna_YPD2.genes.results	ncs2d_elp6d_mrna_YPD3.genes.results
YLL026W	145.98	146.55	139.1	227.49	225.06	170.61	160.77	202.59	170.79	292.63	240.99	271.42
YLL027W	64.04	59.07	64.28	76.23	86.51	70.52	67.12	75.64	72.37	81.47	87.59	87.32
YLL028W	32.45	27.75	30.64	38.34	35.1	30.73	42.77	39.17	39.7	39.41	38.88	40.03
YLL029W	82.7	78.5	79.06	100.54	87.97	79.1	84.23	92.5	91.05	105.94	109.36	103.16
YLL030C	0.37	0.72	0.26	0.0	0.36	0.0	0.43	0.0	0.0	0.31	0.0	0.15
YLL031C	56.92	50.24	52.27	64.12	59.24	43.83	55.23	57.33	57.58	58.73	61.49	53.73
YLL032C	14.68	14.88	17.53	16.27	17.27	12.76	16.83	14.16	20.35	22.26	17.76	19.63
YLL033W	21.35	23.7	28.04	25.19	31.59	26.91	24.5	25.76	27.77	29.57	25.17	27.85
YLL034C	59.01	54.47	58.9	60.13	70.56	65.16	52.54	53.23	56.52	73.01	43.92	61.71
YLL035W	36.66	35.21	34.3	40.34	44.67	34.36	38.89	40.5	42.53	46.67	43.77	40.56
YLL036C	54.89	48.23	48.86	56.96	60.06	49.85	52.64	53.65	50.2	55.68	55.23	51.73
YLL038C	27.25	30.48	27.25	35.39	34.28	23.76	33.86	32.66	29.01	30.73	36.45	31.34
YLL039C	174.95	189.14	210.15	365.08	339.82	352.81	353.4	376.2	293.36	518.83	588.31	510.22
YLL040C	8.49	9.29	12.58	12.08	8.99	10.0	12.49	9.79	12.14	12.99	15.7	13.18
YLL041C	46.28	40.64	44.62	65.82	72.89	67.86	73.4	78.01	70.33	90.67	96.66	92.03
YLL042C	11.01	9.08	9.9	8.61	12.69	7.55	12.92	12.22	13.7	11.16	12.14	10.13
YLL043W	77.58	76.44	71.07	89.18	96.8	81.12	84.06	89.72	95.51	118.31	111.25	112.46
YLL045C	2554.0	2728.68	2764.83	2409.67	2124.81	2576.73	2549.96	2517.12	2547.84	2149.18	2669.63	2386.31
YLL046C	0.52	1.16	1.22	0.47	0.33	0.76	0.6	0.98	0.79	1.14	0.14	0.42
YLL048C	54.92	54.93	62.6	73.04	62.39	54.26	60.54	62.36	62.06	71.09	91.16	66.63
YLL049W	76.58	73.88	96.7	69.16	79.13	93.6	80.99	76.12	77.31	65.14	79.08	70.1
YLL050C	1687.21	1697.98	1534.68	1372.76	1664.13	1768.1	1432.45	1319.53	1632.32	1666.9	1442.17	1629.58
YLL051C	62.13	54.98	58.23	75.85	67.62	51.46	59.8	70.71	64.37	66.07	82.47	60.59
YLL052C	27.02	25.24	21.81	23.67	19.68	13.71	21.47	23.86	21.33	23.15	32.99	25.56
YLL053C	27.37	22.32	21.78	19.87	18.12	15.97	22.07	27.12	19.97	29.2	42.6	27.4
YLL054C	17.11	13.67	17.49	17.06	19.52	15.69	18.32	17.19	18.41	19.74	16.97	17.74
YLL055W	22.65	17.54	15.91	19.16	18.61	18.92	17.04	20.19	19.02	19.77	14.01	22.63
YLL056C	13.51	17.4	18.47	15.84	15.64	14.2	13.99	13.99	13.84	15.29	15.04	15.61
YLL057C	10.97	10.32	10.08	10.26	12.67	10.37	12.83	13.18	14.83	14.14	15.59	13.87
YLL058W	29.73	31.55	26.11	25.98	27.89	25.1	24.27	26.06	22.99	22.51	25.78	21.85
YLL060C	28.3	23.94	22.61	24.03	33.66	36.27	30.55	27.04	36.84	60.68	49.12	40.87
YLL061W	40.54	43.74	36.48	38.27	44.26	36.98	43.5	46.87	38.64	49.94	52.92	42.8
YLL062C	21.4	22.31	22.93	20.05	23.83	21.33	18.56	21.07	21.12	23.09	22.2	21.22
YLL063C	15.89	16.99	14.13	18.78	19.16	15.45	15.91	17.49	18.25	23.48	24.24	18.75
YLL064C	4.41	4.02	5.3	6.08	4.46	4.85	4.77	5.83	4.71	4.66	4.39	5.33
YLL066C	0.0	0.09	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLL066W-B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.29
YLL067C	1.41	0.0	0.86	1.04	0.82	0.75	1.26	1.04	1.33	0.78	1.22	1.29
YLR001C	22.57	19.64	24.41	23.18	23.68	22.22	24.96	25.7	23.49	27.44	28.18	26.25
YLR002C	70.77	61.79	64.77	58.51	73.15	55.85	57.4	56.7	63.86	63.18	43.09	58.85
YLR003C	96.04	77.82	111.78	59.04	88.82	88.44	69.75	60.44	73.93	88.02	47.12	79.43
YLR004C	5.25	5.91	7.14	9.01	10.16	8.74	9.36	11.93	9.17	10.62	10.8	10.85
YLR005W	53.8	44.16	49.22	50.35	60.98	53.31	53.6	49.15	50.26	56.35	51.63	56.43
YLR006C	28.09	26.4	24.22	36.84	32.96	29.15	33.49	35.64	33.0	41.26	47.13	42.89
YLR007W	52.0	45.4	58.75	61.79	71.56	69.28	59.35	54.2	59.49	68.54	68.03	62.65
YLR008C	156.82	143.26	139.35	134.4	137.54	150.32	144.55	146.58	147.99	137.95	138.25	129.51
YLR009W	140.72	141.73	161.51	127.09	155.27	178.72	138.64	139.26	127.88	149.07	129.83	138.77
YLR010C	20.82	18.94	26.45	22.07	29.25	23.91	22.97	21.54	27.61	32.05	20.26	28.38
YLR011W	26.96	19.6	22.57	19.39	21.41	18.53	22.94	25.44	23.35	25.49	17.58	19.12
YLR012C	0.85	0.0	0.3	0.77	1.62	0.69	0.49	1.1	0.43	1.39	1.01	1.02
YLR013W	0.3	0.0	0.21	0.55	0.0	0.33	0.0	0.26	0.15	0.0	0.24	0.36
YLR014C	18.91	16.97	17.57	22.64	23.74	21.32	18.59	21.1	20.19	23.95	23.52	22.64
YLR015W	26.82	24.23	27.57	26.49	32.63	27.14	26.81	22.72	25.62	33.97	23.45	30.5
YLR016C	72.25	64.83	71.2	68.53	73.47	78.59	72.01	73.21	74.81	80.89	71.44	75.34
YLR017W	154.77	128.39	157.75	164.02	189.03	192.83	186.54	174.62	173.11	200.47	186.1	202.0
YLR018C	82.65	76.05	85.64	73.66	88.96	74.8	81.36	88.94	89.68	84.99	72.89	88.16
YLR019W	55.37	51.51	50.52	72.59	75.5	65.34	73.19	71.65	64.45	97.28	109.95	97.48
YLR020C	62.05	51.95	55.49	54.76	66.22	61.01	53.06	62.17	54.85	63.61	48.73	58.52
YLR021W	58.16	52.08	72.99	71.77	78.9	86.15	79.34	74.46	68.04	88.95	89.86	95.93
YLR022C	99.76	84.72	110.25	92.7	106.08	110.78	100.98	93.39	97.61	107.01	74.22	103.26
YLR023C	27.13	23.7	28.14	31.73	34.49	30.91	31.67	35.73	33.9	43.23	36.04	36.76
YLR024C	6.79	6.65	8.81	8.0	8.01	8.56	7.66	7.29	8.41	10.63	7.87	9.41
YLR025W	79.23	70.44	85.34	74.93	99.63	99.02	96.04	85.21	76.71	125.57	108.5	116.31
YLR026C	38.9	35.7	39.43	43.46	51.4	40.33	43.89	46.37	43.47	46.46	46.17	47.4
YLR027C	382.71	377.07	402.22	515.98	435.33	441.45	601.38	591.42	584.7	596.56	689.56	635.45
YLR028C	220.79	200.92	188.85	207.2	224.87	191.99	199.27	212.1	200.05	219.23	186.02	200.76
YLR029C	5950.63	5791.6	6490.16	4673.3	5399.46	6151.59	5890.96	5366.0	5774.09	4632.04	3888.06	4991.76
YLR030W	14.45	21.57	15.92	15.67	19.56	15.34	20.53	20.95	16.32	18.5	21.03	19.36
YLR031W	23.52	16.36	14.09	19.69	21.97	23.55	15.34	28.11	17.97	19.53	15.13	20.45
YLR032W	17.0	17.92	15.68	22.19	21.09	16.92	19.42	19.97	18.17	23.56	18.06	21.9
YLR033W	51.36	34.02	50.48	35.71	57.21	52.93	37.22	40.05	47.3	61.56	31.75	53.67
YLR034C	140.34	123.25	117.82	126.77	118.9	103.9	106.09	119.31	114.21	106.62	123.73	102.05
YLR035C	12.69	12.53	13.51	15.24	13.83	13.52	14.77	14.48	14.53	17.2	16.69	17.78
YLR035C-A	0.0	0.14	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR036C	48.26	38.35	56.67	57.7	65.35	54.46	59.25	50.79	55.97	60.92	50.03	58.87
YLR037C	14.74	16.46	16.77	14.83	16.45	16.07	17.97	18.53	19.3	14.28	22.39	19.67
YLR038C	119.33	103.83	128.6	140.33	182.03	182.68	162.77	160.56	189.04	211.92	145.06	235.24
YLR039C	18.69	14.86	22.02	19.43	25.31	20.53	19.25	18.52	22.53	29.0	15.99	24.58
YLR040C	20.95	21.56	20.53	14.32	16.3	13.86	14.77	19.35	17.53	15.17	14.59	14.6
YLR042C	31.04	35.36	34.12	25.8	25.03	29.57	27.7	31.2	30.96	24.22	30.62	29.9
YLR043C	1319.51	1207.07	1346.9	1101.46	1236.69	1370.16	1199.86	1095.49	1285.06	1074.94	907.49	1117.09
YLR044C	7549.66	8625.37	8221.41	8677.78	6435.63	7374.09	7890.22	7673.37	8117.18	6923.0	9565.52	7759.11
YLR045C	30.73	27.29	32.11	29.58	34.02	30.47	29.94	32.41	33.17	43.77	24.17	37.82
YLR046C	80.66	84.84	77.59	49.88	52.15	38.11	44.24	45.28	43.78	47.24	54.9	38.5
YLR047C	22.98	22.45	21.65	29.73	25.71	17.8	23.51	23.25	22.31	28.42	30.24	22.86
YLR048W	2224.72	2246.47	2276.95	2184.8	1913.7	2191.71	2269.81	2286.6	2261.85	1909.17	2184.8	2101.94
YLR049C	71.22	64.38	73.1	78.66	95.06	79.02	68.29	65.37	71.74	78.94	57.5	76.89
YLR050C	88.09	80.89	98.44	85.11	81.91	95.8	91.92	90.49	94.63	81.82	73.83	85.78
YLR051C	76.35	60.26	76.36	63.25	100.33	98.68	81.66	64.7	74.26	102.89	44.05	94.46
YLR052W	56.1	53.12	62.58	62.11	65.13	62.13	62.17	64.78	65.43	78.2	67.54	73.32
YLR053C	24.97	22.44	21.93	18.44	24.54	20.46	20.59	24.04	27.03	22.46	28.99	20.89
YLR054C	2.96	2.14	1.87	2.3	3.05	2.37	2.7	2.62	2.77	3.37	3.05	2.97
YLR055C	37.97	41.96	36.15	37.73	38.94	28.61	35.91	37.29	32.97	36.28	41.12	33.38
YLR056W	752.21	690.24	657.83	754.42	762.42	572.48	760.44	787.55	760.43	730.49	793.78	745.46
YLR057W	30.74	29.87	28.11	30.74	36.8	29.05	26.88	28.13	33.45	41.83	28.94	33.33
YLR058C	406.65	388.43	278.38	465.15	428.87	339.93	293.81	298.7	289.36	269.75	355.7	293.08
YLR059C	75.17	63.9	71.11	61.3	68.11	69.31	78.68	74.29	80.93	76.21	81.77	79.14
YLR060W	366.07	347.78	358.85	412.24	399.87	373.25	407.65	406.45	390.34	407.88	430.8	410.62
YLR061W	4351.68	4449.22	4228.55	3402.89	3418.97	4354.75	4076.66	4093.37	4280.64	3186.58	3184.68	3468.39
YLR063W	31.27	29.07	36.43	39.01	35.8	29.81	34.65	32.3	35.99	31.39	36.66	35.83
YLR064W	107.65	94.7	94.55	109.9	116.45	104.03	100.06	101.87	103.64	110.78	130.77	103.62
YLR065C	208.58	147.98	180.17	167.8	190.85	174.19	161.32	143.92	170.2	152.43	118.65	130.37
YLR066W	133.73	102.52	137.85	139.73	154.51	167.22	152.34	135.77	145.17	171.66	132.23	166.66
YLR067C	12.65	9.34	11.5	12.4	15.59	11.37	9.57	10.23	13.28	16.21	8.99	12.46
YLR068W	29.08	19.76	38.69	22.32	39.28	57.69	32.07	29.53	34.53	45.05	19.64	48.18
YLR069C	33.01	30.38	30.38	32.45	35.28	27.53	30.56	30.99	34.22	37.44	19.47	36.23
YLR070C	9.38	8.65	10.62	11.85	11.85	12.18	11.88	13.06	13.35	15.13	16.38	14.12
YLR071C	27.1	24.0	29.99	34.33	37.93	31.88	31.51	30.15	36.07	42.51	31.56	39.2
YLR072W	29.42	29.54	30.81	43.91	40.88	32.8	36.72	40.0	34.25	46.32	44.42	42.3
YLR073C	79.04	70.83	77.42	99.14	99.66	87.05	102.74	93.94	97.06	86.01	86.92	84.11
YLR074C	134.19	106.91	122.52	151.42	179.4	178.11	131.47	138.69	164.81	202.26	152.08	179.09
YLR075W	8565.85	7976.29	8326.48	7351.88	8309.09	8947.32	8250.13	7840.38	8274.26	7674.16	6683.77	7747.24
YLR077W	41.29	37.72	38.42	39.01	44.19	38.69	38.53	38.17	35.71	40.29	29.86	35.78
YLR078C	89.98	77.78	83.97	82.56	101.23	109.98	91.05	95.34	94.29	115.27	97.11	101.72
YLR079W	87.56	70.95	63.88	80.53	95.33	86.84	84.54	89.79	79.52	105.8	87.39	108.56
YLR080W	5.88	7.23	7.57	4.45	6.07	5.41	6.74	7.06	4.84	7.73	6.04	8.18
YLR081W	5.17	4.37	5.44	6.14	6.3	5.6	6.01	6.95	6.89	7.5	9.13	7.5
YLR082C	25.27	19.23	21.34	21.55	30.52	26.09	19.83	22.36	24.22	33.62	21.11	29.32
YLR083C	168.06	164.38	141.5	167.52	160.82	124.19	145.04	161.92	157.74	158.1	185.35	135.92
YLR084C	25.3	24.12	28.1	28.57	26.54	24.25	26.52	25.88	27.78	30.81	24.37	29.83
YLR085C	38.53	33.7	39.56	41.15	42.67	37.05	35.99	35.07	35.21	40.42	33.28	38.77
YLR086W	12.51	9.54	13.87	11.43	14.34	12.91	11.13	12.07	15.21	22.23	7.99	19.22
YLR087C	2.6	3.44	5.06	4.68	3.48	3.96	5.09	4.35	4.5	4.86	6.58	5.19
YLR088W	60.96	55.17	59.11	66.24	72.1	57.75	62.76	65.67	63.78	76.42	58.69	62.66
YLR089C	63.14	57.98	65.17	80.8	73.71	72.43	73.86	78.44	73.75	76.03	96.2	79.46
YLR090W	43.99	47.71	44.43	54.27	53.03	55.93	48.28	49.69	47.53	52.0	58.08	51.75
YLR091W	32.64	33.41	31.75	31.4	31.8	28.96	32.69	37.55	32.95	33.51	37.12	31.57
YLR092W	13.32	11.27	10.15	13.44	12.74	11.55	11.96	13.96	13.22	13.41	14.75	12.9
YLR093C	112.25	94.86	111.6	119.67	145.0	134.74	129.35	117.18	128.55	147.57	120.96	142.55
YLR094C	29.32	33.52	31.52	41.23	32.49	31.13	37.32	40.13	36.38	38.81	46.91	41.64
YLR095C	32.03	31.27	30.67	33.01	38.16	28.64	33.09	30.76	33.37	40.63	38.33	40.89
YLR096W	33.13	27.44	34.28	39.68	39.79	28.56	34.5	34.96	36.73	41.65	37.83	36.51
YLR097C	31.9	37.1	38.8	41.24	46.97	37.81	38.76	39.77	38.54	46.13	41.46	45.04
YLR098C	25.39	27.83	25.13	28.76	31.06	27.26	25.26	28.32	26.56	29.19	31.3	28.1
YLR099C	39.8	34.25	36.34	48.49	39.71	45.59	43.38	43.97	43.03	45.97	48.72	44.41
YLR099W-A	86.31	102.06	110.52	79.74	78.13	97.7	102.86	111.53	119.22	97.0	108.79	108.46
YLR100W	232.24	206.11	220.37	215.24	231.18	223.54	230.99	220.31	206.01	192.2	207.39	194.11
YLR102C	25.27	24.07	26.69	31.55	29.82	24.66	25.62	29.78	23.42	35.52	40.2	36.41
YLR103C	27.19	25.68	25.57	27.94	30.26	29.01	26.11	28.09	23.47	30.26	22.61	31.47
YLR104W	106.6	82.93	94.26	85.97	106.82	103.53	89.2	96.72	104.0	115.63	95.79	102.55
YLR105C	31.79	31.8	36.26	29.83	36.98	33.09	32.76	26.99	34.97	32.58	21.58	32.22
YLR106C	13.17	12.68	18.6	13.3	15.44	15.73	16.84	13.02	16.89	19.42	15.85	19.61
YLR107W	31.19	27.74	31.52	32.55	44.48	44.18	37.39	29.82	37.15	50.41	29.08	46.04
YLR108C	71.63	70.14	58.98	75.13	87.59	65.9	62.09	67.39	74.37	72.19	68.12	70.89
YLR109W	3607.18	3474.95	3743.6	4017.15	3327.5	3917.74	3805.75	3735.4	4083.08	3814.4	5185.41	4414.34
YLR110C	18039.89	20823.36	16862.54	16375.97	15057.42	16518.74	19104.69	20125.36	21427.68	17142.04	22696.08	18787.5
YLR111W	1.92	2.21	0.81	3.48	4.75	0.63	4.84	5.16	1.76	3.78	5.76	6.89
YLR112W	40.69	47.81	38.48	48.65	63.26	53.65	58.96	73.81	66.72	80.76	72.31	72.14
YLR113W	217.35	211.82	213.85	243.38	249.02	231.49	281.44	272.82	277.15	305.57	270.04	305.28
YLR114C	46.15	45.67	46.93	45.78	52.75	45.82	43.95	39.7	45.63	52.52	41.09	49.11
YLR115W	26.06	24.88	25.18	27.33	29.68	25.22	24.58	25.71	25.57	31.68	25.43	28.54
YLR116W	28.9	27.27	28.15	35.32	30.06	24.83	29.58	30.28	28.89	32.41	38.96	29.97
YLR117C	24.4	22.06	24.43	26.39	31.07	27.35	24.57	26.42	24.93	33.92	26.02	34.87
YLR118C	76.84	70.94	83.6	76.21	84.25	84.26	72.26	72.37	77.34	78.79	79.64	79.24
YLR119W	21.2	12.97	23.84	19.64	27.13	25.15	15.52	14.37	18.73	34.04	19.0	28.0
YLR120C	39.92	38.05	33.17	50.2	46.58	34.2	40.26	54.09	44.74	55.19	66.26	44.89
YLR121C	28.29	32.22	31.81	37.01	35.78	34.75	42.0	45.69	40.58	49.85	59.71	47.76
YLR122C	8.47	9.42	7.38	9.55	9.37	10.93	12.05	9.86	12.61	14.22	11.79	9.89
YLR125W	10.31	11.08	13.17	10.22	10.72	12.8	15.41	13.56	12.26	13.88	10.62	13.24
YLR126C	92.84	75.98	91.82	78.27	92.72	86.12	91.12	84.0	88.03	83.27	66.87	80.39
YLR127C	22.45	19.16	21.61	22.4	27.05	25.56	20.93	24.17	24.26	28.91	22.44	23.47
YLR128W	20.24	20.79	20.32	18.97	26.17	23.07	22.48	20.28	23.73	23.91	28.19	30.17
YLR129W	76.72	66.12	70.63	77.89	88.62	69.6	68.37	72.17	75.67	89.75	59.8	75.29
YLR130C	154.12	140.94	131.03	153.91	151.67	124.54	139.33	141.26	141.72	122.5	130.87	116.92
YLR131C	21.34	21.38	22.61	26.24	23.9	19.12	27.01	25.58	25.12	31.59	36.87	33.83
YLR132C	15.66	12.58	17.71	17.49	19.9	14.67	20.02	24.86	19.08	19.63	17.22	18.84
YLR133W	23.08	21.41	22.85	26.28	24.7	18.5	26.9	23.57	23.82	30.31	35.95	29.91
YLR134W	16.05	17.22	14.01	19.44	17.99	15.92	17.74	20.57	17.89	19.26	26.18	17.66
YLR135W	10.45	9.57	12.06	9.55	12.47	13.21	10.72	13.56	11.99	15.51	10.89	16.08
YLR136C	118.97	81.76	86.8	107.28	95.87	90.85	71.89	92.58	84.43	88.97	110.36	96.06
YLR137W	36.66	34.01	29.0	46.96	43.61	44.64	45.86	44.85	44.89	53.2	58.06	52.13
YLR138W	40.86	37.98	40.85	39.31	47.91	36.25	36.68	36.06	41.05	51.75	33.99	45.97
YLR139C	14.39	14.05	14.35	18.81	15.07	12.86	15.73	17.64	17.53	15.57	22.69	19.47
YLR141W	25.58	24.3	21.84	20.42	21.42	18.94	21.12	19.71	24.55	25.95	24.38	21.4
YLR142W	6.49	4.82	5.72	6.23	7.67	7.89	7.66	5.99	9.27	13.46	11.28	11.88
YLR143W	33.52	27.44	32.16	35.62	38.02	31.44	30.2	30.42	32.7	34.43	30.03	32.35
YLR144C	30.63	27.48	28.69	38.84	38.7	27.91	33.46	32.54	32.69	38.65	39.28	36.89
YLR145W	28.64	24.59	34.69	22.72	39.1	47.05	29.91	26.8	31.91	42.71	26.86	37.32
YLR146C	72.72	70.26	77.76	76.7	90.05	86.45	69.84	70.55	73.21	77.94	82.91	79.74
YLR146W-A	66.59	62.58	72.74	77.89	93.61	78.87	87.74	84.11	94.73	91.63	93.82	105.66
YLR147C	61.98	54.64	61.39	50.28	82.84	85.44	74.44	66.24	61.46	90.3	83.85	84.28
YLR148W	22.82	17.72	23.77	17.62	29.78	26.02	17.71	16.39	24.08	34.71	11.34	29.53
YLR149C	4.55	4.7	4.71	6.8	5.76	5.0	4.87	5.09	6.04	10.09	11.78	9.28
YLR150W	2151.7	2156.6	2264.72	2010.77	1962.79	2216.03	2019.72	2014.69	1997.75	1864.73	1993.05	2051.34
YLR151C	9.69	9.17	10.4	6.95	13.73	12.26	11.12	9.3	10.27	21.18	12.6	20.69
YLR152C	19.83	20.18	20.9	24.42	24.16	18.73	22.49	23.72	22.99	28.88	30.22	25.47
YLR153C	216.37	217.73	214.21	197.55	183.27	165.43	193.58	197.48	190.91	177.39	177.55	177.89
YLR154C	83.18	75.34	99.13	76.98	96.43	85.64	100.7	79.84	96.29	100.24	76.66	92.99
YLR154C-G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR154C-H	13.83	15.91	25.27	13.41	4.39	15.62	15.87	9.6	4.7	6.82	8.75	9.95
YLR154W-C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR155C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR156C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR156W	0.86	0.95	0.43	0.45	0.71	1.69	0.57	0.32	0.63	0.51	0.39	0.74
YLR157C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR157C-A	0.1	0.0	0.0	0.0	0.0	0.32	0.34	0.04	0.1	0.0	0.0	0.04
YLR157C-B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR157C-C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR157W-D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR157W-E	0.75	0.72	1.05	0.68	1.43	0.0	0.0	0.33	0.0	1.85	0.0	0.0
YLR158C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR159C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR159W	0.86	0.95	0.43	0.45	0.71	1.69	0.57	0.32	0.63	0.51	0.39	0.74
YLR160C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YLR161W	0.86	0.95	0.43	0.45	0.71	1.69	0.57	0.32	0.63	0.51	0.39	0.74
YLR162W	2.38	20.55	1.31	2.45	3.6	1.21	4.96	2.05	3.36	3.68	6.51	1.49
YLR162W-A	8.57	5.16	9.88	6.78	7.54	11.39	7.56	7.44	4.7	4.34	11.59	9.28
YLR163C	58.02	54.72	64.27	67.62	67.22	66.11	69.04	64.9	62.48	68.0	69.99	60.19
YLR164W	25.46	23.67	17.17	25.68	25.96	21.0	25.99	31.04	30.35	22.61	30.59	21.97
YLR165C	13.76	10.59	15.76	12.97	17.16	15.5	14.82	15.12	15.67	15.93	12.49	18.34
YLR166C	31.88	21.94	35.34	28.92	37.93	33.97	32.94	27.62	33.86	43.05	24.8	40.6
YLR167W	12325.68	12102.14	12927.36	10434.05	11073.7	13541.42	11855.19	10913.76	11025.75	8478.12	7962.07	9131.73
YLR168C	32.03	29.09	38.7	35.91	50.87	43.08	38.89	35.11	39.03	51.6	42.79	50.9
YLR170C	79.07	63.21	80.55	68.62	96.2	83.84	81.28	69.09	91.16	101.24	51.25	89.98
YLR172C	157.26	158.23	175.39	212.13	163.6	185.36	185.69	175.79	171.93	195.28	267.21	222.26
YLR173W	16.21	15.41	16.94	21.38	18.46	16.07	20.08	18.49	19.81	19.94	22.97	19.58
YLR174W	6.86	6.47	7.12	7.86	8.14	8.36	10.29	9.38	9.03	9.28	11.59	10.75
YLR175W	390.92	382.98	413.59	302.48	373.27	372.17	334.18	332.01	341.85	359.99	250.59	348.35
YLR176C	9.22	10.28	8.37	9.74	11.25	9.33	8.65	8.23	8.95	12.94	13.5	13.35
YLR177W	21.96	24.11	23.34	25.13	28.2	22.39	28.69	31.44	27.72	35.71	41.85	32.73
YLR178C	37.93	38.44	38.11	50.72	40.82	37.46	43.96	41.1	39.05	55.11	85.13	60.39
YLR179C	619.17	665.91	617.1	488.64	446.41	498.27	495.73	507.65	487.5	446.21	496.87	419.1
YLR180W	535.38	595.83	480.37	406.02	417.41	376.12	436.37	472.27	473.95	385.87	376.5	387.51
YLR181C	49.12	41.68	48.92	41.53	55.82	49.29	41.13	39.27	43.97	52.6	35.82	49.08
YLR182W	24.38	16.75	26.27	22.06	27.07	25.98	22.54	20.21	26.7	36.79	20.31	32.65
YLR183C	50.13	47.89	44.55	45.96	53.54	52.87	43.72	47.68	53.89	64.72	39.2	65.72
YLR185W	2970.21	3170.34	2965.9	2910.86	2637.04	3158.33	2919.41	2802.69	2913.14	3011.96	2992.78	3084.95
YLR186W	204.31	186.02	207.47	205.27	210.02	211.42	208.63	203.61	210.89	208.28	203.33	194.84
YLR187W	5.42	5.11	8.87	10.97	6.62	7.85	10.67	7.57	10.02	8.87	12.68	12.25
YLR188W	56.79	55.29	56.99	69.82	64.17	54.12	59.74	61.85	60.72	65.19	78.02	63.32
YLR189C	22.95	24.25	23.88	26.67	26.82	21.58	24.28	25.47	24.73	27.29	22.85	26.36
YLR190W	55.69	57.47	55.34	60.76	63.29	52.9	58.39	58.91	63.8	90.42	70.24	87.53
YLR191W	34.2	32.04	30.99	33.43	38.6	35.89	35.37	28.51	36.75	43.11	26.24	36.51
YLR192C	345.24	363.79	371.57	306.16	317.01	339.86	334.51	307.17	290.5	359.48	386.16	347.97
YLR193C	39.39	42.45	42.81	58.25	54.32	59.34	57.53	65.71	63.94	69.0	73.3	71.37
YLR194C	99.75	96.61	95.65	116.12	125.33	119.37	126.71	133.54	129.18	132.19	168.58	126.79
YLR195C	101.08	84.71	100.05	113.05	134.86	113.61	111.23	115.85	118.15	126.68	98.42	128.13
YLR196W	108.1	102.47	109.58	104.28	126.74	112.35	101.95	104.78	112.19	131.4	102.98	116.47
YLR197W	386.71	358.47	417.47	345.67	392.11	408.26	373.61	323.03	384.09	450.72	288.88	447.48
YLR199C	63.43	70.27	65.92	98.05	98.94	87.86	74.2	79.98	79.55	109.46	118.48	111.34
YLR200W	63.71	49.36	95.79	65.3	99.18	128.89	88.81	83.1	87.76	131.89	83.16	129.82
YLR201C	37.04	37.42	41.9	46.94	39.09	51.17	47.06	49.29	47.47	58.45	67.74	57.81
YLR203C	55.06	56.23	55.44	65.44	54.18	55.09	59.16	58.26	59.31	68.16	79.64	62.86
YLR204W	73.35	72.87	79.84	60.78	70.97	76.6	71.93	72.72	60.41	64.37	71.8	56.8
YLR205C	33.48	25.42	18.53	42.59	41.02	35.46	25.08	26.45	30.29	41.46	39.43	43.47
YLR206W	45.4	41.41	43.46	40.48	48.76	35.34	44.41	46.69	46.59	58.11	52.04	55.14
YLR207W	19.42	15.29	22.05	25.13	21.7	22.16	22.87	20.67	23.15	26.28	33.14	26.93
YLR208W	241.74	208.56	209.8	238.6	258.39	237.74	270.28	242.03	258.13	293.43	229.79	285.85
YLR209C	69.9	67.95	68.0	81.11	73.77	76.44	77.63	79.76	79.1	93.55	107.21	95.38
YLR210W	27.81	24.85	31.97	29.91	41.46	34.83	30.82	33.0	32.92	37.03	29.16	34.4
YLR211C	18.48	16.99	13.52	12.99	15.62	19.05	15.3	12.07	16.21	23.03	11.75	21.63
