transcript_id	wt_mrna_YPD1.isoforms.results	wt_mrna_YPD2.isoforms.results	wt_mrna_YPD3.isoforms.results	ncs2d_mrna_YPD1.isoforms.results	ncs2d_mrna_YPD2.isoforms.results	ncs2d_mrna_YPD3.isoforms.results	elp6d_mrna_YPD1.isoforms.results	elp6d_mrna_YPD2.isoforms.results	elp6d_mrna_YPD3.isoforms.results	ncs2d_elp6d_mrna_YPD1.isoforms.results	ncs2d_elp6d_mrna_YPD2.isoforms.results	ncs2d_elp6d_mrna_YPD3.isoforms.results
NM_001181945.1	4382.0	4366.0	4269.0	5516.0	4850.0	6706.0	2760.0	7418.0	6120.0	3535.0	4849.0	7903.0
NM_001181946.1	468.0	415.0	630.0	420.0	445.0	790.0	427.0	1066.0	989.0	577.0	644.0	1233.0
NM_001181947.1	4994.0	4949.0	6967.0	6189.0	5725.0	9322.0	4848.0	12779.0	10452.0	6767.0	7435.0	14018.0
NM_001181948.1	12441.0	13268.0	17204.0	10706.0	10258.0	22792.0	10160.0	26970.0	24020.0	11079.0	11518.0	24813.0
NM_001181950.1	263.0	255.0	436.0	361.0	316.0	459.0	254.0	626.0	594.0	321.0	390.0	754.0
NM_001181951.1	680.0	624.0	850.0	764.0	772.0	1203.0	551.0	1483.0	1285.0	851.0	1045.0	1638.0
NM_001181952.1	881.0	652.0	1083.0	780.0	846.0	1347.0	594.0	1401.0	1411.0	783.0	634.0	1378.0
NM_001181953.1	574.0	459.0	842.0	660.0	696.0	1314.0	570.0	1343.0	1223.0	896.0	718.0	1790.0
NM_001181954.1	279.0	215.0	361.0	301.0	361.0	459.0	184.0	520.0	575.0	435.0	251.0	688.0
NM_001181955.1	103.0	73.0	195.0	87.0	146.0	374.0	99.0	241.0	240.0	194.0	88.0	427.0
NM_001181956.1	575.0	552.0	753.0	622.0	645.0	878.0	464.0	1244.0	1170.0	793.0	429.0	1579.0
NM_001181957.1	77.0	74.0	124.0	107.0	102.0	183.0	85.0	247.0	215.0	151.0	170.0	290.0
NM_001181958.1	670.0	619.0	1055.0	934.0	984.0	1443.0	679.0	1718.0	1750.0	1278.0	987.0	2425.0
NM_001181959.1	467.0	489.0	696.0	767.0	681.0	953.0	508.0	1463.0	1067.0	894.0	892.0	1680.0
NM_001181960.1	368.0	344.0	513.0	508.0	487.0	742.0	417.0	1008.0	887.0	487.0	512.0	980.0
NM_001181961.1	521.0	433.0	677.0	647.0	731.0	1266.0	445.0	1241.0	1256.0	955.0	747.0	1740.0
NM_001181962.1	43976.0	42714.0	60834.0	41536.0	44768.0	84093.0	36923.0	92765.0	83376.0	47913.0	43409.0	99528.0
NM_001181964.1	552.0	526.0	731.0	574.0	620.0	947.0	449.0	1176.0	937.0	655.0	505.0	1197.0
NM_001181965.1	509.0	459.0	676.0	514.0	601.0	1139.0	449.0	1243.0	1047.0	793.0	695.0	1440.0
NM_001181966.1	575.0	486.0	597.0	582.0	657.0	1044.0	484.0	1359.0	1025.0	845.0	726.0	1784.0
NM_001181967.1	60.0	77.0	110.0	50.0	65.0	101.0	60.0	166.0	97.0	96.0	78.0	209.0
NM_001181968.1	68.0	60.0	102.0	89.0	87.0	135.0	69.0	211.0	178.0	120.0	152.0	247.0
NM_001181969.1	228.0	181.0	274.0	214.0	289.0	431.0	156.0	465.0	429.0	369.0	241.0	662.0
NM_001181970.1	2568.0	2620.0	3077.0	2817.0	2579.0	3474.0	1932.0	5702.0	4731.0	2938.0	3583.0	5197.0
NM_001181971.1	705.0	701.0	1114.0	876.0	776.0	1237.0	644.0	1662.0	1519.0	1044.0	859.0	2080.0
NM_001181972.1	388.0	354.0	567.0	456.0	451.0	683.0	316.0	814.0	696.0	495.0	424.0	977.0
NM_001181973.1	405.0	322.0	639.0	407.0	487.0	765.0	314.0	900.0	966.0	875.0	327.0	1557.0
NM_001181974.1	175.0	242.0	485.0	347.0	246.0	489.0	299.0	676.0	595.0	398.0	561.0	875.0
NM_001181975.1	858.0	810.0	1184.0	1026.0	1065.0	1488.0	770.0	2130.0	1762.0	1308.0	1045.0	2207.0
NM_001181976.1	857.0	821.0	1259.0	1207.0	1050.0	1800.0	874.0	2454.0	1965.0	1255.0	1652.0	2699.0
NM_001181977.1	464.0	525.0	667.0	630.0	587.0	1080.0	444.0	1208.0	984.0	667.0	775.0	1366.0
NM_001181978.1	221.0	236.0	306.0	234.0	226.0	359.0	193.0	586.0	438.0	276.0	318.0	535.0
NM_001181979.1	272.0	240.0	295.0	302.0	273.0	432.0	213.0	657.0	530.0	333.0	381.0	659.0
NM_001181980.1	658.0	580.0	931.0	772.0	892.0	1446.0	661.0	1583.0	1479.0	1052.0	897.0	2091.0
NM_001181981.1	338.0	403.0	517.0	523.0	393.0	657.0	375.0	1066.0	823.0	544.0	684.0	1201.0
NM_001181982.1	595.0	606.0	811.0	675.0	744.0	974.0	536.0	1317.0	1217.0	918.0	901.0	1901.0
NM_001181983.1	868.0	750.0	1278.0	1144.0	1094.0	1370.0	788.0	2111.0	1889.0	1327.0	1254.0	2394.0
