gene_id	SRR1944924.genes.results	SRR1944925.genes.results	SRR1944926.genes.results	SRR1944927.genes.results	SRR1944928.genes.results	SRR1944929.genes.results
YDR481C	111.88	106.4	99.38	102.85	90.98	63.48
YDR482C	37.01	33.98	35.0	29.13	36.87	34.15
YDR483W	215.71	213.59	213.49	232.0	190.84	165.21
YDR484W	17.87	13.02	20.96	20.22	24.59	21.59
YDR485C	12.11	10.43	15.38	12.3	17.21	17.26
YDR486C	38.48	28.22	47.02	36.94	47.13	45.82
YDR487C	232.95	204.45	249.73	281.31	272.38	304.43
YDR488C	13.0	15.84	15.03	16.91	11.77	11.69
YDR489W	23.64	24.3	27.66	35.77	29.93	26.0
YDR490C	24.23	20.42	19.16	26.81	24.4	17.25
YDR492W	61.3	53.76	53.76	73.59	65.45	62.34
YDR493W	39.63	36.08	41.92	38.52	43.13	49.71
YDR494W	38.13	27.67	44.19	31.73	41.66	38.06
YDR495C	7.45	7.8	11.27	9.37	12.74	12.21
YDR496C	70.47	51.55	81.56	67.74	88.43	94.55
YDR497C	197.32	192.71	162.56	230.36	233.25	175.29
YDR498C	40.75	37.18	38.23	38.06	37.26	31.63
YDR499W	13.56	11.42	15.85	13.98	19.27	16.96
YDR500C	2735.26	2719.72	2750.88	2925.98	2691.63	3080.04
YDR501W	11.7	12.61	12.04	12.45	13.13	8.0
YDR502C	157.95	161.6	154.02	134.32	128.76	117.09
YDR503C	32.39	33.31	27.52	34.41	40.67	37.02
YDR504C	12.02	19.78	12.92	15.87	24.88	25.85
YDR505C	13.88	11.36	12.14	13.93	15.45	12.09
YDR506C	7.49	8.77	6.76	8.84	8.29	7.24
YDR507C	24.63	22.4	30.25	26.47	30.96	24.11
YDR508C	207.88	216.22	194.89	202.42	195.79	150.53
YDR510W	366.87	381.09	456.34	401.78	350.91	450.04
YDR511W	44.42	40.56	38.32	39.83	37.92	44.82
YDR512C	39.93	38.43	42.86	50.53	57.77	55.1
YDR513W	172.98	180.52	189.89	216.89	230.11	234.45
YDR514C	18.96	20.11	20.47	19.95	31.09	21.83
YDR515W	13.14	6.64	16.07	13.39	20.27	22.2
YDR516C	51.07	52.34	48.39	58.89	51.86	48.6
YDR517W	91.03	87.45	92.63	107.26	96.07	97.72
YDR518W	55.12	49.37	54.45	50.32	48.53	40.49
YDR519W	174.36	164.65	150.52	163.13	170.76	153.73
YDR520C	20.57	18.83	18.16	24.64	27.67	19.85
YDR522C	3.38	4.06	4.67	4.05	6.49	5.03
YDR523C	0.66	1.06	0.83	1.79	1.01	0.87
YDR524C	27.9	24.02	27.07	32.93	35.27	29.88
YDR524C-B	10136.55	12299.99	7413.8	8531.46	9365.21	8276.34
YDR524W-C	5904.31	6488.33	5523.43	6156.89	7136.96	6251.25
YDR525W	0.32	1.84	2.04	3.11	5.66	0.69
YDR525W-A	40.9	45.04	38.44	38.9	50.0	33.04
YDR527W	45.78	40.03	50.69	51.83	59.72	47.3
YDR528W	28.17	26.52	28.46	44.59	46.57	38.32
YDR529C	131.59	122.18	131.91	132.74	146.92	134.24
YDR530C	34.89	29.53	31.38	35.41	30.48	27.52
YDR531W	97.74	85.81	97.41	129.65	141.61	112.13
YDR532C	11.58	7.07	15.91	11.44	13.4	15.39
YDR533C	64.92	59.35	53.34	60.02	65.84	56.54
YDR534C	36.42	19.92	11.74	20.46	10.07	18.31
YDR536W	5.08	4.81	5.16	8.14	6.61	4.61
YDR538W	33.94	36.64	33.07	34.71	33.05	25.81
YDR539W	47.11	43.44	39.28	41.81	35.99	32.98
YDR540C	6.74	6.27	8.27	5.97	8.96	11.45
YDR541C	31.22	26.72	28.34	45.05	43.58	37.8
YDR542W	0.0	0.0	0.21	0.85	0.33	0.54
YDR545W	0.99	1.25	1.48	1.53	1.12	0.62
YEL001C	277.04	247.66	224.52	231.84	252.99	229.18
YEL002C	174.52	155.02	172.38	194.61	174.72	173.58
YEL003W	73.01	57.02	82.53	46.8	77.59	87.17
YEL004W	20.27	17.51	17.59	22.25	22.18	17.8
YEL005C	18.92	13.15	15.53	15.8	19.21	17.65
YEL006W	72.76	65.96	65.0	69.47	74.0	59.54
YEL007W	57.75	55.52	59.74	70.37	64.46	44.18
YEL008W	2.51	6.68	4.92	6.5	6.29	6.26
YEL009C	1131.26	1146.05	1157.63	1259.03	1225.02	1214.0
YEL009C-A	2.08	2.25	2.58	3.8	0.77	0.7
YEL011W	13.82	11.23	13.69	20.52	18.37	16.01
YEL012W	20.76	22.57	24.27	30.98	37.26	33.22
YEL013W	64.35	56.48	61.91	78.51	73.89	62.81
YEL014C	15.5	17.5	18.51	20.09	27.07	22.84
YEL015W	67.34	54.45	72.52	68.64	91.76	75.39
YEL016C	36.42	39.97	36.5	41.73	41.17	32.0
YEL017C-A	1347.81	989.74	1175.7	1253.59	1309.71	1267.16
YEL017W	60.94	65.47	60.25	76.0	67.71	63.92
YEL018W	31.57	28.42	35.1	29.81	39.58	37.19
YEL019C	10.99	12.2	11.93	11.98	9.34	6.02
YEL020C	23.01	21.2	18.96	22.05	21.72	19.24
YEL020W-A	81.4	68.14	78.6	63.3	95.57	97.26
YEL021W	0.0	0.0	0.0	0.0	0.0	0.0
YEL022W	24.7	20.62	29.66	30.48	30.17	26.25
YEL023C	10.18	9.3	8.69	10.97	12.6	11.4
YEL024W	44.41	52.1	38.77	53.63	60.88	54.05
YEL025C	22.98	24.05	22.72	29.22	25.96	17.22
YEL026W	635.98	615.83	763.86	700.45	556.05	709.55
YEL027W	1231.27	1302.21	1215.41	1376.13	1197.76	1263.81
YEL028W	16.16	9.3	16.16	15.93	17.69	14.44
YEL029C	42.99	41.43	44.04	55.64	54.76	51.94
YEL030W	8.42	8.18	7.18	8.29	10.47	7.95
YEL031W	114.69	133.47	134.83	187.04	147.9	123.37
YEL032W	33.2	33.15	33.49	47.36	40.61	31.0
YEL033W	631.89	616.94	508.83	530.44	565.46	501.18
YEL034W	1869.25	1970.0	1788.66	1874.36	1643.98	1609.11
YEL035C	0.64	0.82	1.06	0.83	0.84	0.91
YEL036C	79.27	86.22	65.11	101.44	96.0	74.13
YEL037C	139.48	145.5	116.62	161.31	163.03	145.17
YEL038W	98.2	98.21	94.08	109.04	110.2	110.32
YEL039C	4.02	1.78	4.15	6.01	7.6	7.11
YEL040W	385.33	338.84	344.29	451.7	450.91	403.87
YEL041W	7.72	7.12	8.29	10.13	7.94	8.61
YEL042W	92.9	109.36	103.38	117.51	87.29	93.37
YEL043W	28.49	25.43	28.58	35.5	29.89	22.43
YEL044W	96.62	82.4	89.86	96.39	113.13	101.17
YEL046C	407.71	412.15	352.2	512.8	434.74	344.07
YEL047C	91.79	91.45	95.52	100.99	83.46	84.89
YEL048C	68.54	75.95	74.4	87.39	91.52	73.31
YEL049W	3.5	3.64	4.75	3.97	3.73	4.68
YEL050C	51.53	52.47	38.24	56.4	54.04	48.07
YEL051W	306.24	277.11	338.78	285.43	321.26	339.33
YEL052W	48.4	47.01	47.84	59.51	58.89	52.45
YEL053C	23.69	19.49	25.43	24.46	24.82	20.5
YEL054C	2088.86	2170.71	1932.45	1856.83	1802.18	1907.51
YEL055C	41.41	45.95	53.03	55.41	49.25	46.64
YEL056W	54.56	51.78	56.71	69.77	75.98	70.35
YEL057C	5.67	7.19	8.44	8.63	8.58	6.39
YEL058W	116.27	116.55	112.29	149.03	143.17	130.87
YEL059C-A	13.42	13.31	16.03	22.94	21.36	24.5
YEL059W	3.07	2.94	3.38	7.96	7.71	3.65
YEL060C	36.59	43.21	38.13	64.82	51.65	50.24
YEL061C	10.4	5.87	14.04	10.28	11.71	14.57
YEL062W	17.56	11.21	16.11	22.89	18.75	16.43
YEL063C	55.4	55.22	46.56	78.89	64.58	50.02
YEL064C	16.75	14.4	14.18	18.03	16.75	15.3
YEL065W	258.1	202.26	192.86	277.31	266.87	203.9
YEL066W	52.01	52.39	57.51	47.63	45.36	57.96
YEL067C	11.18	10.36	6.8	11.16	9.64	7.68
YEL068C	40.0	36.82	42.86	41.04	38.04	55.85
YEL069C	0.93	0.95	0.62	0.48	0.87	0.89
YEL070W	1.37	0.54	0.94	1.15	0.0	0.64
YEL071W	299.47	296.21	269.51	281.67	269.53	221.54
YEL072W	17.76	14.51	19.43	16.96	22.61	13.38
YEL073C	6.85	5.94	6.45	7.6	4.48	5.58
YEL075C	1.14	0.94	0.0	1.8	0.41	0.23
YEL076C	1.58	1.72	2.78	2.43	2.27	0.93
YEL076C-A	0.03	0.05	0.06	0.23	0.0	0.0
YEL077C	2.39	2.42	3.33	3.68	2.62	2.78
YER001W	51.7	45.56	54.3	68.57	67.95	51.74
YER002W	67.5	65.15	94.23	57.65	102.57	98.79
YER003C	203.88	232.06	218.35	241.89	219.16	209.08
YER004W	144.88	165.25	144.23	198.46	195.88	177.92
YER005W	44.68	38.71	45.65	53.9	50.7	42.57
YER006W	145.35	139.2	158.36	153.68	161.45	145.92
YER007C-A	157.43	153.18	153.28	152.25	162.35	154.43
YER007W	17.2	14.22	15.95	16.38	19.98	16.28
YER008C	17.89	14.34	19.92	21.53	22.22	19.03
YER009W	979.16	875.97	1010.26	883.47	870.83	946.21
YER010C	62.23	54.24	58.0	68.34	76.71	74.55
YER011W	97.8	107.51	99.87	27.49	20.6	24.01
YER012W	184.1	139.64	203.9	217.34	236.41	233.49
YER013W	14.37	10.23	13.38	15.54	17.7	14.78
YER014C-A	7.75	7.35	0.85	0.55	0.65	2.46
YER014W	24.8	25.4	29.66	28.86	28.16	24.21
YER015W	8.17	6.99	6.84	9.12	7.64	6.24
YER016W	58.25	51.84	58.52	60.68	81.94	69.56
YER017C	36.89	36.19	37.61	56.42	47.82	42.23
YER018C	50.65	50.72	43.9	46.72	38.5	48.56
YER019C-A	516.15	392.0	457.33	488.69	499.3	585.23
YER019W	59.17	58.83	57.27	73.38	69.41	67.41
YER020W	30.33	30.54	28.93	40.4	36.1	29.95
YER021W	183.22	170.16	183.6	262.56	289.76	229.75
YER022W	24.16	15.29	22.92	20.0	31.64	27.78
YER023W	275.26	290.89	300.98	276.18	268.42	268.75
YER024W	11.22	10.83	10.79	13.62	14.26	10.58
YER025W	239.42	255.71	242.23	257.99	259.13	215.9
YER026C	203.49	192.71	192.16	293.71	295.05	275.62
YER027C	49.9	42.78	48.21	66.79	54.36	52.17
YER028C	14.52	15.49	16.65	18.81	19.37	17.97
YER029C	41.72	36.0	46.93	34.73	52.21	54.42
YER030W	54.02	60.2	92.7	44.43	78.92	106.18
YER031C	215.36	204.93	219.94	239.0	240.92	232.13
YER032W	14.71	14.46	18.17	19.04	19.37	12.84
YER033C	3.47	3.36	4.52	5.6	4.5	3.64
YER034W	24.57	23.73	24.01	28.91	31.11	26.27
YER035W	35.27	30.08	29.57	40.19	32.73	30.95
YER036C	288.58	302.76	293.96	336.89	302.03	266.65
YER037W	23.32	19.39	24.35	22.95	26.11	19.81
YER038C	13.93	14.15	14.76	18.55	18.25	13.57
YER038W-A	2.19	0.79	0.0	0.0	0.0	3.03
YER039C	8.34	9.36	11.77	10.32	11.28	6.81
YER039C-A	9.5	6.37	9.06	9.23	9.33	9.14
YER040W	13.72	10.07	16.11	15.65	16.11	13.72
YER041W	16.35	13.21	16.17	20.15	19.48	15.42
YER042W	78.72	78.05	96.15	109.14	109.16	116.28
YER043C	480.13	528.35	423.23	475.86	394.0	356.0
YER044C	131.37	123.89	134.16	95.71	86.42	76.76
YER044C-A	3.44	3.21	4.49	3.77	4.33	2.69
YER045C	10.77	11.45	12.67	10.61	12.02	10.45
YER046W	24.65	22.92	28.58	24.2	27.36	27.42
YER047C	13.44	9.37	11.41	13.54	14.51	10.86
YER048C	74.79	70.2	104.38	62.41	84.13	84.82
YER048W-A	139.08	112.82	132.74	132.31	140.97	142.05
YER049W	129.68	123.57	122.53	139.84	151.09	122.14
YER050C	57.66	47.45	71.06	61.0	90.23	85.14
YER051W	23.6	18.97	17.46	24.01	24.05	21.52
YER052C	101.67	97.14	90.55	156.64	130.47	115.07
YER053C	15.53	17.75	17.82	19.16	19.36	20.96
YER053C-A	12.23	13.4	15.44	20.38	18.88	8.88
YER054C	3.49	3.28	2.51	3.07	3.56	2.5
YER055C	547.81	527.59	515.96	634.48	632.47	521.96
YER056C	330.78	319.41	275.52	388.99	371.91	271.36
YER056C-A	1615.05	1616.6	1539.91	1524.1	1381.47	1508.08
YER057C	293.29	248.27	270.08	249.06	225.24	230.24
YER058W	14.02	12.5	17.28	11.72	15.37	23.36
YER059W	21.43	18.0	28.3	22.41	29.81	28.88
YER060W	27.72	32.72	28.78	28.34	21.78	20.48
YER060W-A	8.47	6.66	7.13	7.66	7.43	6.06
YER061C	26.65	20.62	20.97	22.97	24.02	16.69
YER062C	65.18	69.47	83.56	85.72	90.28	76.05
YER063W	98.58	107.35	101.23	93.59	95.71	92.23
YER064C	100.13	101.54	99.26	153.34	131.89	101.44
YER065C	34.15	32.74	31.43	40.75	39.85	25.96
YER066W	9.9	8.28	13.29	14.06	14.93	12.14
YER067W	21.09	22.12	20.66	18.37	25.04	23.73
YER068W	33.53	30.43	37.1	40.42	37.23	29.41
YER069W	21.61	22.68	22.0	30.99	26.13	22.03
YER070W	196.5	195.3	181.83	287.86	245.06	195.99
YER071C	58.78	43.26	48.44	41.16	58.01	55.12
YER072W	535.93	592.61	679.92	617.24	478.83	347.32
YER073W	155.82	146.59	136.44	230.68	241.73	214.41
YER074W	3745.02	3805.98	3926.39	3320.37	3515.12	3567.73
YER074W-A	187.95	140.88	179.93	199.25	239.26	223.38
YER075C	14.44	14.11	15.39	17.71	17.21	14.57
YER076C	14.12	16.04	16.11	18.57	19.12	19.04
YER077C	18.5	18.44	21.25	19.26	21.68	17.25
YER078C	23.22	22.2	24.2	31.83	29.95	25.86
YER078W-A	1.24	2.38	1.32	4.22	0.0	1.33
YER079W	20.35	15.12	20.74	15.66	24.15	16.05
YER080W	53.13	50.38	59.96	57.3	62.27	59.97
YER081W	36.21	31.23	37.89	60.74	63.73	60.39
YER082C	44.76	37.79	53.98	42.49	51.97	47.53
YER083C	76.78	66.74	76.75	103.45	79.62	89.58
YER084W	1.92	1.05	0.78	2.93	1.62	1.03
YER085C	0.2	0.2	0.29	1.59	0.4	0.88
YER086W	187.18	194.29	173.31	220.13	193.6	171.84
YER087C-B	315.84	266.95	298.68	322.49	314.79	291.53
YER087W	17.93	17.97	17.59	18.77	22.04	14.92
YER088C	37.88	38.22	43.55	61.56	42.72	41.35
YER089C	53.9	61.5	66.1	71.04	49.51	55.78
YER090W	112.19	105.44	126.38	186.76	149.34	154.65
YER091C	96.46	106.54	84.33	86.51	70.71	59.15
YER092W	71.86	78.31	83.15	87.04	99.0	90.97
YER093C	11.7	8.88	11.71	12.4	14.43	11.78
YER093C-A	17.73	12.07	16.35	20.73	24.23	21.44
YER094C	241.32	249.81	252.93	318.58	374.84	354.0
YER095W	50.55	59.16	46.67	54.99	55.58	50.32
YER096W	3.1	2.97	3.04	3.97	4.22	2.6
YER098W	6.81	8.1	8.11	7.41	9.0	7.31
YER099C	74.34	69.65	66.19	86.07	91.98	75.41
YER100W	91.48	76.87	77.5	103.36	109.8	101.12
YER101C	15.99	14.93	14.56	21.24	20.73	16.66
YER102W	3010.23	3023.68	3144.69	2893.12	2885.1	3054.96
YER103W	22.46	25.52	22.36	39.5	43.07	28.3
YER104W	22.42	21.66	22.38	24.12	22.7	25.26
YER105C	34.92	34.2	39.25	48.06	41.68	36.44
YER106W	0.36	0.11	1.01	0.23	0.23	0.7
YER107C	69.81	63.25	75.87	81.83	77.86	76.93
YER109C	18.34	15.89	18.76	24.3	24.07	17.83
YER110C	133.24	130.07	143.04	154.06	124.45	111.69
YER111C	9.65	6.9	13.08	9.25	9.38	11.08
YER112W	67.8	46.24	70.75	45.41	65.85	65.4
YER113C	39.13	36.19	35.41	50.38	44.02	33.31
YER114C	21.57	21.71	28.35	33.46	26.46	18.47
YER115C	60.65	48.51	54.71	59.13	59.39	60.09
YER116C	23.12	17.78	22.25	19.17	26.43	19.7
YER117W	4213.29	4285.7	3866.06	3508.46	3886.51	3795.35
YER118C	77.08	61.87	76.29	75.01	81.0	74.21
YER119C	39.72	40.47	37.4	52.37	52.21	43.13
YER120W	256.61	256.66	277.52	328.51	265.3	296.29
YER121W	4.91	4.12	4.77	4.47	5.42	4.59
YER122C	120.76	110.37	129.83	135.64	162.09	133.73
YER123W	27.06	25.48	26.82	30.78	37.4	26.18
YER124C	193.7	172.83	215.14	270.95	304.66	245.35
YER125W	30.69	33.15	32.83	42.18	36.56	29.67
YER126C	98.79	78.42	107.12	90.56	129.21	118.04
YER127W	57.77	53.74	63.75	64.37	90.96	71.75
YER128W	16.3	11.76	16.23	12.61	11.02	9.0
YER129W	22.13	20.42	21.86	22.99	29.22	18.72
YER130C	43.42	32.89	32.76	41.65	49.36	38.53
YER131W	1503.07	1259.87	1588.77	1291.42	1375.56	1545.27
YER132C	6.07	5.74	7.48	7.21	7.32	5.8
YER133W	206.56	138.3	196.32	152.84	237.35	200.52
YER134C	63.17	58.84	54.94	60.43	68.12	63.09
YER135C	0.0	1.04	1.53	2.63	1.33	0.43
YER136W	127.65	111.65	136.26	138.67	140.38	124.14
YER137C	8.58	10.06	17.02	9.5	15.93	16.45
YER137C-A	0.0	0.0	0.0	0.0	0.0	0.0
YER138C	0.0	0.0	0.0	0.0	0.0	0.0
YER138W-A	33.89	18.05	25.95	15.55	23.12	15.61
YER139C	23.51	16.94	26.33	20.4	25.58	19.66
YER140W	20.91	22.09	23.27	23.66	26.08	20.45
YER141W	61.65	65.0	58.42	74.92	71.05	63.28
YER142C	17.68	16.94	19.6	25.89	32.82	33.54
YER143W	40.97	39.84	41.69	66.32	70.58	51.42
YER144C	23.83	21.38	20.63	31.64	28.88	17.91
YER145C	396.01	425.06	344.35	421.69	426.8	328.47
YER145C-A	61.26	52.33	65.06	71.16	71.72	64.58
YER146W	272.12	304.25	220.93	205.39	239.73	225.11
YER147C	23.04	22.04	22.43	27.41	28.21	22.08
YER148W	231.49	190.12	239.26	210.54	254.87	254.11
YER149C	35.49	33.11	40.35	35.99	45.89	41.12
YER150W	25.75	27.43	24.27	32.68	30.68	27.54
YER151C	36.25	33.23	36.24	45.16	45.6	40.37
YER152C	88.55	82.47	85.13	99.18	86.9	86.23
YER153C	19.98	29.27	22.58	28.59	23.22	17.91
YER154W	64.0	68.39	59.98	73.25	68.32	57.06
YER155C	21.2	20.21	32.0	27.47	27.38	25.44
YER156C	124.39	130.65	115.87	139.9	129.81	139.18
YER157W	31.85	29.76	30.31	29.25	35.64	27.59
YER158C	7.62	7.25	5.35	8.64	9.16	6.54
YER159C	59.56	59.0	77.9	65.85	93.13	88.66
YER159C-A	0.0	0.0	0.0	0.0	0.0	0.0
YER160C	2.22	1.73	2.9	2.16	2.05	1.22
YER161C	31.15	29.45	28.5	32.69	39.71	33.38
YER162C	9.26	8.6	8.31	11.52	13.71	9.52
YER163C	52.91	49.54	61.1	64.13	69.5	68.76
YER164W	15.15	18.51	19.83	19.72	15.37	14.28
YER165W	257.58	302.42	308.07	353.2	233.1	275.29
YER166W	17.86	19.05	25.23	28.25	23.24	21.06
YER167W	20.63	18.07	20.93	27.08	24.95	20.18
YER168C	47.99	46.13	44.72	55.0	61.04	40.05
YER169W	23.78	22.62	22.5	27.71	27.24	17.89
YER170W	28.37	27.65	29.69	34.51	40.48	36.02
YER171W	34.09	32.1	34.91	39.33	42.76	34.25
YER172C	9.45	11.37	13.77	14.17	13.79	13.68
YER173W	19.14	17.19	17.37	23.46	29.9	21.0
YER174C	63.53	52.9	58.05	55.63	58.24	60.2
YER175C	24.33	23.1	20.42	25.75	23.08	20.06
YER175W-A	24.82	10.11	18.86	21.11	31.69	17.92
YER176W	26.16	21.82	25.53	31.74	37.61	25.77
YER177W	1291.92	1335.22	1323.94	1310.37	1392.13	1390.64
YER178W	364.72	383.25	373.85	458.79	336.21	379.49
YER179W	5.8	6.49	7.52	3.87	6.23	6.32
YER180C	43.55	37.64	43.95	42.19	48.7	44.57
YER180C-A	28.82	27.24	29.56	27.62	31.9	27.57
YER181C	0.33	0.0	0.23	0.32	0.0	0.17
YER182W	15.66	19.93	20.9	24.19	23.29	25.13
YER183C	72.91	65.37	71.11	89.24	87.04	85.75
YER184C	7.16	6.16	8.22	7.93	8.6	7.97
YER185W	3.9	3.52	4.18	5.4	3.84	4.37
YER186C	58.35	52.57	50.52	61.04	63.65	56.2
YER187W	6.0	5.75	2.83	8.99	7.36	7.22
YER188C-A	1.76	0.0	1.24	0.68	1.38	2.44
YER188W	8.22	7.59	8.13	15.68	11.45	8.87
YER189W	1.14	0.94	2.41	1.8	0.41	0.23
YER190C-B	0.0	0.0	0.0	0.0	0.0	0.0
YER190W	0.11	0.11	0.05	0.07	0.05	0.0
YFL001W	39.2	32.34	33.87	38.42	46.75	41.18
YFL002C	34.93	30.06	32.32	35.46	40.81	34.43
YFL002W-A	0.31	0.16	0.33	0.37	0.3	0.16
YFL002W-B	1.09	0.91	1.89	0.87	1.26	0.72
YFL003C	2.39	1.66	2.07	2.32	2.88	2.36
YFL004W	106.8	95.05	117.03	97.47	104.13	69.78
YFL005W	182.77	181.73	173.01	209.54	212.1	200.98
YFL007W	22.0	22.75	29.68	35.01	28.99	27.98
YFL008W	10.21	7.78	16.11	10.85	12.82	15.75
YFL009W	41.87	41.28	39.99	57.45	51.46	42.17
YFL010C	153.83	148.71	156.04	136.24	122.96	121.44
YFL010W-A	142.25	142.13	137.21	116.72	140.02	120.45
YFL011W	0.33	0.44	0.37	0.64	1.36	0.85
YFL012W	3.1	2.51	2.53	3.01	4.68	3.44
YFL013C	22.05	19.48	23.97	25.54	30.28	24.53
YFL014W	28.82	24.56	9.96	60.38	84.93	60.45
YFL015C	0.0	0.41	0.15	0.63	0.42	1.15
YFL016C	62.75	51.16	47.85	63.81	72.81	54.47
YFL017C	94.08	75.9	93.23	68.96	80.83	85.16
YFL017W-A	90.03	80.33	86.02	103.97	98.07	118.22
YFL018C	128.71	136.07	129.76	163.32	139.85	144.7
YFL019C	0.6	0.29	2.33	1.16	1.47	2.24
YFL020C	5.75	4.96	3.86	6.7	5.93	4.46
YFL021W	23.69	29.97	22.8	35.06	30.15	27.12
YFL022C	217.76	229.31	216.83	244.47	198.34	189.61
YFL023W	18.91	18.57	21.44	21.03	28.0	24.6
YFL024C	20.88	17.77	21.9	26.39	27.1	21.15
YFL025C	19.4	16.47	18.12	23.51	22.66	16.76
YFL026W	380.49	311.33	381.48	547.09	532.24	446.62
YFL027C	30.98	29.08	28.67	39.99	42.34	32.24
YFL028C	49.95	45.04	49.33	60.0	61.73	61.25
YFL029C	28.03	22.85	28.17	35.03	37.23	30.14
YFL030W	10.18	10.57	9.38	11.26	10.83	9.79
YFL031W	447.75	480.86	466.45	497.15	375.59	396.51
YFL033C	7.51	8.12	8.96	13.0	11.04	8.27
YFL034C-A	452.03	422.32	434.52	403.04	427.1	375.43
YFL034C-B	34.2	31.47	31.41	48.64	47.44	42.18
YFL034W	15.37	15.74	15.21	18.58	18.61	13.11
YFL036W	13.91	14.65	13.82	17.9	17.86	12.89
YFL037W	293.38	316.78	289.1	306.46	291.14	261.21
YFL038C	354.73	350.83	342.49	362.24	410.41	388.82
YFL039C	1193.25	1379.21	1390.16	1375.22	1080.6	1213.37
YFL040W	4.28	2.24	3.12	2.4	2.76	2.43
YFL041W	42.46	40.37	40.28	59.5	53.69	47.93
YFL041W-A	11.83	10.31	11.41	13.07	10.04	15.25
YFL042C	15.82	16.25	16.91	21.01	19.23	16.26
YFL044C	39.3	38.13	39.82	58.22	55.68	48.02
YFL045C	933.84	990.87	906.53	748.57	757.79	759.16
YFL046W	34.22	28.85	39.51	37.77	47.3	41.66
YFL047W	39.15	33.65	31.01	48.44	48.96	39.41
YFL048C	96.41	81.33	102.77	109.84	121.66	108.79
YFL049W	24.53	19.68	21.73	23.84	30.02	22.27
YFL050C	8.19	7.24	8.26	12.06	8.99	8.26
YFL051C	1.77	0.85	0.78	1.72	1.74	1.06
YFL052W	1.01	0.89	1.31	1.96	1.52	1.08
YFL053W	3.12	2.64	2.29	2.73	1.8	1.93
YFL054C	7.83	7.94	8.3	9.73	10.55	8.26
YFL055W	3.49	5.09	4.53	6.04	6.8	5.95
YFL056C	22.36	27.98	22.28	36.99	34.86	36.96
YFL058W	0.0	0.0	0.23	0.38	0.34	0.59
YFL059W	12.2	13.68	11.31	17.32	14.93	14.33
YFL060C	4.4	9.55	3.5	13.32	7.24	9.14
YFL061W	10.78	5.01	3.32	4.66	5.14	1.62
YFL062W	0.0	0.0	0.0	0.25	0.73	0.0
YFL064C	0.31	0.69	0.0	3.26	1.45	1.42
YFL065C	0.68	0.65	2.41	4.98	0.67	2.01
YFL066C	0.0	0.22	0.0	0.76	0.24	0.47
YFL067W	1.24	1.46	1.07	8.16	6.05	5.71
YFL068W	0.0	0.0	0.0	0.0	0.0	0.0
YFR001W	71.17	57.03	87.43	40.35	59.97	69.12
YFR002W	42.89	36.48	51.27	56.91	65.9	51.41
YFR003C	62.92	48.74	51.25	61.16	68.75	71.2
YFR004W	143.77	134.79	125.32	188.36	231.23	185.78
YFR005C	53.56	50.57	47.63	64.48	69.75	57.67
YFR006W	76.49	86.32	77.77	105.94	110.18	91.37
YFR007W	16.89	15.02	13.45	23.05	19.29	20.19
YFR008W	17.74	14.38	13.23	19.75	18.7	19.32
YFR009W	108.77	100.17	114.19	131.29	132.22	107.66
YFR010W	85.57	78.36	88.43	104.52	133.11	109.99
YFR011C	42.72	34.16	53.48	55.5	71.65	77.68
YFR012W	4.05	4.73	3.49	4.11	4.33	3.01
YFR012W-A	2.23	2.14	3.15	2.17	3.28	4.77
YFR013W	32.37	28.56	31.2	33.79	35.77	26.73
YFR014C	28.92	23.54	28.83	27.08	27.13	27.25
YFR015C	8.68	11.26	8.63	13.25	11.89	10.52
YFR016C	10.62	9.3	17.8	10.95	12.25	16.77
YFR017C	8.75	6.29	6.57	8.51	5.37	9.65
YFR018C	53.66	59.22	53.54	64.28	53.88	56.39
YFR019W	7.66	6.42	9.82	9.0	8.05	6.94
YFR020W	24.61	19.76	23.92	32.14	31.58	25.99
YFR021W	21.21	22.68	23.5	30.21	27.07	22.45
YFR022W	9.97	10.45	11.82	13.86	11.2	10.87
YFR023W	0.59	0.85	0.5	0.8	1.1	0.76
YFR024C-A	126.55	125.91	112.49	159.7	159.4	136.69
YFR025C	51.97	43.25	56.06	57.18	60.11	57.42
YFR026C	10.06	10.45	13.93	14.26	14.62	13.23
YFR027W	13.76	12.34	13.6	17.09	20.65	15.74
YFR028C	76.12	72.16	71.82	83.92	93.76	71.39
YFR029W	14.56	12.63	15.68	20.63	16.81	12.66
YFR030W	23.49	27.46	24.77	31.55	25.42	21.04
YFR031C	12.02	9.3	15.14	12.47	15.34	17.2
YFR031C-A	2039.77	1959.98	1980.58	1898.11	1796.4	1851.67
YFR032C	0.99	1.31	1.4	3.61	2.07	2.78
YFR032C-A	5036.35	4580.37	4438.79	4127.09	4381.14	5011.4
YFR032C-B	18.27	11.8	15.72	19.3	22.62	17.84
YFR033C	88.32	107.68	96.87	80.24	114.11	111.79
YFR034C	70.81	78.24	52.09	61.56	64.7	51.14
YFR035C	7.8	8.76	7.78	6.58	6.05	7.33
YFR035W-A	32.02	31.62	56.01	59.37	52.54	59.82
YFR036W	19.8	14.1	18.6	20.07	15.56	24.36
YFR037C	116.39	116.61	95.47	120.37	128.85	101.65
YFR038W	29.88	32.26	31.74	35.52	42.44	29.14
YFR039C	42.72	38.78	41.35	43.99	49.88	40.58
YFR040W	21.62	19.31	24.51	24.67	26.78	19.59
YFR041C	40.94	39.48	41.13	32.11	42.96	39.17
