gene_id	SRR1944924.genes.results	SRR1944925.genes.results	SRR1944926.genes.results	SRR1944927.genes.results	SRR1944928.genes.results	SRR1944929.genes.results
YDR204W	55.38	58.81	47.39	59.05	56.47	56.06
YDR205W	24.91	23.93	22.01	30.38	26.09	24.32
YDR206W	72.82	63.3	69.98	71.49	84.06	61.74
YDR207C	23.58	18.74	19.48	23.48	24.91	17.25
YDR208W	48.18	50.98	54.31	60.18	61.8	53.42
YDR209C	283.29	237.87	292.79	274.41	323.8	300.54
YDR210C-C	0.55	0.52	1.42	0.01	0.85	0.69
YDR210C-D	0.44	0.24	0.67	0.71	0.38	0.07
YDR210W	0.0	0.0	1.18	21.06	0.0	16.35
YDR210W-A	0.6	0.58	0.12	1.52	0.36	1.23
YDR210W-B	0.34	0.44	0.5	0.35	0.32	0.28
YDR211W	111.51	93.92	106.95	128.76	156.59	132.89
YDR212W	194.3	190.22	212.47	239.42	236.4	243.18
YDR213W	29.09	24.9	28.71	25.13	26.62	19.18
YDR214W	205.07	232.77	248.31	221.12	206.84	194.36
YDR215C	5.91	4.17	1.97	4.8	3.26	1.87
YDR216W	8.39	10.02	8.21	17.82	15.43	13.89
YDR217C	14.05	11.25	15.55	12.95	19.58	16.25
YDR218C	0.93	1.18	1.3	0.56	2.45	1.46
YDR219C	28.7	24.28	29.33	25.57	38.69	30.66
YDR221W	27.93	31.55	34.65	35.35	28.74	28.41
YDR222W	43.46	40.35	43.08	35.96	38.9	39.59
YDR223W	11.49	14.06	13.45	16.38	13.44	10.86
YDR224C	1341.24	1280.58	1399.98	1332.43	1399.31	1658.63
YDR225W	2117.94	1986.18	2061.67	2198.86	2311.45	2396.11
YDR226W	1201.5	1117.63	1130.08	1080.53	1104.07	1179.44
YDR227W	12.74	11.68	16.4	13.43	14.32	17.36
YDR228C	32.27	29.06	31.22	33.2	38.66	33.32
YDR229W	38.02	30.08	32.8	31.66	45.21	38.14
YDR231C	36.56	40.89	32.92	46.4	53.64	47.36
YDR232W	86.81	87.34	84.74	89.24	82.47	76.44
YDR233C	509.83	499.56	511.32	486.0	415.67	460.46
YDR234W	93.58	101.51	82.3	109.25	96.07	87.5
YDR235W	33.24	27.94	35.66	32.98	44.21	42.2
YDR236C	87.84	63.91	73.12	72.63	74.83	65.65
YDR237W	53.76	56.8	50.4	51.28	57.58	52.6
YDR238C	121.62	115.67	131.59	130.42	127.06	116.59
YDR239C	20.7	18.24	22.13	21.54	24.33	20.23
YDR240C	36.63	24.66	30.66	33.77	38.36	34.18
YDR242W	21.24	22.04	22.75	23.21	21.38	20.89
YDR243C	21.63	21.38	22.56	22.9	24.86	20.08
YDR244W	28.43	27.32	28.61	28.5	31.37	27.06
YDR245W	172.15	154.61	166.35	177.48	194.61	172.62
YDR246W	37.82	29.83	44.98	55.31	46.16	57.73
YDR246W-A	5.61	6.57	5.69	2.83	2.38	2.72
YDR247W	8.04	6.08	8.84	7.48	7.84	8.57
YDR248C	57.28	50.85	51.21	31.8	46.29	44.03
YDR249C	29.63	25.72	27.05	33.81	36.23	32.91
YDR251W	40.01	35.11	41.24	41.3	39.92	31.83
YDR252W	22.36	13.19	22.76	28.14	28.68	24.72
YDR253C	34.9	28.49	26.26	36.42	33.46	31.46
YDR254W	22.95	20.81	24.42	22.32	27.67	24.84
YDR255C	21.22	17.96	22.91	18.34	21.2	21.46
YDR256C	24.67	25.84	24.96	27.81	27.94	24.11
YDR257C	63.87	62.41	58.66	57.72	69.26	62.01
YDR258C	57.95	59.8	55.33	81.87	93.59	69.92
YDR259C	6.02	5.01	6.15	4.85	4.76	4.78
YDR260C	59.52	58.99	52.46	63.03	59.59	56.44
YDR261C	62.43	59.02	68.72	78.21	64.51	59.19
YDR261C-C	0.0	0.0	0.0	0.0	0.0	0.0
YDR261C-D	2.43	1.6	3.85	1.24	2.2	3.08
YDR261W-A	0.19	0.0	0.29	0.09	0.34	0.0
YDR261W-B	1.2	0.94	1.19	0.9	0.76	0.81
YDR262W	82.96	73.72	72.28	82.77	81.46	90.9
YDR263C	9.43	9.04	13.67	15.56	12.17	15.1
YDR264C	167.69	148.66	152.22	171.4	160.58	135.66
YDR265W	52.22	37.08	45.21	48.39	52.33	44.26
YDR266C	49.62	44.09	54.01	45.28	59.14	46.58
YDR267C	64.5	53.12	58.55	52.39	64.33	57.04
YDR268W	32.95	27.63	36.95	34.33	34.89	37.6
YDR270W	30.62	28.97	25.96	39.77	34.41	29.53
YDR272W	89.32	75.31	106.64	67.81	93.83	92.75
YDR273W	7.03	6.4	9.46	5.96	6.47	8.2
YDR274C	25.53	34.73	21.82	26.97	28.27	26.18
YDR275W	40.25	35.42	41.46	45.93	50.43	41.83
YDR276C	835.04	629.89	780.26	722.6	740.65	748.7
YDR277C	9.76	8.39	9.55	10.52	8.53	7.91
YDR279W	48.57	37.27	48.7	32.85	37.63	43.05
YDR280W	97.16	87.68	97.06	106.14	135.8	127.49
YDR281C	39.73	40.03	39.03	16.95	22.01	9.07
YDR282C	17.47	15.63	17.89	14.15	19.25	17.92
YDR283C	11.68	12.95	17.73	16.17	16.17	16.82
YDR284C	102.91	87.86	95.61	121.19	130.91	132.55
YDR285W	2.8	2.69	4.01	3.19	4.72	3.53
YDR286C	38.61	32.38	39.39	45.54	43.85	50.05
YDR287W	33.26	34.3	29.01	31.44	33.24	34.85
YDR288W	38.52	33.76	42.96	38.12	52.38	41.03
YDR289C	24.39	20.01	30.98	19.94	33.99	33.42
YDR291W	23.05	23.89	21.81	30.31	30.22	23.61
YDR292C	90.2	77.69	89.7	73.26	91.83	77.32
YDR293C	36.76	37.02	42.19	53.86	43.18	37.73
YDR294C	82.44	81.23	82.23	117.54	102.65	96.88
YDR295C	19.21	11.64	19.07	16.34	22.82	23.06
YDR296W	65.89	53.82	66.29	63.52	69.68	65.15
YDR297W	151.84	138.15	126.65	122.59	124.84	101.7
YDR298C	184.42	220.82	181.01	185.51	212.88	212.84
YDR299W	51.03	47.9	65.57	50.46	76.66	79.9
YDR300C	97.75	85.79	105.6	95.58	110.29	101.92
YDR301W	15.69	15.82	18.1	22.29	18.22	14.6
YDR302W	81.54	64.19	76.26	73.92	89.69	88.58
YDR303C	40.6	37.45	40.5	40.99	45.57	39.86
YDR304C	377.31	341.08	395.58	387.84	410.79	413.83
YDR305C	37.16	33.15	41.06	34.13	39.0	40.68
YDR306C	37.15	33.6	37.58	39.48	54.95	45.68
YDR307W	36.48	32.37	34.55	38.25	41.93	34.95
YDR308C	61.21	51.67	70.61	55.34	71.95	85.76
YDR309C	101.71	98.36	89.51	118.96	115.08	99.61
YDR310C	28.29	26.41	31.46	29.84	30.41	27.79
YDR311W	33.79	24.68	34.66	31.7	38.1	36.03
YDR312W	42.32	31.87	43.75	29.93	41.29	37.5
YDR313C	25.92	20.48	22.9	21.76	24.55	26.72
YDR314C	5.19	5.46	6.62	4.77	6.69	5.52
YDR315C	15.58	13.3	18.64	15.56	19.98	22.81
YDR316W	13.52	11.72	16.92	14.05	19.68	21.23
YDR316W-A	0.0	0.0	0.07	0.0	0.0	0.0
YDR316W-B	0.0	0.0	0.0	0.0	0.0	0.0
YDR317W	12.31	11.3	13.01	13.96	17.54	12.12
YDR318W	30.5	29.92	38.04	30.4	37.5	38.32
YDR319C	45.85	36.22	42.99	45.68	53.92	43.57
YDR320C	23.38	23.79	25.91	29.58	26.58	25.24
YDR320C-A	145.38	125.03	137.68	156.65	159.84	156.8
YDR321W	336.97	332.32	340.56	306.73	307.63	324.99
YDR322C-A	115.53	130.04	107.62	118.11	191.36	147.84
YDR322W	42.08	41.36	40.89	48.25	57.48	53.18
YDR323C	15.09	15.85	20.13	17.26	18.49	18.51
YDR324C	80.87	74.7	77.6	90.61	110.26	82.97
YDR325W	22.58	21.28	21.79	22.8	27.05	21.48
YDR326C	23.88	22.6	26.18	26.92	33.8	23.27
YDR328C	269.87	286.32	251.48	223.07	263.22	260.93
YDR329C	54.76	47.38	51.95	54.97	62.53	60.32
YDR330W	29.5	24.85	26.19	33.79	32.68	25.97
YDR331W	78.85	68.58	79.09	75.12	74.31	63.63
YDR332W	19.5	18.93	17.0	20.89	25.05	22.39
YDR333C	71.44	63.55	60.49	77.08	87.2	66.41
YDR334W	19.81	17.68	24.19	24.04	29.68	24.02
YDR335W	43.56	44.82	48.6	61.48	57.08	52.05
YDR336W	27.79	24.78	35.36	25.88	39.77	40.59
YDR337W	52.29	47.8	51.44	41.73	45.63	52.44
YDR338C	24.43	20.7	20.93	30.78	28.13	20.52
YDR339C	116.01	97.25	121.32	106.66	138.69	149.72
YDR341C	291.98	285.34	296.61	273.84	266.97	253.07
YDR342C	48.0	74.93	41.92	83.16	101.0	76.93
YDR343C	12.97	11.4	7.1	16.43	14.09	7.06
YDR344C	5.23	5.57	4.49	7.39	5.81	5.39
YDR345C	432.97	430.88	442.19	381.68	340.54	384.86
YDR346C	202.73	190.51	200.9	202.86	222.86	191.69
YDR347W	77.38	65.61	67.68	85.19	83.38	84.61
YDR348C	62.71	51.65	54.08	52.78	69.83	50.03
YDR349C	82.58	70.58	77.04	82.84	85.38	68.53
YDR350C	29.68	28.64	25.4	38.25	40.22	30.23
YDR351W	25.86	20.42	25.66	29.63	32.42	28.9
YDR352W	80.94	71.94	70.44	72.81	70.85	69.22
YDR353W	577.24	594.55	565.99	521.33	516.84	545.18
YDR354W	98.15	88.37	90.61	106.57	123.83	118.45
YDR356W	8.27	6.1	14.52	7.68	9.38	17.44
YDR357C	94.95	70.01	84.56	61.63	87.47	82.0
YDR358W	22.43	20.98	20.39	19.67	21.44	18.71
YDR359C	13.98	12.88	17.13	17.04	15.1	13.45
YDR361C	180.09	152.52	167.44	197.06	232.7	223.75
YDR362C	29.62	28.96	28.0	33.84	35.35	30.38
YDR363W	16.93	16.68	22.38	15.38	23.05	20.04
YDR363W-A	229.52	216.4	272.64	223.1	359.34	394.28
YDR364C	45.71	38.49	43.03	49.55	56.52	46.71
YDR365C	80.15	68.82	94.33	58.34	84.91	92.65
YDR365W-A	0.0	0.0	0.0	0.0	0.0	0.0
YDR365W-B	2.66	1.75	2.61	1.74	1.37	0.98
YDR366C	9.35	6.49	9.74	9.96	12.28	9.68
YDR367W	98.19	83.83	97.39	114.42	107.68	117.94
YDR368W	194.62	181.36	197.46	199.49	205.03	205.46
YDR369C	10.72	7.67	11.72	9.7	13.69	11.82
YDR370C	40.14	39.52	41.3	51.0	59.01	53.29
YDR371W	31.61	24.89	28.21	29.81	37.36	31.8
YDR372C	131.78	111.23	136.86	111.63	142.47	148.8
YDR373W	171.09	161.39	159.81	163.28	205.03	197.37
YDR374C	0.28	0.95	0.9	0.52	1.08	0.7
YDR374W-A	71.96	55.9	69.4	43.59	54.21	64.69
YDR375C	38.35	34.01	36.82	38.06	40.27	36.33
YDR376W	44.44	41.58	42.36	42.39	47.31	41.45
YDR377W	179.69	153.06	169.62	215.19	244.26	216.85
YDR378C	378.02	306.0	365.65	348.81	418.45	423.5
YDR379C-A	20.01	24.23	23.68	37.8	55.68	31.9
YDR379W	13.69	10.46	15.33	15.4	18.13	15.18
YDR380W	50.69	51.69	39.2	112.59	124.99	90.59
YDR381C-A	30.44	24.2	31.3	24.29	30.06	27.96
YDR381W	489.11	479.28	483.11	432.84	508.89	507.73
YDR382W	5846.95	7665.94	5051.66	3993.96	4691.03	5284.59
YDR383C	36.49	26.28	32.27	27.06	35.97	39.14
YDR384C	226.36	232.53	170.34	222.16	205.44	217.08
YDR385W	1687.12	1862.57	1655.29	1540.74	1362.79	1224.51
YDR386W	15.22	12.87	16.63	15.91	19.38	19.0
YDR387C	34.63	32.97	32.58	35.41	34.34	30.29
YDR388W	135.87	136.75	148.97	145.76	140.31	142.93
YDR389W	30.7	28.02	32.0	30.75	35.55	31.65
YDR390C	59.14	48.31	58.51	58.61	75.2	67.4
YDR391C	35.55	38.72	38.98	43.98	40.61	45.11
YDR392W	27.59	29.79	28.81	27.89	26.53	34.69
YDR393W	22.86	24.48	26.68	22.86	35.62	25.26
YDR394W	186.94	156.84	191.24	268.97	288.28	264.07
YDR395W	102.53	100.33	106.57	132.08	118.74	105.59
YDR397C	154.38	157.8	142.58	120.36	130.08	147.13
YDR398W	99.92	90.43	97.12	100.13	109.64	97.3
YDR399W	383.21	318.31	335.11	285.79	325.45	282.45
YDR400W	48.7	43.25	52.09	53.31	50.53	52.04
YDR402C	3.03	3.76	2.95	3.57	3.74	4.19
YDR403W	3.99	4.53	4.47	4.81	6.68	5.03
YDR404C	122.63	113.7	119.12	124.2	126.14	115.24
YDR405W	38.18	38.81	38.86	37.99	39.67	51.29
YDR406W	14.79	13.33	17.48	19.55	16.91	16.35
YDR407C	27.21	24.06	31.47	32.4	35.56	28.88
YDR408C	178.9	164.15	133.63	137.31	147.02	127.55
YDR409W	16.34	15.89	14.99	19.03	20.88	13.68
YDR410C	108.66	111.44	106.46	116.16	125.22	134.79
YDR411C	85.52	74.77	68.87	104.7	98.71	82.22
YDR412W	60.66	63.43	72.85	51.11	75.65	74.54
YDR414C	59.83	51.94	55.63	52.84	58.72	59.02
YDR415C	41.18	35.57	35.48	46.94	46.55	45.59
YDR416W	26.68	23.37	25.95	30.5	34.16	25.72
YDR418W	3140.59	3296.47	3082.73	2686.1	2638.67	3026.04
YDR419W	21.93	21.03	21.59	21.25	26.63	18.01
YDR420W	7.92	8.06	9.65	13.05	9.76	8.36
YDR421W	10.24	10.62	12.0	11.45	13.98	11.51
YDR422C	30.64	29.98	30.97	37.8	34.15	30.33
YDR423C	34.93	33.69	35.92	39.87	39.97	36.04
YDR424C	120.77	117.95	122.97	93.59	113.31	103.47
YDR425W	15.18	10.26	14.8	13.61	15.93	17.45
YDR427W	206.05	160.14	200.91	203.15	249.38	228.12
YDR428C	54.56	43.71	62.92	48.82	56.08	67.06
YDR429C	404.86	348.99	393.12	282.29	362.95	385.33
YDR430C	27.27	24.05	30.62	38.52	36.49	34.21
YDR432W	251.38	273.44	245.77	294.51	256.42	246.08
YDR434W	76.88	67.81	77.46	84.95	91.55	74.36
YDR435C	42.11	40.87	38.8	54.99	48.44	48.35
YDR436W	18.31	16.07	16.89	22.46	20.73	18.3
YDR437W	14.92	20.14	19.04	22.97	22.63	14.13
YDR438W	20.93	19.61	19.66	24.15	27.22	23.23
YDR439W	23.43	16.81	21.04	23.34	23.75	27.01
YDR440W	27.48	22.6	28.81	28.66	32.98	30.66
YDR441C	52.44	58.45	54.18	50.67	45.89	45.97
YDR443C	8.53	7.02	10.41	9.44	9.54	8.69
YDR444W	29.36	30.04	27.57	30.39	33.8	27.84
YDR446W	4.45	2.75	1.82	3.13	5.34	4.0
YDR447C	3736.87	3552.14	3639.28	2866.45	3153.04	3422.83
YDR448W	53.23	47.46	49.04	46.0	55.78	52.73
YDR449C	74.11	58.02	66.13	77.42	104.2	95.76
YDR450W	3837.5	3495.72	3878.54	3071.02	3541.75	3892.11
YDR451C	57.27	50.89	54.35	72.98	64.54	62.72
YDR452W	77.7	67.7	87.53	77.1	81.32	84.78
YDR453C	17.12	21.04	18.36	17.36	19.24	21.69
YDR454C	589.78	545.3	652.8	548.27	561.21	597.99
YDR456W	71.57	67.35	70.97	87.45	75.95	70.09
YDR457W	14.0	14.16	19.29	18.35	14.79	17.33
YDR458C	25.53	22.14	26.57	22.24	26.84	26.11
YDR459C	38.04	34.57	35.81	48.95	49.65	43.94
YDR460W	33.95	37.73	32.6	27.78	35.95	37.36
YDR461C-A	54.63	47.88	55.21	48.23	68.4	65.31
YDR461W	609.88	572.16	708.65	921.4	1256.96	1286.5
YDR462W	81.91	72.95	63.47	63.35	65.86	84.02
YDR463W	45.51	34.68	38.48	50.46	55.3	46.51
YDR464W	16.62	12.96	18.58	16.6	19.62	19.94
YDR465C	122.86	104.29	117.98	119.52	144.74	119.1
YDR466W	22.55	19.65	21.26	28.56	28.22	20.83
YDR468C	73.98	57.99	74.86	55.67	72.5	75.92
YDR469W	48.79	41.84	55.82	38.55	57.23	52.32
YDR470C	26.69	23.84	23.83	29.79	31.14	25.15
YDR471W	1904.43	1778.4	1596.74	1335.59	1538.0	1590.12
YDR472W	71.98	57.54	69.51	111.19	121.97	123.45
YDR473C	13.95	7.22	15.62	10.99	14.27	18.73
YDR475C	19.71	20.52	18.95	20.73	19.97	18.57
YDR476C	93.05	97.88	78.11	106.79	82.22	93.05
YDR477W	62.04	55.83	57.86	72.7	71.74	53.43
YDR478W	26.74	29.59	31.16	30.02	38.31	31.56
YDR479C	37.14	33.18	34.19	42.56	47.1	38.86
YDR480W	34.96	33.89	37.13	34.82	46.37	44.39
YDR481C	135.4	128.76	119.55	116.38	106.78	78.41
YDR482C	44.79	41.12	42.11	32.96	43.27	42.18
YDR483W	261.07	258.48	256.83	262.51	224.0	204.07
YDR484W	21.63	15.76	25.22	22.88	28.86	26.66
YDR485C	14.65	12.62	18.5	13.92	20.21	21.32
YDR486C	46.57	34.16	56.57	41.8	55.32	56.59
YDR487C	281.93	247.41	300.43	318.32	319.69	376.03
YDR488C	15.73	19.16	18.08	19.14	13.82	14.44
YDR489W	28.62	29.41	33.27	40.48	35.13	32.12
YDR490C	29.32	24.71	23.06	30.34	28.64	21.31
YDR492W	74.19	65.05	64.68	83.27	76.83	77.0
YDR493W	47.96	43.66	50.43	43.59	50.62	61.4
YDR494W	46.14	33.49	53.16	35.91	48.89	47.01
YDR495C	9.02	9.44	13.56	10.6	14.96	15.08
YDR496C	85.28	62.38	98.11	76.65	103.8	116.78
YDR497C	238.8	233.21	195.56	260.67	273.77	216.51
YDR498C	49.32	44.99	45.99	43.06	43.74	39.07
YDR499W	16.41	13.82	19.07	15.82	22.61	20.95
YDR500C	3310.36	3291.29	3309.33	3310.86	3159.24	3804.39
YDR501W	14.16	15.26	14.49	14.09	15.41	9.88
YDR502C	191.16	195.56	185.29	151.98	151.13	144.63
YDR503C	39.21	40.31	33.1	38.93	47.74	45.73
YDR504C	14.54	23.94	15.54	17.96	29.2	31.93
YDR505C	16.8	13.75	14.6	15.76	18.13	14.93
YDR506C	9.06	10.61	8.13	10.0	9.73	8.95
YDR507C	29.81	27.1	36.39	29.95	36.34	29.77
YDR508C	251.59	261.66	234.46	229.04	229.81	185.93
YDR510W	444.01	461.18	548.98	454.63	411.87	555.88
YDR511W	53.76	49.08	46.09	45.07	44.51	55.36
YDR512C	48.33	46.51	51.56	57.18	67.81	68.05
YDR513W	209.35	218.46	228.44	245.41	270.09	289.58
YDR514C	22.95	24.33	24.63	22.57	36.49	26.97
YDR515W	15.9	8.04	19.33	15.16	23.79	27.41
YDR516C	61.8	63.34	58.21	66.63	60.87	60.03
YDR517W	110.17	105.83	111.44	121.37	112.76	120.71
YDR518W	66.71	59.74	65.51	56.94	56.96	50.01
YDR519W	211.02	199.25	181.07	184.59	200.43	189.88
YDR520C	24.9	22.78	21.84	27.89	32.48	24.52
YDR522C	4.09	4.92	5.62	4.58	7.62	6.22
YDR523C	0.8	1.28	1.0	2.02	1.19	1.07
YDR524C	33.76	29.07	32.57	37.26	41.39	36.91
YDR524C-B	12267.82	14884.89	8918.88	9653.68	10992.21	10222.72
YDR524W-C	7145.73	7851.88	6644.75	6966.76	8376.85	7721.38
YDR525W	0.39	2.23	2.45	3.52	6.65	0.85
YDR525W-A	49.49	54.51	46.25	44.02	58.69	40.81
YDR527W	55.41	48.45	60.98	58.65	70.09	58.42
YDR528W	34.1	32.09	34.24	50.45	54.66	47.34
YDR529C	159.26	147.85	158.69	150.2	172.44	165.81
YDR530C	42.23	35.74	37.75	40.07	35.77	33.99
YDR531W	118.29	103.85	117.18	146.7	166.22	138.5
YDR532C	14.02	8.56	19.14	12.94	15.72	19.0
YDR533C	78.57	71.82	64.17	67.92	77.28	69.84
YDR534C	44.08	24.1	14.12	23.15	11.82	22.61
YDR536W	6.14	5.82	6.21	9.21	7.75	5.7
YDR538W	41.08	44.34	39.78	39.28	38.79	31.87
YDR539W	57.01	52.57	47.26	47.31	42.24	40.73
YDR540C	8.16	7.59	9.94	6.76	10.51	14.14
YDR541C	37.78	32.34	34.09	50.98	51.16	46.68
YDR542W	0.0	0.0	0.25	0.96	0.38	0.67
YDR545W	1.2	1.52	1.78	1.73	1.31	0.77
YEL001C	335.29	299.71	270.1	262.33	296.94	283.08
YEL002C	211.21	187.6	207.38	220.21	205.08	214.4
YEL003W	88.36	69.0	99.29	52.95	91.07	107.68
YEL004W	24.53	21.2	21.16	25.17	26.03	21.99
YEL005C	22.9	15.91	18.68	17.88	22.55	21.81
YEL006W	88.06	79.82	78.19	78.61	86.86	73.55
YEL007W	69.89	67.18	71.86	79.63	75.66	54.56
YEL008W	3.03	8.08	5.92	7.35	7.39	7.73
YEL009C	1369.11	1386.89	1392.65	1424.64	1437.84	1499.51
YEL009C-A	2.52	2.72	3.1	4.3	0.9	0.86
YEL011W	16.72	13.59	16.47	23.22	21.56	19.78
YEL012W	25.13	27.31	29.19	35.06	43.73	41.03
YEL013W	77.88	68.34	74.48	88.84	86.72	77.58
YEL014C	18.76	21.18	22.26	22.73	31.77	28.21
YEL015W	81.5	65.89	87.24	77.66	107.7	93.12
YEL016C	44.08	48.37	43.91	47.22	48.32	39.52
YEL017C-A	1631.2	1197.74	1414.38	1418.49	1537.25	1565.16
YEL017W	73.75	79.23	72.48	86.0	79.47	78.96
YEL018W	38.2	34.39	42.23	33.73	46.46	45.94
YEL019C	13.3	14.77	14.36	13.56	10.97	7.43
YEL020C	27.85	25.65	22.81	24.96	25.49	23.76
YEL020W-A	98.52	82.46	94.55	71.62	112.17	120.13
YEL021W	0.0	0.0	0.0	0.0	0.0	0.0
YEL022W	29.89	24.96	35.68	34.49	35.41	32.43
YEL023C	12.32	11.25	10.46	12.42	14.79	14.08
YEL024W	53.75	63.05	46.64	60.69	71.45	66.77
YEL025C	27.81	29.1	27.33	33.06	30.47	21.27
YEL026W	769.7	745.25	918.93	792.59	652.65	876.42
YEL027W	1490.15	1575.88	1462.15	1557.14	1405.85	1561.03
YEL028W	19.56	11.25	19.44	18.03	20.76	17.84
YEL029C	52.03	50.14	52.98	62.96	64.28	64.16
YEL030W	10.19	9.9	8.64	9.38	12.29	9.82
YEL031W	138.81	161.52	162.2	211.64	173.6	152.38
YEL032W	40.19	40.12	40.29	53.59	47.66	38.3
YEL033W	764.75	746.59	612.13	600.21	663.7	619.05
YEL034W	2262.27	2384.0	2151.78	2120.91	1929.58	1987.53
YEL035C	0.77	0.99	1.27	0.94	0.98	1.13
YEL036C	95.93	104.34	78.33	114.78	112.68	91.57
YEL037C	168.81	176.08	140.3	182.53	191.36	179.31
YEL038W	118.85	118.85	113.17	123.38	129.35	136.27
YEL039C	4.87	2.15	5.0	6.8	8.92	8.79
YEL040W	466.35	410.05	414.18	511.12	529.24	498.85
YEL041W	9.35	8.62	9.97	11.46	9.32	10.63
YEL042W	112.44	132.34	124.37	132.97	102.46	115.33
YEL043W	34.48	30.77	34.38	40.17	35.08	27.71
YEL044W	116.93	99.72	108.1	109.07	132.79	124.96
YEL046C	493.44	498.77	423.7	580.25	510.26	424.99
YEL047C	111.09	110.67	114.91	114.28	97.97	104.85
YEL048C	82.95	91.91	89.51	98.89	107.42	90.55
YEL049W	4.24	4.4	5.71	4.5	4.38	5.79
YEL050C	62.37	63.5	46.0	63.82	63.43	59.37
YEL051W	370.63	335.35	407.56	322.98	377.07	419.13
YEL052W	58.58	56.89	57.55	67.34	69.12	64.78
YEL053C	28.67	23.59	30.59	27.68	29.13	25.33
YEL054C	2528.05	2626.9	2324.76	2101.08	2115.27	2356.1
YEL055C	50.12	55.61	63.8	62.7	57.8	57.61
YEL056W	66.03	62.67	68.22	78.95	89.18	86.89
YEL057C	6.86	8.71	10.16	9.77	10.07	7.89
YEL058W	140.71	141.05	135.08	168.64	168.05	161.64
YEL059C-A	16.24	16.1	19.28	25.95	25.07	30.26
YEL059W	3.72	3.56	4.06	9.01	9.05	4.51
YEL060C	44.28	52.29	45.88	73.35	60.62	62.06
YEL061C	12.58	7.1	16.88	11.64	13.74	18.0
YEL062W	21.26	13.56	19.38	25.91	22.01	20.29
YEL063C	67.04	66.82	56.01	89.27	75.8	61.78
YEL064C	20.27	17.43	17.05	20.4	19.66	18.9
YEL065W	312.37	244.76	232.02	313.79	313.24	251.85
YEL066W	62.94	63.4	69.18	53.89	53.24	71.59
YEL067C	13.53	12.53	8.18	12.63	11.32	9.48
YEL068C	48.41	44.56	51.56	46.43	44.65	68.99
YEL069C	1.13	1.15	0.74	0.55	1.02	1.1
YEL070W	1.66	0.66	1.13	1.31	0.0	0.79
YEL071W	362.43	358.47	324.22	318.72	316.35	273.64
YEL072W	21.5	17.56	23.38	19.2	26.53	16.53
YEL073C	8.28	7.19	7.76	8.6	5.26	6.89
YEL075C	1.38	1.14	0.0	2.03	0.48	0.28
YEL076C	1.92	2.08	3.34	2.76	2.67	1.15
YEL076C-A	0.03	0.06	0.08	0.26	0.0	0.0
YEL077C	2.89	2.93	4.01	4.17	3.07	3.44
YER001W	62.58	55.14	65.33	77.59	79.76	63.91
YER002W	81.69	78.84	113.36	65.23	120.38	122.02
YER003C	246.75	280.83	262.68	273.71	257.23	258.25
YER004W	175.34	199.97	173.51	224.57	229.9	219.76
YER005W	54.07	46.84	54.92	61.0	59.51	52.58
YER006W	175.91	168.46	190.51	173.89	189.5	180.24
YER007C-A	190.53	185.37	184.4	172.28	190.55	190.75
YER007W	20.82	17.21	19.19	18.54	23.45	20.1
YER008C	21.65	17.36	23.97	24.37	26.08	23.51
YER009W	1185.03	1060.06	1215.35	999.69	1022.12	1168.73
YER010C	75.31	65.64	69.78	77.33	90.03	92.08
YER011W	118.37	130.11	120.15	31.11	24.17	29.65
YER012W	222.8	168.98	245.3	245.92	277.49	288.4
YER013W	17.4	12.38	16.1	17.58	20.77	18.26
YER014C-A	9.38	8.9	1.03	0.62	0.76	3.04
YER014W	30.02	30.74	35.69	32.66	33.05	29.9
YER015W	9.89	8.46	8.23	10.32	8.97	7.71
YER016W	70.5	62.74	70.4	68.66	96.17	85.92
YER017C	44.65	43.79	45.24	63.84	56.13	52.16
YER018C	61.3	61.38	52.81	52.86	45.19	59.98
YER019C-A	624.67	474.39	550.17	552.97	586.04	722.86
YER019W	71.61	71.19	68.89	83.03	81.47	83.26
YER020W	36.71	36.95	34.8	45.71	42.37	36.99
YER021W	221.74	205.91	220.87	297.1	340.09	283.78
YER022W	29.23	18.5	27.57	22.63	37.13	34.31
YER023W	333.13	352.02	362.09	312.5	315.05	331.95
YER024W	13.58	13.11	12.98	15.41	16.74	13.06
YER025W	289.76	309.45	291.4	291.93	304.14	266.68
YER026C	246.27	233.21	231.17	332.34	346.31	340.44
YER027C	60.39	51.78	57.99	75.57	63.8	64.43
YER028C	17.57	18.75	20.03	21.29	22.74	22.19
YER029C	50.49	43.56	56.46	39.3	61.28	67.22
YER030W	65.38	72.85	111.52	50.27	92.63	131.15
YER031C	260.65	247.99	264.59	270.44	282.78	286.73
YER032W	17.81	17.5	21.86	21.55	22.73	15.86
YER033C	4.2	4.06	5.44	6.33	5.28	4.49
YER034W	29.73	28.72	28.89	32.72	36.51	32.45
YER035W	42.68	36.4	35.57	45.47	38.42	38.23
YER036C	349.25	366.39	353.63	381.2	354.5	329.36
YER037W	28.22	23.47	29.3	25.96	30.64	24.46
YER038C	16.86	17.12	17.75	20.99	21.42	16.76
YER038W-A	2.65	0.95	0.0	0.0	0.0	3.74
YER039C	10.1	11.33	14.16	11.68	13.24	8.41
YER039C-A	11.49	7.71	10.9	10.44	10.95	11.29
YER040W	16.61	12.19	19.38	17.71	18.91	16.95
YER041W	19.79	15.98	19.46	22.8	22.86	19.05
YER042W	95.27	94.45	115.67	123.49	128.13	143.62
