name	wt_ribo_YPD1_cds_rpf	wt_ribo_YPD2_cds_rpf	wt_ribo_YPD3_cds_rpf	ncs2d_ribo_YPD1_cds_rpf	ncs2d_ribo_YPD2_cds_rpf	ncs2d_ribo_YPD3_cds_rpf	elp6d_ribo_YPD1_cds_rpf	elp6d_ribo_YPD2_cds_rpf	elp6d_ribo_YPD3_cds_rpf	ncs2d_elp6d_ribo_YPD1_cds_rpf	ncs2d_elp6d_ribo_YPD2_cds_rpf	ncs2d_elp6d_ribo_YPD3_cds_rpf
NM_001181902.1	221	299	173	362	257	192	254	193	161	342	302	377
NM_001181903.1	129	172	69	178	204	87	154	121	123	207	196	307
NM_001181904.1	1789	2139	1301	2560	2508	1562	2188	1731	1635	3166	2773	3767
NM_001181905.1	435	544	305	526	541	276	410	364	322	495	388	606
NM_001181906.1	494	579	293	883	761	356	599	479	423	1004	819	1208
NM_001181907.1	353	449	252	470	426	245	418	356	286	519	437	677
NM_001181908.1	232	242	131	371	332	165	282	201	179	350	342	467
NM_001181909.1	779	924	535	1133	918	483	775	619	570	957	795	1092
NM_001181910.1	306	460	220	495	450	221	429	323	274	501	404	562
NM_001181911.2	306	385	245	482	465	271	441	316	296	559	457	734
NM_001181912.1	754	1003	511	1191	1008	541	785	619	514	1189	932	1328
NM_001181913.1	646	805	433	784	776	435	590	511	414	879	686	893
NM_001181914.1	6785	7680	4473	10479	9088	5381	9742	7609	7395	12658	11049	16060
NM_001181915.1	2730	3280	1778	3583	3013	1796	2886	2280	2277	3367	3013	4283
NM_001181916.1	55184	63351	30805	62140	55583	26141	43864	35150	34382	47440	40433	57732
NM_001181917.1	14	10	5	22	9	9	14	8	7	12	17	22
NM_001181918.1	1	1	1	4	0	1	1	3	1	2	4	6
NM_001181919.1	464	586	297	697	599	308	496	364	362	655	614	890
NM_001181920.1	577	675	427	604	504	274	491	376	336	533	451	653
NM_001181921.2	1864	2057	1134	1947	1725	1008	1666	1319	1165	1688	1575	2233
NM_001181922.1	75	74	54	90	96	49	94	72	64	107	99	168
NM_001181923.1	164	231	124	205	244	131	215	168	141	277	262	379
NM_001181924.1	9	5	5	13	6	9	15	7	4	20	20	18
NM_001181925.1	498	590	264	858	746	305	603	460	403	931	779	1031
NM_001181926.1	493	573	336	660	613	316	618	437	399	655	595	810
NM_001181927.1	149	237	115	96	93	65	88	65	62	62	59	106
NM_001181929.1	196	250	126	176	197	101	123	107	109	106	108	166
NM_001181930.1	4343	4862	2771	5145	4819	2651	4284	3162	3295	4964	4336	6136
NM_001181931.1	415342	475868	270214	446937	404998	237284	397570	306909	318616	402631	355169	536565
NM_001181932.1	611	793	395	851	679	395	569	474	435	766	661	994
NM_001181933.1	4	3	2	6	1	1	5	1	4	2	0	7
NM_001181934.1	188	188	105	226	178	98	156	155	132	150	158	205
NM_001181935.1	36845	41850	23109	39367	35393	20828	31458	25257	24904	35481	29998	46601
NM_001181936.1	571	770	407	864	767	385	602	416	438	733	619	869
NM_001181937.1	292	346	194	293	284	143	295	233	191	292	228	321
NM_001181938.1	592	758	365	1003	790	396	559	381	389	784	657	902
NM_001181939.1	362	404	205	530	441	208	345	279	265	552	431	548
NM_001181940.1	0	0	0	1	0	0	1	1	0	2	2	1
NM_001181941.1	14	17	11	29	20	14	23	15	17	39	39	46
NM_001181942.1	508	657	317	758	579	402	494	407	442	758	627	937
NM_001181943.1	5802	6860	4003	7195	6425	3194	6918	5551	5019	7212	6636	9367
NM_001181944.1	364	464	241	411	354	238	402	292	262	449	408	568
NM_001181945.1	14404	14876	6023	17224	16401	6837	9591	7432	7036	11638	10406	14794
NM_001181946.1	537	643	372	469	543	309	523	429	407	694	496	708
NM_001181947.1	8385	9983	5374	11633	10016	5542	9447	7309	7184	11492	9621	14193
NM_001181948.1	28042	31006	15895	27304	25685	13318	20984	16629	17910	22393	19536	28122
NM_001181950.1	305	367	254	370	343	185	331	239	239	366	289	420
NM_001181951.1	526	711	387	792	651	346	582	526	404	754	566	863
NM_001181952.1	586	753	363	605	570	281	459	352	301	416	324	531
NM_001181953.1	558	748	441	942	739	375	753	569	457	847	796	1058
NM_001181954.1	114	133	109	173	130	70	159	116	95	168	124	204
NM_001181955.1	207	292	145	408	318	179	165	148	110	348	307	342
NM_001181956.1	704	834	498	828	703	394	716	502	510	788	645	919
NM_001181957.1	40	27	19	58	34	30	46	29	24	62	62	106
NM_001181958.1	774	935	483	1104	967	510	787	644	600	1067	871	1480
NM_001181959.1	341	450	233	509	472	250	367	284	253	547	438	712
NM_001181960.1	286	313	195	335	321	175	281	180	194	246	255	319
NM_001181961.1	834	988	531	1335	1135	640	851	670	706	1328	1138	1503
NM_001181962.1	69280	80266	41852	84473	79370	40309	64459	49285	48993	79313	67795	94492
NM_001181964.1	308	370	199	379	314	167	298	207	215	311	276	390
NM_001181965.1	425	608	302	741	634	297	427	353	311	695	557	754
NM_001181966.1	590	713	373	924	726	403	619	493	465	959	806	1160
NM_001181967.1	53	91	55	87	72	33	71	50	36	104	88	113
NM_001181968.1	45	39	27	37	32	21	53	29	34	28	31	30
NM_001181969.1	143	226	123	258	264	137	170	117	96	233	214	256
NM_001181970.1	3046	3963	2082	3815	3380	1850	3259	2460	2360	3261	2880	4272
NM_001181971.1	1093	1642	686	1444	1122	621	953	750	743	1041	864	1362
NM_001181972.1	240	276	183	281	263	131	217	175	172	277	193	316
NM_001181973.1	662	808	392	917	658	379	569	409	359	687	599	875
NM_001181974.1	221	303	184	359	269	141	271	192	161	286	246	405
NM_001181975.1	882	1220	633	1259	1099	606	1036	791	695	1100	1099	1541
NM_001181976.1	1586	1879	1061	2308	2053	1116	1994	1556	1402	2469	1964	2828
NM_001181977.1	312	355	219	551	485	290	358	300	291	526	434	649
NM_001181978.1	80	91	62	81	71	46	77	78	70	107	82	123
NM_001181979.1	64	34	21	39	29	24	64	43	26	48	38	62
NM_001181980.1	656	866	444	982	951	427	797	578	551	999	901	1191
NM_001181981.1	597	781	389	758	713	383	563	460	502	749	596	920
NM_001181982.1	555	741	449	734	623	368	546	404	383	658	518	821
NM_001181983.1	813	1011	502	986	885	513	622	512	492	807	648	1025
NM_001181984.1	115	166	78	188	149	108	169	114	97	184	187	265
NM_001181985.1	142	173	93	169	150	91	136	111	115	165	138	208
NM_001181986.1	179	193	125	204	169	118	206	164	134	208	199	290
NM_001181987.1	1999	2451	1462	2455	2191	1199	2273	1732	1597	2242	2118	2842
NM_001181989.1	138	199	97	216	175	90	188	119	146	228	216	300
NM_001181990.1	172	275	131	282	252	126	193	149	154	271	206	331
NM_001181991.1	260	328	199	357	294	203	297	212	187	379	319	513
NM_001181992.1	109	169	85	126	117	63	122	106	78	123	118	188
NM_001181993.1	4090	4788	2945	5253	4197	2324	5337	4343	3700	6244	4686	7596
NM_001181994.1	203	252	163	366	324	164	281	189	169	396	347	429
NM_001181995.1	415	473	237	546	501	274	612	423	394	528	463	625
NM_001181996.1	50691	60750	34291	63180	53978	31899	42817	34325	33099	50384	43354	63513
NM_001181997.1	104833	117623	69389	99075	100360	64631	107495	88338	94201	142698	119098	179116
NM_001182000.1	1238	1576	821	1817	1551	930	1660	1214	1151	2074	1771	2535
NM_001182001.1	671	808	441	935	752	434	760	503	486	738	652	972
NM_001182002.1	408	545	265	524	487	254	473	347	340	537	469	652
NM_001182003.1	362	481	262	444	389	240	317	253	262	445	335	501
NM_001182004.1	283	398	219	452	416	237	376	249	233	481	409	535
NM_001182005.1	579	725	435	748	612	372	521	414	344	605	552	742
NM_001182006.1	177	202	137	227	224	109	146	125	120	230	169	275
NM_001182007.1	1133	1334	661	1545	1322	725	1091	879	831	1317	1189	1752
NM_001182008.1	193	234	101	225	236	150	246	214	224	431	357	540
NM_001182012.1	4	4	3	9	4	5	15	7	6	9	22	23
NM_001182013.1	416	444	301	365	340	197	335	261	227	304	251	404
NM_001182014.1	140	162	91	177	113	74	151	123	98	208	140	213
NM_001182015.1	113	143	76	146	148	52	151	116	111	202	151	222
NM_001182016.1	1950	2331	1398	2680	2285	1364	2261	1569	1584	2410	2093	3038
NM_001182017.1	329	484	205	391	376	190	262	201	221	255	233	316
NM_001182018.1	475	584	269	570	449	277	449	316	294	636	480	733
NM_001182019.1	79	124	58	118	89	53	79	84	67	136	101	189
NM_001182020.1	556	726	405	860	790	429	799	540	514	1009	881	1225
NM_001182021.1	17605	18420	10960	17073	15835	9279	16907	13811	14532	16197	14545	23294
NM_001182022.1	93	151	61	196	138	78	124	111	102	166	133	207
NM_001182023.1	1163	1143	615	1564	1096	571	920	733	672	1251	1164	1554
NM_001182024.1	126	142	83	155	161	94	134	123	147	243	186	257
NM_001182025.1	644	829	461	791	592	375	545	413	332	582	534	752
NM_001182026.1	211	282	160	253	236	132	230	167	178	283	204	327
NM_001182028.1	82	102	49	108	83	43	71	47	52	101	88	128
NM_001182029.1	40	52	39	64	74	48	68	74	54	156	131	163
NM_001182030.1	419	519	340	704	581	330	521	340	369	576	497	689
NM_001182031.1	541	699	333	790	652	397	663	485	437	770	683	1015
NM_001182032.1	97	128	61	158	123	62	103	88	65	134	113	162
NM_001182033.1	295	433	278	468	443	236	393	258	286	566	464	708
NM_001182034.1	207	275	141	351	312	178	248	197	157	409	338	460
NM_001182035.1	587	711	409	879	667	365	615	426	430	665	575	919
NM_001182036.1	35	52	22	89	68	26	61	55	38	160	133	173
NM_001182037.1	36562	41104	19382	40914	37995	17904	27610	21722	21989	32141	27109	37956
NM_001182038.1	72	92	57	118	112	55	95	87	100	217	188	211
NM_001182039.1	36	61	33	72	45	33	53	59	40	100	84	119
NM_001182040.1	8848	10823	5649	9533	8213	4477	8043	5969	6341	8866	7516	11384
NM_001182041.1	268	302	146	293	253	114	241	187	183	271	236	308
NM_001182042.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182043.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182044.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182045.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182046.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182047.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182048.1	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182049.1	1	3	2	1	1	5	1	0	1	6	1	2
NM_001182050.1	733	962	566	963	778	470	744	567	514	762	647	898
NM_001182051.1	10	4	6	16	12	2	13	7	8	10	14	22
NM_001182052.1	26	58	34	63	38	28	44	32	25	51	41	77
NM_001182053.1	539	694	369	770	562	314	687	485	428	733	608	890
NM_001182054.1	59099	66370	31770	62589	57688	26880	44571	35008	35483	44358	38898	52430
NM_001182055.1	86	130	68	107	132	55	120	94	85	150	135	227
NM_001182057.1	375	447	264	619	494	254	391	332	342	566	472	624
NM_001182059.1	2008	2355	1362	2657	2400	1400	2258	1740	1719	2999	2548	3442
NM_001182060.1	165	200	99	171	153	90	134	144	99	156	137	251
NM_001182061.1	1	0	1	3	2	1	2	2	1	3	5	6
NM_001182062.1	8036	9758	5450	8782	7507	4343	6951	5027	5043	6812	6016	8532
NM_001182063.1	258	344	171	319	304	152	262	216	195	334	215	360
NM_001182064.1	72	86	49	161	112	67	106	90	82	230	160	250
NM_001182065.1	163	178	88	251	225	129	152	120	107	459	376	488
NM_001182066.1	4242	5360	2730	3799	3491	2013	2813	2159	2109	3320	2685	3747
NM_001182067.1	12131	13712	6296	11653	10544	5643	9562	7349	8064	10237	8395	12783
NM_001182068.1	337	424	257	438	402	224	329	267	253	409	318	480
NM_001182069.1	645	823	378	813	650	382	632	470	469	762	667	1005
NM_001182070.1	678	927	418	988	859	441	780	541	534	938	765	1167
NM_001182072.1	19499	22566	10478	21356	19808	8973	15312	12052	11775	16711	14084	19105
NM_001182073.1	1296	1567	815	1519	1426	840	1373	1086	998	1631	1363	1887
NM_001182074.1	719	972	512	1172	917	544	732	631	543	1088	909	1351
NM_001182075.1	485	595	346	679	576	327	587	467	404	802	651	938
NM_001182076.1	335	400	189	444	413	211	310	250	224	358	293	421
NM_001182077.1	797	912	419	913	731	455	687	531	503	849	668	964
NM_001182078.1	252	284	177	357	291	161	321	218	196	369	307	396
NM_001182079.1	3954	4934	2300	5202	4029	2196	2956	2297	2306	4169	3569	5023
NM_001182080.1	235	331	160	337	326	165	300	230	224	419	410	543
NM_001182081.1	555	731	323	1014	911	543	716	545	490	1042	940	1234
NM_001182082.1	1323	1711	923	2351	1957	1171	1892	1505	1414	2709	2194	3281
NM_001182083.1	2929	3516	1803	3679	2855	1648	2553	1865	1827	2743	2394	3700
NM_001182084.1	10813	13407	6973	12595	11575	5888	10297	7427	7735	11261	9817	13993
NM_001182086.1	506	678	344	821	764	410	620	481	445	1007	857	1154
NM_001182087.1	494	697	350	971	784	362	494	437	388	779	697	884
NM_001182088.1	353	452	246	571	511	242	526	373	330	698	552	829
NM_001182090.1	729	885	534	763	715	453	736	590	608	850	756	1110
NM_001182091.1	273	297	214	373	251	184	208	177	191	278	265	357
NM_001182092.1	159	167	82	327	264	130	186	150	135	270	309	359
NM_001182093.1	1175	1505	789	1203	1069	684	794	659	657	1177	958	1505
NM_001182094.1	593	762	435	856	743	423	587	425	440	721	677	904
NM_001182095.1	3106	3519	2017	4356	3715	2102	3459	2740	2576	4701	3887	5637
NM_001182096.1	610	700	405	899	767	473	800	611	589	1247	1043	1474
NM_001182097.1	262	271	152	327	280	149	241	198	188	316	287	355
NM_001182098.1	64	78	29	97	80	45	72	51	48	68	83	121
NM_001182099.1	434	487	290	620	548	351	547	430	403	772	700	1023
NM_001182100.1	48	58	25	69	67	38	59	65	50	107	93	145
NM_001182101.1	7415	8835	4569	9820	7997	3772	8525	6665	5990	6991	7370	9292
NM_001182102.1	191	252	157	286	279	160	287	174	196	412	329	402
NM_001182103.1	5960	7616	4418	9885	8530	4150	6362	4770	4643	8903	7889	10931
NM_001182105.1	107	122	73	136	110	87	104	91	77	127	122	167
NM_001182106.1	485	618	320	628	660	338	461	356	398	757	623	909
NM_001182107.1	571	730	354	911	843	468	759	604	496	1175	967	1396
NM_001182108.1	834	1034	539	1459	1195	589	875	602	633	1246	1071	1374
NM_001182109.1	1894	2249	1305	2786	2464	1384	2315	1803	1666	2855	2500	3415
NM_001182110.1	517	743	425	865	646	414	605	431	473	685	623	841
NM_001182111.1	121	121	100	199	157	96	176	129	124	234	247	266
NM_001182112.1	543	647	415	1277	1046	565	932	713	594	1740	1430	1960
NM_001182113.1	234	295	187	322	241	154	237	177	196	294	262	368
NM_001182114.1	20	35	13	25	19	16	29	17	25	28	31	55
NM_001182115.1	323	371	173	361	350	189	285	216	198	420	309	541
NM_001182116.1	1650	1966	1117	1726	1430	811	1203	998	978	1226	1025	1543
NM_001182118.1	800	1080	537	1185	1023	496	1230	854	881	1229	1159	1688
NM_001182120.1	27	35	19	38	41	17	29	23	23	54	33	52
NM_001182121.1	84	103	64	114	112	65	128	75	100	154	134	191
NM_001182124.1	326	471	228	390	339	232	314	238	204	423	424	651
NM_001182125.1	162	215	121	221	187	107	151	139	121	238	164	268
NM_001182126.1	170	216	117	272	225	105	237	176	179	285	269	336
NM_001182127.1	275	346	171	420	337	218	334	252	234	471	378	472
NM_001182128.1	610	717	387	726	628	336	577	490	405	570	479	795
NM_001182129.1	83	117	65	120	106	39	104	89	71	118	118	142
NM_001182130.1	430	567	315	568	570	319	519	403	351	614	538	747
NM_001182131.1	6088	7080	3548	10028	8897	4512	6908	5459	4951	9979	8010	11826
NM_001182132.1	162	174	115	203	145	105	180	131	131	240	183	268
NM_001182133.1	56	42	21	62	58	30	46	35	37	69	69	104
NM_001182134.1	403	536	300	771	627	328	714	528	461	839	681	1027
NM_001182135.1	1531	2108	928	1840	1296	784	1268	891	796	1165	1041	1419
NM_001182136.1	176611	208591	103346	206971	178019	99156	151936	116430	120379	164316	143984	208844
NM_001182137.1	1162	1562	799	1340	1180	589	974	699	591	979	961	1200
NM_001182138.1	25	26	23	40	35	21	29	24	21	55	58	66
NM_001182140.1	190	284	137	279	299	158	273	249	189	353	299	452
NM_001182141.1	87	128	54	145	121	61	98	87	63	141	145	177
NM_001182143.1	1969	2297	1200	1756	1521	812	1545	1365	1145	1923	1491	2034
NM_001182144.1	1679	2004	878	3125	2552	1328	1926	1424	1425	2872	2414	3343
NM_001182145.1	428	537	309	907	817	399	697	485	465	1665	1443	2212
NM_001182146.1	17375	21488	13783	29593	21425	14107	17718	13465	12562	24935	21847	32493
NM_001182147.1	340	400	234	483	472	249	436	334	294	595	505	700
NM_001182148.1	249	238	129	313	303	156	263	225	190	390	345	518
NM_001182149.1	691	759	431	1001	845	405	732	546	496	987	914	1258
NM_001182150.1	0	3	0	4	3	2	4	3	5	5	1	4
NM_001182151.1	6995	8393	3958	8069	7198	3401	5484	4342	3991	5686	5387	7211
NM_001182152.1	136	186	109	193	176	90	163	122	107	204	179	247
NM_001182153.1	89	105	59	144	127	58	150	102	79	166	130	179
NM_001182154.1	34	45	23	52	70	31	65	58	33	63	53	111
NM_001182155.1	836	1093	582	1057	1035	546	942	720	676	1052	936	1308
NM_001182157.1	689	836	442	986	817	439	858	615	596	1065	995	1325
NM_001182158.1	42	70	32	70	54	33	52	49	30	62	58	90
NM_001182159.1	380	482	242	524	428	238	441	360	314	571	494	738
NM_001182160.1	23	44	32	45	44	36	42	37	39	58	44	93
NM_001182161.1	869	1046	578	1387	1222	648	1194	836	819	1617	1366	2109
NM_001182162.1	212	266	132	395	283	160	224	184	156	353	312	388
NM_001182163.1	1567	1965	1130	1957	1756	950	1646	1182	1098	2036	1628	2480
NM_001182164.1	343	441	321	723	652	329	551	368	389	747	629	968
NM_001182165.1	323	405	210	467	370	213	334	276	272	365	363	459
NM_001182168.1	29	28	15	41	32	18	37	24	36	58	67	75
NM_001182170.1	108	119	65	131	128	60	108	69	71	149	114	156
NM_001182171.1	77	67	56	85	76	38	50	56	42	82	76	97
NM_001182172.1	951	1109	632	1336	1257	649	980	792	745	1341	1105	1684
NM_001182173.1	16480	19653	9929	21344	19464	10126	16647	13474	13474	14622	11998	18485
NM_001182174.1	664	893	506	785	690	355	676	480	519	602	593	787
NM_001182175.1	13094	15733	7534	12808	12100	5703	10361	8205	7713	10484	9158	12720
NM_001182176.1	70	113	58	134	113	76	125	104	91	162	150	175
NM_001182177.1	99	93	61	106	109	50	97	75	65	114	114	147
NM_001182178.1	195	236	141	175	150	93	147	128	127	149	123	168
NM_001182179.1	1294	1562	908	1530	1213	727	1269	924	927	1393	1202	1664
NM_001182180.1	874	1119	565	1066	906	523	733	528	494	851	744	924
NM_001182181.1	15766	19345	9857	20357	18601	9685	16240	12430	12262	19131	16195	23566
NM_001182183.1	691	934	446	915	839	367	620	571	538	873	850	1125
NM_001182185.1	38	50	35	58	44	30	45	22	45	61	44	51
NM_001182186.1	211	241	136	265	239	111	201	147	143	249	247	314
NM_001182187.1	393	479	241	648	528	334	601	460	456	859	756	1001
NM_001182188.1	6463	7712	4831	10645	10134	5441	10117	7942	7417	11425	10330	15476
NM_001182189.1	3339	3719	2270	4350	3920	2231	3181	2438	2421	3155	2786	4082
NM_001182191.1	0	0	0	0	0	0	0	0	0	4387	3734	5211
NM_001182192.1	7544	9430	6344	14282	12663	6763	13775	10703	9642	17081	13988	21189
NM_001182193.1	1466	1640	947	1708	1514	786	1505	1120	1139	1535	1285	2134
NM_001182194.1	100	161	68	177	145	60	123	91	80	176	132	194
NM_001182195.1	5	7	4	19	16	8	17	10	10	17	20	21
NM_001182196.1	0	0	1	1	1	2	0	0	0	0	2	1
NM_001182197.2	562	743	337	767	481	287	401	354	267	502	462	626
NM_001182198.1	818	922	539	1116	931	481	940	677	604	1202	954	1475
NM_001182200.1	11	9	4	14	16	10	21	19	9	44	42	65
NM_001182201.1	338	403	229	505	432	246	437	322	323	564	473	647
NM_001182202.2	45	64	31	83	65	34	64	49	47	88	77	103
NM_001182203.2	2611	3387	1672	4636	3779	2139	3270	2473	2344	4890	4305	6301
NM_001182204.1	72	84	45	83	78	45	72	49	61	99	75	98
NM_001182205.1	171	234	119	326	245	136	207	150	132	269	249	358
NM_001182207.2	40	34	33	47	39	42	40	33	27	37	33	53
NM_001182208.1	426	613	304	605	476	293	451	311	337	575	462	727
NM_001182209.1	56	63	35	91	72	47	65	48	50	122	81	140
NM_001182210.1	900	1123	578	1003	915	459	804	666	662	963	770	1131
NM_001182212.1	197	205	109	271	226	127	185	166	126	271	227	284
NM_001182213.1	379	525	266	641	514	280	474	381	376	658	654	954
NM_001182214.1	19220	22749	10251	22971	20270	9055	15587	12064	11686	17991	14835	21909
NM_001182215.1	131	189	111	227	193	103	169	139	106	281	246	312
NM_001182216.1	90	125	52	248	179	74	126	106	104	302	239	249
NM_001182217.1	926	1211	597	1336	1143	568	984	734	721	1105	941	1329
NM_001182218.1	7	7	1	6	6	3	4	4	3	11	10	6
NM_001182219.1	1238	1649	739	1893	1468	796	1468	1413	1155	2030	1742	2821
NM_001182221.1	732	911	461	1038	789	444	724	638	506	1076	804	1205
NM_001182222.1	10628	12835	6187	12559	11112	5756	9042	6622	6660	9709	8547	12155
NM_001182224.1	2279	2837	1251	2935	2218	1290	2373	1836	1605	2695	2131	3381
NM_001182225.1	970	1256	634	1415	1152	640	1100	792	808	1383	1290	1660
NM_001182226.1	1520	2128	819	2489	1842	1265	1284	1136	981	2176	1624	3013
NM_001182229.1	60556	70732	37470	61554	56361	31241	54166	41756	43752	54899	47085	68997
NM_001182230.1	4	3	2	6	4	1	6	7	1	2	4	8
NM_001182231.1	17387	22045	12367	25901	21854	12597	22217	16621	15437	26223	23365	36809
NM_001182232.1	0	2	1	3	0	2	3	4	0	5	0	3
NM_001182233.1	14642	17230	8005	15919	14085	6532	10519	8088	7797	11753	9949	13882
NM_001182234.1	228	225	127	267	203	126	217	166	150	268	195	307
NM_001182235.1	71	75	87	80	33	53	55	45	40	71	49	79
NM_001182236.1	3602	4572	2302	4885	4221	2282	4077	3179	3060	5076	4264	6267
NM_001182237.1	592	680	366	995	798	489	802	627	636	935	755	1077
NM_001182239.1	645	800	442	954	886	517	767	625	514	1090	960	1323
NM_001182240.1	889	1161	674	1369	1270	693	1151	920	855	1532	1272	1861
NM_001182241.1	205	238	139	239	201	131	203	157	147	249	227	308
NM_001182242.1	139	183	86	137	122	60	131	96	76	167	138	184
NM_001182243.1	10186	12903	6808	10215	8850	5243	8341	6543	6345	7934	7092	10122
NM_001182244.1	41917	45312	23004	41707	38311	20147	32332	25810	25105	41314	35487	53051
NM_001182245.1	218	312	170	240	235	128	205	181	166	305	244	371
NM_001182246.1	1003	1313	674	1530	1280	705	1088	790	807	1431	1103	1736
NM_001182248.1	5306	5954	2550	6034	5517	2418	3728	2757	2790	3895	3398	4829
NM_001182249.3	167	164	102	163	187	103	169	112	115	188	135	241
NM_001182250.1	306	402	228	376	298	163	267	201	179	306	322	445
NM_001182251.1	289	367	235	485	476	248	451	386	302	649	517	783
NM_001182252.3	314	430	248	438	385	176	363	251	232	419	349	516
NM_001182253.3	116	119	69	217	201	108	166	123	112	202	192	255
NM_001182256.1	5129	5799	2917	5597	4995	2174	3568	2799	2689	4050	3540	4811
NM_001182257.3	97	123	84	186	147	79	166	105	115	188	162	200
NM_001182258.1	450	586	272	611	497	268	497	353	373	521	450	639
NM_001182259.3	1225	1440	846	1604	1561	894	1479	1182	1063	2128	1870	2663
NM_001182260.1	513	707	315	665	511	287	434	364	352	566	492	642
NM_001182261.3	4850	6036	3334	5156	4391	2582	4643	3575	3223	4232	3957	5701
NM_001182262.1	449	559	334	627	563	346	584	412	450	699	551	858
NM_001182264.3	369	384	178	365	352	176	287	214	228	389	307	448
NM_001182265.1	34	39	28	66	51	21	45	28	38	83	65	102
NM_001182266.3	0	1	1	2	10	2	6	0	1	6	10	3
NM_001182267.1	4625	5489	3054	5352	4710	2659	4397	3648	3349	5142	4702	7000
NM_001182269.3	1048	1079	737	963	934	540	895	805	767	1101	878	1315
NM_001182270.1	99	94	48	94	91	59	105	78	75	121	74	156
NM_001182271.3	230	260	155	269	283	153	232	202	207	284	264	401
