name	wt_ribo_YPD1_cds_rpkm	wt_ribo_YPD2_cds_rpkm	wt_ribo_YPD3_cds_rpkm	ncs2d_ribo_YPD1_cds_rpkm	ncs2d_ribo_YPD2_cds_rpkm	ncs2d_ribo_YPD3_cds_rpkm	elp6d_ribo_YPD1_cds_rpkm	elp6d_ribo_YPD2_cds_rpkm	elp6d_ribo_YPD3_cds_rpkm	ncs2d_elp6d_ribo_YPD1_cds_rpkm	ncs2d_elp6d_ribo_YPD2_cds_rpkm	ncs2d_elp6d_ribo_YPD3_cds_rpkm
NM_001183938.1	9.17	16.77	10.13	10.87	9.04	3.44	5.89	4.76	7.21	8.86	6.64	13.39
NM_001183939.1	14.3	23.29	13.87	19.12	17.57	6.62	15.18	12.45	21.41	22.92	17.19	48.06
NM_001183940.1	60.12	89.46	53.4	68.83	74.46	25.69	57.3	46.59	81.92	81.79	58.74	156.26
NM_001183941.1	95.04	160.12	78.76	105.3	102.15	37.29	67.61	60.67	114.69	100.72	72.32	189.8
NM_001183942.1	16.89	29.14	15.53	18.17	17.83	7.15	15.31	14.28	22.36	18.65	14.92	42.78
NM_001183943.1	95.46	143.45	92.63	95.03	97.28	38.67	67.75	60.57	96.55	84.08	66.45	171.08
NM_001183944.1	0.08	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.15	0.0	0.46
NM_001183945.1	3425.69	5018.38	2856.8	3081.29	3275.42	1274.33	2278.34	1979.25	3775.17	2918.93	2040.58	5595.31
NM_001183946.1	6.83	11.13	6.37	10.2	9.82	3.67	7.23	6.69	11.45	11.85	7.54	22.94
NM_001183947.1	5.14	8.07	4.65	6.41	5.87	2.1	4.06	3.43	6.51	6.0	4.18	12.5
NM_001183948.1	3.12	7.2	4.57	1.94	2.1	1.15	2.26	2.89	5.14	2.91	1.72	4.86
NM_001183949.1	103.64	197.32	96.57	177.76	169.47	58.76	118.39	110.35	203.4	240.74	188.13	474.14
NM_001183951.1	14.31	26.63	11.73	21.08	20.25	7.67	15.64	12.92	22.05	22.09	15.48	45.11
NM_001183952.1	8.22	12.35	7.69	10.03	11.24	3.4	6.83	6.36	9.83	10.36	6.63	19.69
NM_001183953.1	18.44	29.66	17.31	25.85	24.03	8.34	16.51	15.48	22.55	25.31	18.15	51.2
NM_001183954.1	5.8	9.36	4.5	6.59	6.91	2.34	5.32	4.26	7.67	8.91	6.81	18.63
NM_001183955.1	5.74	10.45	6.15	6.96	7.94	2.88	4.99	4.57	6.96	7.52	4.68	14.62
NM_001183957.1	3299.29	4833.63	2425.97	3027.9	3248.26	1086.53	1962.56	1754.22	3149.66	2531.05	1764.94	4624.5
NM_001183958.1	28.07	44.15	28.36	28.71	30.2	10.86	18.42	17.69	28.59	28.95	24.36	46.74
NM_001183959.1	122.61	192.84	114.55	134.66	146.55	50.4	91.21	76.32	132.84	141.38	94.57	278.09
NM_001183960.1	43.49	77.77	37.89	44.89	40.44	15.64	23.81	18.39	34.92	31.99	24.53	61.64
NM_001183961.1	0.8	1.2	0.76	0.54	0.65	0.26	0.49	0.76	1.06	0.66	0.46	0.85
NM_001183962.1	0.48	3.13	1.04	1.27	1.45	0.68	1.44	0.77	1.88	1.47	1.16	4.07
NM_001183963.1	4.05	5.63	3.28	3.71	4.47	1.75	3.45	2.04	4.15	5.04	2.96	8.33
NM_001183964.1	3.74	6.14	4.57	5.19	4.6	2.2	3.49	3.19	5.11	5.58	3.94	11.54
NM_001183965.1	7.59	10.71	5.51	9.13	9.9	3.36	7.53	5.53	10.49	13.35	10.0	22.95
NM_001183966.1	9.99	18.41	8.92	14.63	15.2	5.26	11.54	9.37	13.79	16.21	12.13	29.92
NM_001183967.1	4.97	9.3	5.57	6.23	6.64	2.19	3.49	3.35	6.39	5.32	3.62	10.12
NM_001183968.1	201.43	316.37	202.0	282.91	295.22	111.23	223.55	190.21	335.48	338.47	250.41	704.23
NM_001183969.1	8.12	12.67	6.38	9.1	8.65	3.26	6.72	5.61	10.24	11.44	7.98	23.4
NM_001183970.1	8.3	11.71	8.19	10.25	9.47	3.14	6.11	6.01	8.67	8.02	5.67	14.52
NM_001183971.1	13.51	20.98	14.72	17.67	17.09	6.59	11.67	9.73	17.73	17.48	13.55	35.01
NM_001183972.1	17.43	29.42	15.71	20.93	21.87	8.48	14.28	12.44	18.69	17.67	12.17	37.81
NM_001183973.1	19.37	28.12	14.46	19.57	21.57	6.07	13.02	11.15	20.3	24.11	17.05	35.52
NM_001183974.1	304.99	489.33	261.67	353.19	342.67	131.99	259.71	216.2	386.81	331.15	235.54	681.12
NM_001183975.1	7.86	11.19	5.79	10.21	9.7	4.13	8.4	7.42	13.01	14.8	9.51	28.3
NM_001183976.1	10.33	19.01	11.24	11.81	13.53	5.66	11.04	9.38	17.26	14.21	12.01	33.97
NM_001183977.1	130.4	209.41	118.95	150.85	154.71	66.17	95.4	91.2	151.72	202.55	146.08	417.35
NM_001183978.1	1.5	2.15	0.96	1.74	2.42	0.68	1.42	1.41	1.65	2.47	1.78	5.33
NM_001183979.1	0.05	0.12	0.06	0.0	0.0	0.0	0.0	0.08	0.15	0.09	0.0	0.0
NM_001183980.1	6.81	8.93	4.96	8.79	6.66	2.24	4.96	3.53	6.49	6.03	5.27	14.71
NM_001183981.1	0.34	0.43	0.26	0.4	0.36	0.14	0.2	0.24	0.34	0.55	0.26	1.2
NM_001183982.1	3.74	7.28	3.92	4.89	4.7	2.12	3.35	2.82	4.78	5.38	4.4	10.57
NM_001183983.1	40.35	66.68	35.03	64.6	59.56	22.81	40.44	34.62	55.78	75.1	53.05	144.83
NM_001183984.1	48.56	93.29	39.96	65.99	63.77	20.98	42.68	35.13	68.15	79.36	57.75	141.06
NM_001183985.1	2.98	2.66	1.26	2.23	1.56	0.44	1.26	1.73	2.17	4.58	2.11	4.22
NM_001183986.1	7.76	10.06	6.01	6.74	6.41	2.47	5.9	5.78	6.04	8.35	5.94	15.19
NM_001183987.1	23.82	39.13	22.93	33.26	30.92	12.73	18.79	18.85	28.48	35.48	26.79	67.42
NM_001183988.1	0.76	1.72	0.74	1.31	1.2	0.6	1.09	0.74	1.57	1.31	1.06	3.01
NM_001183989.1	6.82	10.17	6.35	8.55	8.17	3.27	6.77	4.71	10.86	10.91	7.5	22.78
NM_001183990.1	14.34	21.92	12.52	19.74	19.21	7.46	13.49	12.45	19.5	24.05	18.84	54.63
NM_001183991.1	46.05	80.2	35.64	49.85	50.95	17.39	34.39	29.74	57.15	45.37	30.65	80.75
NM_001183992.1	72.06	119.3	70.17	73.48	74.64	26.78	58.08	47.3	82.8	61.67	47.96	113.83
NM_001183993.1	18.52	29.25	18.23	21.47	23.77	9.75	15.43	12.89	22.71	21.68	17.32	47.61
NM_001183994.1	10.59	17.99	8.89	13.88	12.01	4.62	7.34	6.87	12.01	11.08	8.01	20.47
NM_001183995.1	20.07	32.75	14.17	27.94	22.25	8.8	14.71	12.38	23.01	25.98	19.33	46.31
NM_001183997.1	24.16	36.83	24.89	28.32	28.42	10.09	23.89	19.98	34.24	33.65	24.14	63.35
NM_001183998.1	44.97	76.57	41.49	48.46	45.65	18.57	31.59	28.1	50.89	41.49	28.2	77.86
NM_001184000.1	0.98	0.97	0.39	0.81	0.64	0.32	0.86	0.71	1.03	1.81	1.57	3.82
NM_001184001.1	0.0	0.13	0.14	0.0	0.1	0.0	0.0	0.09	0.16	0.38	0.0	0.46
NM_001184002.1	22.72	43.42	20.94	32.07	30.41	11.66	22.1	20.04	35.28	39.28	27.91	80.22
NM_001184003.1	0.27	0.58	0.56	0.52	0.15	0.04	0.14	0.34	0.34	0.31	0.19	0.49
NM_001184004.1	53.54	93.41	36.51	73.99	57.25	24.55	33.43	30.02	53.46	61.44	42.06	135.81
NM_001184005.1	4.77	8.36	5.63	6.26	7.39	2.68	5.82	4.85	8.93	9.65	5.8	18.81
NM_001184006.1	0.0	0.16	0.0	0.32	0.73	0.26	0.38	0.0	0.2	0.7	0.29	0.37
NM_001184007.1	10.59	17.35	8.72	11.74	9.99	5.61	5.66	5.46	11.34	11.46	7.44	20.98
NM_001184008.1	3.02	5.15	2.95	3.74	3.38	1.26	2.23	2.11	3.94	3.1	2.37	6.55
NM_001184009.1	21.05	38.21	21.71	22.87	20.95	8.62	15.44	13.15	20.92	19.13	13.29	38.48
NM_001184010.1	13.78	21.66	12.18	26.35	23.61	8.74	15.93	15.39	20.26	37.17	23.87	59.97
NM_001184012.1	3311.0	4884.91	2577.19	3117.92	3249.67	1091.02	2072.68	1769.67	3317.21	2719.71	1961.1	5180.93
NM_001184013.1	83.05	130.1	66.4	54.14	59.38	20.59	32.0	29.67	43.43	34.13	22.62	60.31
NM_001184014.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NM_001184015.1	0.0	0.05	0.05	0.03	0.0	0.03	0.0	0.1	0.13	0.07	0.09	0.06
NM_001184016.1	16.05	25.53	16.97	17.28	19.71	7.8	13.03	12.55	22.81	19.24	16.57	35.44
NM_001184017.1	17.02	26.0	13.59	18.99	18.01	6.6	12.04	11.28	14.1	19.63	11.77	31.8
NM_001184018.1	37.87	58.38	36.74	49.57	50.93	18.65	33.69	28.47	48.97	57.13	42.04	117.28
NM_001184020.1	37.17	65.24	39.54	58.44	57.82	22.88	42.15	36.74	65.84	67.71	52.81	129.84
NM_001184021.1	25.68	36.94	22.4	24.78	20.75	8.91	16.84	14.43	21.94	20.69	16.58	48.31
NM_001184022.1	12.14	20.85	10.98	15.11	15.19	6.14	13.71	10.8	20.53	20.87	14.1	38.16
NM_001184023.1	5.41	8.39	6.05	6.57	7.06	2.03	4.39	3.62	5.64	6.9	4.76	13.67
NM_001184024.1	52.45	85.71	48.09	50.29	50.89	18.46	38.8	32.58	59.26	48.78	34.03	88.31
NM_001184025.1	153.08	239.45	134.75	202.36	206.76	72.2	134.08	109.62	186.69	200.55	151.36	362.98
NM_001184026.1	51.04	81.74	44.43	53.07	48.72	19.02	33.1	28.64	55.4	42.6	29.2	78.84
NM_001184027.1	14.34	24.68	14.81	22.29	22.38	8.8	11.9	12.43	18.89	25.37	19.49	45.75
NM_001184028.1	5.41	6.72	4.81	8.53	7.89	2.97	6.46	5.12	8.94	10.88	8.36	20.12
NM_001184029.1	21.12	38.44	23.46	31.7	34.05	11.96	21.98	19.06	32.78	34.75	26.34	69.42
NM_001184030.1	0.88	2.32	0.94	1.49	1.52	0.67	1.02	1.12	1.89	1.48	1.46	3.14
NM_001184031.1	38.66	61.31	35.98	49.31	46.36	19.17	30.63	26.39	46.84	52.78	36.25	99.26
NM_001184032.1	317.09	460.89	291.85	356.26	366.36	137.07	273.15	234.54	406.13	365.37	288.39	724.01
NM_001184033.1	5.89	11.61	4.38	8.05	7.79	2.55	5.44	4.7	7.7	8.67	6.44	17.93
NM_001184034.1	4382.96	6661.01	3289.63	4161.94	4229.93	1483.93	2765.87	2312.06	4374.19	3355.01	2497.27	6691.96
NM_001184035.1	16.13	25.02	14.54	17.6	17.38	6.7	12.93	11.83	19.0	18.45	13.88	37.26
NM_001184036.1	2.83	3.39	2.7	2.55	2.57	1.26	2.22	1.98	5.27	3.4	2.97	7.0
NM_001184037.1	0.89	0.77	1.2	0.61	1.39	0.55	1.17	1.05	0.48	4.72	3.1	5.97
NM_001184038.2	11.55	14.92	9.49	11.14	12.11	4.33	8.23	8.04	14.38	13.75	10.77	26.26
NM_001184039.1	247.59	426.73	211.34	353.51	339.75	105.62	196.03	146.54	262.03	312.07	224.11	590.08
NM_001184040.1	143.31	223.49	121.24	190.74	187.98	71.16	136.25	117.6	205.82	197.58	141.8	395.98
NM_001184041.1	23.72	41.63	26.08	27.06	27.75	10.04	20.14	17.58	31.07	27.16	20.95	56.9
NM_001184042.1	26.98	42.3	19.12	34.49	30.12	10.99	16.12	13.96	23.99	28.03	20.64	56.57
NM_001184043.1	11.15	21.41	9.56	14.28	13.22	4.04	6.86	9.17	12.72	12.74	11.25	25.23
NM_001184044.1	1.23	1.95	1.29	1.64	1.64	0.35	1.32	0.76	1.7	3.73	2.52	4.79
NM_001184045.1	284.86	448.57	237.89	319.38	275.48	120.53	239.84	203.03	387.68	310.39	216.68	672.97
NM_001184046.1	54.63	89.1	48.59	64.84	67.15	25.75	38.99	35.68	67.71	64.93	50.44	120.01
NM_001184047.1	9.26	14.87	9.15	10.06	10.05	4.2	8.24	5.43	11.54	13.41	9.95	22.97
NM_001184048.1	227.35	355.26	194.05	272.25	284.99	99.95	187.27	155.58	272.01	266.46	196.95	520.77
NM_001184049.1	75.54	129.19	70.3	84.72	78.94	31.48	51.77	43.87	79.68	71.78	52.86	151.67
NM_001184050.1	3.6	7.26	4.06	4.83	4.63	1.91	3.39	4.07	6.0	5.1	3.4	9.82
NM_001184051.1	328.77	517.89	271.07	366.77	352.81	128.35	223.9	196.37	337.35	314.72	241.62	643.15
NM_001184053.1	91.98	142.54	77.28	105.91	118.52	45.48	79.38	65.08	115.91	117.71	91.71	230.42
NM_001184054.1	692.07	1151.7	644.47	1237.87	1086.25	390.49	653.89	574.87	927.04	1227.44	953.52	2603.82
NM_001184055.1	9.41	21.87	11.78	14.12	14.8	5.62	11.99	9.14	17.88	16.62	10.87	26.94
NM_001184056.1	7.72	12.38	6.84	11.91	9.78	3.8	8.77	6.94	10.98	13.15	10.13	29.07
NM_001184057.1	50.78	77.35	53.67	59.75	57.71	22.72	43.02	38.43	67.64	62.37	43.74	120.35
NM_001184058.1	11.51	22.48	11.14	14.9	14.44	6.26	10.44	10.78	16.88	18.05	13.02	32.44
NM_001184059.1	17.09	25.33	13.38	26.32	26.31	10.54	20.43	16.44	31.86	31.01	23.53	64.03
NM_001184060.1	56.65	89.58	48.94	55.91	63.85	24.36	47.67	44.75	65.82	72.99	55.16	143.35
NM_001184061.1	6.2	10.5	5.98	6.95	8.45	2.89	5.18	4.46	7.43	9.91	6.85	19.65
NM_001184062.1	0.35	0.73	0.28	0.16	0.29	0.17	0.2	0.26	0.44	0.32	0.23	0.47
NM_001184063.1	13.75	24.76	9.26	17.35	12.67	5.21	9.34	7.07	14.61	15.45	11.25	33.67
NM_001184064.1	36.43	51.86	32.62	56.16	55.45	20.28	50.87	50.91	84.2	88.02	62.87	156.33
NM_001184066.1	59.17	93.82	52.81	63.49	61.25	25.05	41.99	38.67	65.03	65.22	47.64	118.55
NM_001184067.1	5.42	10.44	4.49	6.82	6.21	2.59	4.24	3.71	6.32	5.93	4.57	13.35
NM_001184068.1	14.26	23.97	13.43	17.35	17.95	6.2	12.4	9.51	18.81	17.75	12.66	29.54
NM_001184069.1	5.87	7.84	4.85	5.63	6.15	2.39	4.05	3.82	5.84	6.6	3.85	12.37
NM_001184070.1	32.1	54.15	33.96	33.36	35.83	13.34	26.64	24.13	41.82	42.08	29.6	85.13
NM_001184071.1	3.94	6.59	3.18	4.15	6.05	2.27	4.46	3.01	4.54	5.01	4.91	10.68
NM_001184072.1	0.13	0.21	0.04	0.23	0.1	0.05	0.28	0.09	0.16	0.16	0.16	0.94
NM_001184073.1	17.66	26.46	16.17	21.59	21.56	9.14	14.47	11.49	20.71	21.02	13.87	40.16
NM_001184074.1	45.14	76.02	36.61	66.77	63.01	22.22	41.76	32.62	59.87	70.48	51.3	134.75
NM_001184076.1	99.17	157.58	89.91	110.68	111.69	43.66	81.45	71.18	124.12	115.96	86.13	237.55
NM_001184077.1	49.14	79.28	47.83	56.1	54.92	19.89	40.72	34.92	60.64	52.74	38.88	105.63
NM_001184078.1	2.06	3.31	1.75	1.54	2.26	0.67	2.04	1.68	2.93	2.96	1.85	4.9
NM_001184079.1	96.71	152.37	79.17	97.54	91.19	33.17	60.28	54.68	86.82	69.0	54.75	143.61
NM_001184080.1	74.62	121.46	64.22	91.37	93.15	32.28	60.24	47.98	79.6	87.74	62.54	158.95
NM_001184081.1	19.0	30.75	16.78	28.54	28.47	10.48	20.3	15.79	30.52	32.6	24.1	66.6
NM_001184082.1	1.88	3.3	1.87	2.48	2.36	0.84	1.6	1.5	2.8	2.71	1.71	4.47
NM_001184083.1	1.35	2.74	1.33	1.39	1.38	0.75	1.24	1.39	1.96	1.56	1.33	3.1
NM_001184084.1	11.15	18.03	8.99	13.34	12.88	4.77	9.5	8.96	14.62	15.34	11.3	29.1
NM_001184085.1	157.24	266.19	143.77	197.19	230.12	79.42	168.91	152.0	272.39	290.18	216.86	542.14
NM_001184086.1	0.21	0.05	0.05	0.03	0.03	0.02	0.11	0.06	0.0	0.07	0.17	0.16
NM_001184087.1	134.51	206.39	121.69	170.67	184.59	70.82	156.6	141.31	248.81	215.74	153.68	421.63
NM_001184088.1	46.23	82.63	39.17	44.96	43.88	18.04	30.83	28.46	50.23	38.09	28.69	77.81
NM_001184091.1	0.96	2.87	2.23	1.2	1.33	0.57	0.84	0.85	1.5	1.48	1.01	2.67
NM_001184092.1	0.77	2.21	1.88	0.68	0.78	1.3	1.7	0.55	1.0	1.33	0.99	3.96
NM_001184093.1	12.08	22.4	11.21	13.04	13.74	4.6	10.08	8.09	12.82	11.27	8.39	22.87
NM_001184094.1	0.07	0.09	0.2	0.06	0.29	0.0	0.0	0.06	0.24	0.07	0.17	0.98
NM_001184095.1	0.29	0.21	0.28	0.18	0.08	0.23	0.38	0.29	0.33	0.7	1.02	1.17
NM_001184096.1	0.0	0.0	0.0	0.0	0.1	0.07	0.08	0.09	0.16	0.1	0.08	0.15
NM_001184097.1	0.03	0.09	0.05	0.1	0.06	0.03	0.09	0.04	0.13	0.09	0.06	0.2
NM_001184098.1	0.33	1.05	0.35	0.49	0.56	0.23	0.61	0.49	0.72	0.77	0.39	1.5
NM_001184099.1	1.82	2.44	1.64	2.05	1.99	0.68	2.41	1.97	4.24	3.59	2.43	7.93
NM_001184100.1	4.4	9.03	4.69	6.16	5.88	2.47	4.94	4.22	7.45	8.11	6.05	16.67
NM_001184101.1	58.46	96.22	49.28	70.03	70.37	24.84	53.17	43.88	79.51	81.1	62.03	160.77
NM_001184102.1	0.71	2.16	1.6	1.2	1.49	0.79	1.21	0.68	1.06	1.19	1.91	4.03
NM_001184103.1	4.63	7.22	4.32	4.06	4.63	1.61	3.94	3.27	6.17	6.41	4.92	10.6
NM_001184104.1	0.05	0.07	0.04	0.02	0.03	0.0	0.02	0.02	0.04	0.05	0.09	0.12
NM_001184105.1	11.78	20.16	10.48	12.7	12.49	4.25	7.6	7.14	10.46	12.21	10.25	22.21
NM_001184106.1	7.85	13.88	6.46	5.18	4.35	2.13	4.72	4.11	5.78	3.58	2.81	8.4
NM_001184107.1	132.43	206.76	116.7	155.78	146.16	59.75	102.17	87.66	162.09	147.83	103.49	293.92
NM_001184108.1	4.54	11.35	4.8	6.45	6.06	3.36	6.43	5.28	9.72	9.72	6.8	15.77
NM_001184110.1	5.1	4.53	2.76	1.7	1.5	0.62	1.17	1.17	1.44	1.06	0.89	2.34
NM_001184112.1	0.56	1.9	0.85	1.6	0.63	0.34	1.31	0.18	1.25	0.93	1.57	2.0
NM_001184113.1	207.75	308.85	176.02	273.45	290.82	99.76	212.97	176.67	305.71	328.55	252.31	649.4
NM_001184114.1	22.53	37.35	22.0	27.68	23.91	9.67	16.38	13.89	25.57	25.91	20.16	50.4
NM_001184115.1	10.23	18.37	8.17	10.31	8.2	4.14	5.15	6.19	8.77	10.22	7.24	18.45
NM_001184116.1	19.56	31.54	17.51	23.74	22.95	9.73	16.76	14.25	25.29	25.02	18.36	50.8
NM_001184117.1	58.6	93.47	58.25	93.61	86.09	32.95	53.22	48.57	84.68	104.23	71.59	229.84
NM_001184118.1	3.86	6.5	3.39	3.72	4.29	1.56	3.44	2.81	4.64	4.33	3.03	7.67
NM_001184119.1	8.47	14.07	6.71	9.86	8.99	4.01	6.65	6.48	10.45	9.99	7.69	20.66
NM_001184120.1	31.9	50.8	27.32	40.65	36.86	14.1	22.16	19.68	30.82	33.51	23.93	63.58
NM_001184121.1	41.29	63.17	36.92	52.58	52.57	19.81	36.34	32.01	56.34	58.28	42.49	111.19
NM_001184122.1	14.4	21.84	12.37	20.74	20.67	6.52	12.16	9.01	16.66	23.07	14.19	31.62
NM_001184123.1	1.63	2.84	1.54	2.19	1.86	0.7	1.62	1.27	2.37	2.97	2.17	6.55
NM_001184124.1	0.06	0.24	0.25	0.17	0.31	0.04	0.1	0.11	0.1	0.24	0.05	0.28
NM_001184125.1	383.34	636.18	317.54	486.1	501.92	158.62	330.63	277.92	429.06	447.77	338.09	905.16
NM_001184126.1	22.14	35.13	21.89	28.56	28.11	11.05	23.41	19.15	31.88	35.81	25.56	64.33
NM_001184127.1	0.36	0.51	0.24	0.43	0.69	0.3	0.3	0.4	0.4	0.83	0.5	1.7
NM_001184128.1	3.88	6.19	4.07	5.18	5.12	1.81	4.09	3.41	6.05	6.25	4.08	11.59
NM_001184129.1	10.55	18.86	11.11	11.47	11.93	3.93	9.54	7.25	12.28	11.54	9.09	26.02
NM_001184130.1	198.3	311.0	184.29	236.96	237.66	104.65	176.84	144.3	276.65	270.14	198.85	525.27
NM_001184131.1	29.67	43.1	24.47	40.0	40.46	13.79	27.06	24.67	44.12	46.82	35.81	94.66
NM_001184132.2	410.38	575.38	323.7	423.0	440.13	169.32	285.23	256.56	432.27	359.4	261.65	668.42
NM_001184133.1	236.93	347.98	197.52	239.85	261.21	94.7	199.73	174.36	332.32	285.95	214.68	548.8
NM_001184134.1	21.08	33.38	20.81	24.79	24.47	10.81	17.66	15.45	31.09	27.97	19.94	53.43
NM_001184137.1	16.31	23.21	13.18	18.11	18.41	7.16	12.73	11.13	22.17	23.3	17.66	46.77
NM_001184138.1	283.48	442.92	229.36	349.64	349.79	123.69	226.54	187.88	343.97	345.93	250.55	665.56
NM_001184139.1	14.18	21.53	10.98	17.54	15.89	6.85	11.92	9.57	16.44	18.0	12.63	33.64
NM_001184140.1	3376.16	4895.36	2567.83	3098.96	3020.93	1072.81	1878.81	1654.78	3048.2	2436.96	1817.73	4614.22
NM_001184142.1	20.66	37.18	18.34	33.13	31.03	11.4	20.9	18.06	29.52	37.53	24.05	67.46
NM_001184143.1	10.21	12.87	8.74	11.48	13.65	5.06	7.41	7.68	11.28	13.17	10.86	29.19
NM_001184144.1	5.13	7.09	3.96	4.23	4.75	1.74	2.85	2.56	4.59	4.96	3.43	10.08
NM_001184145.1	16.28	27.82	17.47	22.4	25.9	10.46	17.03	14.1	26.14	26.84	18.71	48.32
NM_001184146.1	2.5	6.35	3.26	4.36	4.23	1.54	3.29	2.67	4.31	4.39	3.35	9.13
NM_001184148.1	43.98	61.07	37.78	60.29	57.53	19.09	38.6	35.12	66.02	68.79	51.63	132.32
NM_001184149.1	297.07	446.67	254.93	279.06	283.08	108.86	188.53	177.87	332.13	259.19	185.44	462.52
NM_001184151.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.07	0.04	0.0	0.14
NM_001184152.1	7.74	14.01	8.59	10.01	9.87	3.84	7.11	6.25	11.19	10.77	6.67	18.91
NM_001184153.1	15.57	24.51	15.95	16.95	18.14	7.37	13.7	11.68	16.76	19.05	15.53	40.55
NM_001184154.1	6.53	13.29	6.62	8.22	8.91	3.51	7.58	6.07	10.33	8.68	6.68	17.3
NM_001184155.1	31.9	44.31	26.61	46.09	50.28	19.86	37.69	35.54	63.37	63.47	45.03	127.04
NM_001184157.1	54.56	91.08	55.1	41.69	43.01	15.04	30.58	27.66	44.1	28.88	22.51	64.98
NM_001184158.1	1.51	4.38	1.96	2.35	2.27	0.9	1.5	1.28	2.55	3.49	3.03	6.66
NM_001184159.1	220.94	325.07	177.86	256.84	251.15	91.51	149.26	133.58	235.29	241.38	175.6	439.09
NM_001184160.1	169.47	269.33	143.37	217.82	228.3	80.66	148.53	134.05	238.57	254.61	187.11	491.34
NM_001184162.1	44.83	66.61	34.96	49.22	54.74	17.05	38.34	35.32	54.6	54.2	35.19	98.78
NM_001184163.1	2.52	5.47	3.0	3.91	4.4	2.13	3.12	2.94	5.22	5.47	3.0	10.31
NM_001184164.1	13.47	20.06	14.08	16.29	15.12	8.33	11.54	10.82	17.85	20.02	13.64	31.91
NM_001184165.1	2.02	4.41	2.47	2.55	2.79	1.17	1.91	1.68	2.91	2.69	2.63	5.63
NM_001184166.1	339.56	533.49	321.77	504.21	509.99	204.12	395.52	327.36	582.79	522.02	372.22	1052.55
NM_001184167.1	7.63	13.62	7.43	9.81	9.27	3.06	6.85	5.74	9.73	9.0	5.81	16.58
NM_001184168.1	8.08	11.0	7.61	6.74	8.01	3.61	6.77	4.77	10.48	9.77	5.57	14.96
NM_001184169.1	50.9	80.15	60.66	39.38	41.11	11.93	25.6	23.85	39.12	28.61	21.1	54.68
NM_001184170.1	88.09	148.77	82.61	84.87	88.25	30.02	62.51	51.35	85.32	77.3	55.97	154.85
NM_001184171.1	502.26	744.88	434.59	514.54	511.03	219.45	369.54	318.01	577.5	487.43	352.02	1027.85
NM_001184172.1	26.38	41.02	21.06	36.14	34.52	13.04	21.08	20.63	35.89	39.74	28.51	77.08
NM_001184175.1	0.0	0.12	0.06	0.21	0.14	0.1	0.04	0.13	0.15	0.27	0.38	0.5
NM_001184176.1	13.15	16.57	12.74	15.79	14.42	6.62	8.33	7.68	14.36	13.81	13.08	30.32
NM_001184177.1	22043.68	32817.09	16983.66	21921.04	22635.53	8214.22	15106.11	12920.77	24636.13	19526.01	14273.87	39035.53
NM_001184178.1	3.79	6.96	5.57	5.82	5.14	2.17	4.09	2.79	6.32	6.26	4.14	14.79
NM_001184179.1	17.61	31.86	21.07	23.07	24.37	10.71	19.42	14.6	26.13	28.52	21.9	47.31
NM_001184180.1	2.53	3.97	1.64	3.7	4.07	1.27	2.62	1.95	4.41	4.91	2.9	8.89
NM_001184181.1	5.39	6.57	4.28	5.14	5.82	2.53	3.94	4.26	6.82	7.71	4.98	15.38
NM_001184182.1	2.47	4.61	2.94	2.2	2.63	0.9	3.16	2.17	3.99	3.96	2.53	6.44
NM_001184183.1	48.42	72.98	42.25	87.5	88.22	31.54	52.7	46.65	77.05	98.44	75.45	194.24
NM_001184185.1	93.03	146.05	81.29	139.32	135.34	50.9	93.15	79.86	140.37	162.75	118.62	317.66
NM_001184186.1	14.87	24.57	13.9	19.43	18.93	7.76	13.21	11.14	20.12	20.52	14.31	43.14
NM_001184188.1	12.61	22.49	12.22	13.79	12.43	5.47	10.19	8.77	14.06	11.96	9.1	26.5
NM_001184190.1	4.37	5.51	3.84	5.64	6.19	2.84	4.18	3.26	6.98	8.15	6.03	16.25
NM_001184191.1	26.66	46.71	23.85	44.59	41.04	17.4	30.74	23.09	42.5	52.03	43.9	95.21
NM_001184192.1	4.14	6.74	3.68	4.78	4.47	1.81	3.08	2.91	4.87	5.1	3.64	11.38
NM_001184193.1	0.15	0.0	0.0	0.27	0.0	0.0	0.36	0.0	0.0	0.44	0.37	0.7
NM_001184194.2	15.48	26.97	15.4	21.5	20.03	8.09	14.44	12.29	20.36	22.11	15.07	42.58
NM_001184195.1	33.18	59.7	31.33	38.32	42.27	15.62	28.39	22.23	40.41	40.32	31.95	78.12
NM_001184197.1	48.92	66.88	38.86	54.05	47.08	19.62	34.01	22.97	42.09	46.13	35.09	83.23
NM_001184198.1	16.93	36.83	17.38	27.36	22.69	7.89	13.48	12.47	20.16	22.32	15.79	40.45
NM_001184199.1	3571.88	5507.57	2636.45	3735.52	3666.97	1253.91	2271.52	1973.82	3619.58	3033.13	2127.66	5732.6
NM_001184200.1	162.98	258.13	148.83	292.08	275.83	111.98	191.37	165.13	286.32	364.67	255.52	684.5
NM_001184201.1	8.23	14.55	6.51	11.72	8.69	4.15	6.17	5.85	10.32	10.8	7.65	24.44
NM_001184202.1	9.63	15.02	10.18	10.76	9.59	3.67	8.44	7.34	11.78	10.91	7.77	22.13
