gene_id	SRR1944912.genes.results	SRR1944913.genes.results	SRR1944914.genes.results	SRR1944915.genes.results	SRR1944916.genes.results	SRR1944917.genes.results
Q0020	0.0	0.0	0.0	0.0	0.0	0.0
Q0045	0.39	0.94	0.69	1.07	0.56	0.32
Q0050	0.56	0.66	0.69	0.37	0.09	0.54
Q0055	0.26	0.22	0.35	0.12	0.21	0.16
Q0060	0.0	0.16	0.0	0.05	0.0	0.0
Q0065	0.0	0.16	0.25	0.05	0.05	0.08
Q0070	0.07	0.2	0.0	0.0	0.05	0.0
Q0075	0.39	0.0	0.17	0.0	0.15	0.0
Q0080	1.39	2.32	1.08	3.39	1.59	0.58
Q0085	1.29	2.67	0.83	1.61	1.53	0.76
Q0105	0.99	1.36	0.31	1.3	0.51	0.37
Q0110	0.0	0.0	0.2	0.07	0.08	0.0
Q0115	0.0	0.06	0.0	0.0	0.17	0.11
Q0120	0.0	0.1	0.07	0.11	0.14	0.0
Q0130	10.59	14.18	7.33	12.84	4.31	6.65
Q0140	0.35	0.21	0.16	0.33	0.28	0.58
Q0158	0.0	0.0	0.0	0.0	0.0	0.0
Q0160	0.0	0.07	0.13	0.14	0.08	0.0
Q0250	1.72	2.55	0.49	4.27	2.08	1.43
Q0255	0.0	0.11	0.07	0.0	0.12	0.0
Q0275	0.95	2.27	0.57	2.57	1.21	1.58
Q0285	0.0	0.0	0.0	0.0	0.0	0.0
YAL001C	7.65	8.39	8.51	9.71	9.06	9.58
YAL002W	2.96	3.48	3.85	3.49	2.86	3.7
YAL003W	4514.21	4502.79	3890.42	4164.05	4012.76	3838.35
YAL005C	1625.45	1697.42	1994.1	2215.16	2095.04	2034.81
YAL007C	155.28	172.3	173.12	151.37	164.79	154.69
YAL008W	38.98	43.88	47.64	57.33	58.44	57.6
YAL009W	9.96	9.93	8.63	12.38	11.81	13.35
YAL010C	7.29	7.16	6.4	8.06	8.16	7.49
YAL011W	5.3	5.27	5.92	5.79	4.87	5.4
YAL012W	806.27	789.9	750.09	736.11	778.63	837.95
YAL013W	19.05	20.95	18.65	25.12	20.89	26.32
YAL014C	23.15	24.16	25.2	28.4	29.7	24.8
YAL015C	6.41	7.59	7.47	8.4	8.19	8.46
YAL016W	108.3	116.25	109.41	134.64	129.06	122.43
YAL017W	10.48	9.69	11.35	11.16	10.16	11.86
YAL018C	0.12	0.05	0.09	0.15	0.0	0.0
YAL019W	23.4	24.86	23.88	26.82	25.56	27.33
YAL020C	10.5	9.99	10.39	9.96	11.13	15.92
YAL021C	43.65	45.95	40.78	42.49	42.23	47.23
YAL022C	30.46	32.49	31.08	34.37	34.77	36.64
YAL023C	149.07	151.64	153.36	135.64	128.81	143.61
YAL024C	3.4	3.75	3.44	4.04	3.84	3.76
YAL025C	92.1	91.23	103.51	99.36	104.13	92.9
YAL026C	15.55	15.54	15.92	17.17	14.83	16.15
YAL027W	8.0	8.21	9.39	9.03	10.14	9.25
YAL028W	1.98	1.69	1.6	1.55	1.5	2.14
YAL029C	12.6	13.36	13.31	12.37	12.92	13.67
YAL030W	86.5	104.16	103.17	121.3	115.59	144.82
YAL031C	5.54	6.04	6.38	8.03	7.57	7.37
YAL032C	13.32	12.43	10.97	12.3	11.93	13.51
YAL033W	41.7	42.46	46.48	43.95	48.32	55.08
YAL034C	0.68	0.53	0.68	1.34	1.37	0.8
YAL034W-A	8.9	8.99	9.58	8.53	8.88	6.8
YAL035W	282.62	290.55	277.47	338.68	322.56	332.34
YAL036C	146.54	148.98	156.49	219.0	227.47	240.54
YAL037C-A	1.0	2.08	4.66	1.22	1.82	0.83
YAL037W	0.81	0.68	1.61	0.6	0.67	0.49
YAL038W	9913.28	9418.09	9477.91	9106.77	9253.9	9613.61
YAL039C	24.27	22.4	25.65	28.36	25.2	34.13
YAL040C	12.02	12.1	11.56	9.17	8.42	8.98
YAL041W	17.17	20.3	17.97	18.89	19.34	20.64
YAL042W	115.5	111.44	117.04	137.62	136.53	147.75
YAL043C	21.88	22.29	20.9	22.76	21.46	25.76
YAL044C	325.43	292.38	288.93	370.87	407.81	423.14
YAL044W-A	67.26	78.41	72.23	67.88	66.79	68.59
YAL046C	58.01	59.46	60.09	57.59	59.6	71.98
YAL047C	6.75	7.74	6.3	7.64	7.18	6.88
YAL048C	6.32	6.0	6.97	7.83	7.61	6.87
YAL049C	65.25	73.0	67.8	81.62	83.96	73.57
YAL051W	8.66	8.83	9.87	11.02	10.84	9.83
YAL053W	33.76	33.8	35.14	35.31	35.11	36.96
YAL054C	0.65	1.28	0.88	0.92	0.99	0.7
YAL055W	9.99	11.15	17.21	10.32	9.33	10.68
YAL056W	4.45	4.73	5.66	5.76	5.46	5.76
YAL058W	12.21	11.33	13.01	12.81	13.17	14.98
YAL059W	64.24	65.7	71.27	61.53	63.6	55.66
YAL060W	56.27	54.23	52.79	68.29	63.27	64.9
YAL061W	7.05	4.66	9.7	9.49	7.59	14.86
YAL062W	0.97	1.07	1.72	1.72	1.09	1.46
YAL063C	0.74	0.22	0.6	0.33	0.28	0.65
YAL063C-A	0.0	0.16	0.0	0.0	0.0	0.32
YAL064C-A	0.0	0.0	0.0	0.0	0.0	0.0
YAL064W	0.0	0.0	0.0	0.0	0.0	0.0
YAL064W-B	0.16	0.13	0.24	0.17	0.19	0.0
YAL065C	0.29	0.7	0.32	0.16	0.03	0.0
YAL067C	0.14	0.23	0.11	0.25	0.28	0.17
YAL067W-A	0.0	0.0	0.0	0.0	0.0	0.0
YAL068C	0.0	0.0	0.0	0.0	0.0	0.0
YAR002C-A	237.53	247.65	268.76	245.09	256.63	265.11
YAR002W	58.25	57.48	55.26	57.78	53.71	53.36
YAR003W	12.31	12.67	13.08	13.01	14.47	11.59
YAR007C	62.37	64.47	65.46	75.53	73.0	70.0
YAR008W	14.71	13.58	16.4	15.37	15.48	13.91
YAR009C	0.22	0.2	0.26	0.14	0.17	0.31
YAR010C	0.05	0.04	0.14	0.11	0.08	0.15
YAR014C	24.42	26.79	22.7	29.09	24.53	23.42
YAR015W	196.69	174.93	132.7	125.62	137.75	100.3
YAR018C	10.41	11.99	10.52	13.42	13.3	14.26
YAR019C	3.4	3.51	3.34	4.42	3.6	4.04
YAR020C	0.0	0.26	0.61	0.38	0.27	0.0
YAR023C	0.43	0.72	0.84	0.26	0.49	0.54
YAR027W	39.89	42.28	40.29	40.94	40.07	36.18
YAR028W	25.28	25.94	26.08	26.08	26.16	25.74
YAR029W	0.24	0.81	0.75	0.59	0.0	0.4
YAR031W	5.7	7.03	8.93	5.74	6.3	6.68
YAR033W	17.64	16.89	16.9	15.57	15.33	17.01
YAR035C-A	0.0	0.0	0.0	0.0	0.0	0.92
YAR035W	1.09	0.94	1.37	1.37	1.75	1.56
YAR042W	12.44	11.52	14.35	10.07	11.02	11.94
YAR050W	0.0	0.08	0.14	0.2	0.03	0.08
YAR061W	0.0	0.0	0.0	0.0	0.0	0.0
YAR064W	0.0	0.0	0.14	0.0	0.0	0.0
YAR066W	0.02	0.0	5.22	0.0	0.0	3.81
YAR068W	0.0	1.05	0.0	0.31	0.33	1.01
YAR071W	43.1	52.4	53.55	7.57	10.7	2.18
YBL001C	235.45	244.93	278.18	312.06	300.15	319.43
YBL002W	1468.54	1500.05	1546.75	1318.14	1418.02	1358.01
YBL003C	1150.81	1149.6	1197.54	1121.45	1138.11	1074.43
YBL004W	28.97	31.68	28.88	30.58	27.89	28.81
YBL005W	3.85	3.71	6.24	4.24	3.31	6.24
YBL005W-A	53.68	58.0	43.61	65.59	71.17	67.06
YBL005W-B	0.85	0.62	0.62	0.54	0.58	0.63
YBL006C	48.77	53.23	55.8	48.2	51.96	49.32
YBL007C	97.09	102.22	84.41	98.08	84.17	92.12
YBL008W	7.68	8.84	10.11	9.2	9.41	9.36
YBL008W-A	0.0	0.81	0.53	2.17	2.56	2.97
YBL009W	21.29	23.07	23.89	19.6	17.95	18.41
YBL010C	13.4	15.71	13.38	14.07	16.06	12.62
YBL011W	21.45	22.35	21.02	17.55	16.21	16.03
YBL013W	5.18	5.55	6.04	5.07	3.96	4.46
YBL014C	2.25	3.63	3.85	4.42	4.36	4.58
YBL015W	18.93	19.66	19.62	18.53	17.44	17.6
YBL016W	30.35	31.96	36.04	30.96	33.46	35.22
YBL017C	45.72	48.36	48.49	48.14	49.34	44.22
YBL018C	52.12	53.4	72.22	62.04	58.48	59.52
YBL019W	3.56	3.46	4.45	4.57	4.45	3.27
YBL020W	16.71	17.78	19.1	15.32	15.4	13.83
YBL021C	21.17	27.91	25.32	35.24	37.75	35.11
YBL022C	51.38	53.03	52.77	81.89	73.51	81.89
YBL023C	19.3	23.12	23.54	21.56	19.09	22.2
YBL024W	129.75	133.07	143.82	128.44	125.88	133.76
YBL025W	17.88	20.91	19.63	25.16	20.92	23.11
YBL026W	193.33	196.25	241.3	134.6	173.5	177.13
YBL027W	3768.17	3733.73	3501.02	3690.89	3728.52	3505.15
YBL028C	220.23	230.34	249.44	226.41	222.43	228.21
YBL029C-A	25.96	30.71	24.6	22.57	23.21	17.49
YBL029W	3.87	4.4	3.88	3.97	4.02	3.16
YBL030C	389.53	420.94	406.4	477.37	482.26	474.01
YBL031W	10.53	9.75	9.51	11.35	10.54	8.28
YBL032W	140.91	140.17	140.71	116.02	114.9	119.97
YBL033C	29.82	31.28	34.97	32.73	34.37	36.39
YBL034C	7.97	8.61	8.76	9.11	8.84	8.61
YBL035C	22.52	22.26	20.82	25.11	23.67	21.42
YBL036C	88.31	102.31	100.87	122.31	120.98	115.85
YBL037W	11.76	11.4	13.16	14.1	11.9	15.16
YBL038W	35.47	36.12	40.45	48.56	45.79	42.26
YBL039C	267.06	273.76	264.64	249.09	244.32	235.72
YBL039W-B	10.23	11.99	11.84	10.0	13.65	17.01
YBL040C	110.47	118.15	117.8	129.05	138.43	123.91
YBL041W	237.84	249.44	256.2	224.98	222.55	224.55
YBL042C	41.05	43.14	40.22	33.61	31.16	34.53
YBL043W	0.31	0.19	0.95	0.31	0.98	0.89
YBL044W	0.31	0.0	0.72	0.5	0.42	1.02
YBL045C	77.23	86.75	77.62	122.89	124.08	112.98
YBL046W	12.99	14.76	15.18	18.94	17.65	17.75
YBL047C	82.11	84.95	73.37	107.12	93.36	95.41
YBL048W	0.54	2.41	1.12	1.9	2.14	0.9
YBL049W	0.69	1.27	1.5	1.01	1.64	1.83
YBL050W	97.57	102.47	90.69	105.05	107.2	97.64
YBL051C	59.59	64.42	56.09	84.32	73.89	81.33
YBL052C	3.66	3.27	4.13	3.95	3.83	3.59
YBL054W	28.78	28.87	31.45	25.09	26.65	27.53
YBL055C	18.14	16.59	18.16	14.7	15.62	16.57
YBL056W	77.95	76.9	86.37	85.05	83.81	85.97
YBL057C	56.41	55.92	62.22	62.27	61.51	66.46
YBL058W	145.17	149.35	127.39	214.77	208.13	198.07
YBL059C-A	52.79	55.9	65.92	64.82	63.28	71.71
YBL059W	10.06	10.94	10.79	14.91	14.81	14.67
YBL060W	5.18	5.57	6.31	7.0	6.32	6.19
YBL061C	22.28	24.05	20.68	24.75	22.25	22.7
YBL063W	5.25	6.01	5.8	6.16	5.32	5.79
YBL064C	66.94	64.93	63.01	97.71	97.75	92.14
YBL066C	3.33	2.95	3.2	3.48	3.85	3.67
YBL067C	14.36	17.1	16.85	14.5	13.27	14.27
YBL068W	76.16	73.07	73.88	79.97	81.97	78.51
YBL069W	35.7	36.45	33.73	36.83	33.4	33.31
YBL071C	0.94	0.63	0.59	0.6	0.34	0.0
YBL071C-B	1.9	1.59	0.74	0.0	1.74	0.79
YBL071W-A	152.83	156.11	134.72	159.27	183.8	137.53
YBL072C	4464.19	4295.01	3919.24	3676.37	3821.32	3590.72
YBL074C	8.25	10.1	11.77	10.0	9.74	10.78
YBL075C	0.81	1.48	0.53	3.4	2.76	1.49
YBL076C	345.77	348.16	353.17	406.59	379.23	382.7
YBL078C	21.94	26.01	21.93	40.96	39.55	33.75
YBL079W	19.32	20.73	21.78	23.72	22.92	25.17
YBL080C	5.06	4.08	4.4	4.82	4.76	4.8
YBL081W	28.43	30.11	31.27	27.08	30.77	34.57
YBL082C	24.78	23.35	24.16	22.46	22.53	25.74
YBL084C	5.72	6.15	6.52	5.63	6.13	6.37
YBL085W	18.24	19.56	18.04	20.46	19.07	18.15
YBL086C	13.17	12.43	11.71	18.06	18.22	16.25
YBL087C	2498.23	2520.63	2709.06	2382.17	2492.88	2608.4
YBL088C	1.0	0.82	1.24	1.06	0.93	0.87
YBL089W	11.1	10.39	12.56	11.99	13.42	12.37
YBL090W	41.69	41.47	41.92	52.08	47.0	42.51
YBL091C	127.68	133.65	134.11	114.35	115.17	116.03
YBL091C-A	18.42	18.74	22.64	16.35	19.77	22.12
YBL092W	6430.33	6354.65	5697.5	5776.7	6242.04	5018.97
YBL093C	49.49	47.59	54.15	54.33	53.85	63.16
YBL095W	5.99	5.63	6.36	4.52	4.74	3.75
YBL097W	8.35	7.93	8.26	8.72	8.96	8.67
YBL098W	19.27	20.22	19.11	22.79	24.98	21.8
YBL099W	333.67	361.23	314.75	370.89	377.04	352.82
YBL100W-A	0.15	0.03	0.3	0.29	0.11	0.38
YBL100W-B	0.04	0.2	0.2	0.12	0.18	0.15
YBL100W-C	1.23	2.05	1.91	1.0	3.37	1.36
YBL101C	9.73	10.0	9.11	11.58	11.43	12.45
YBL102W	74.55	71.22	81.62	92.95	92.48	99.01
YBL103C	15.04	14.49	13.87	14.4	13.59	14.5
YBL104C	7.25	7.23	6.91	7.43	7.39	8.59
YBL105C	13.03	15.78	16.1	17.39	16.98	16.33
YBL106C	4.47	4.73	6.66	3.47	3.84	3.23
YBL107C	22.3	24.56	26.67	29.63	30.18	30.39
YBL108C-A	0.0	0.0	0.0	0.0	0.0	0.0
YBL111C	0.0	0.0	0.0	0.0	0.0	0.0
YBL112C	0.0	0.0	0.0	0.0	0.0	0.0
YBL113C	0.0	0.02	0.0	0.02	0.03	0.0
YBR001C	12.21	13.48	11.5	15.9	14.76	13.66
YBR002C	21.98	24.94	23.53	23.7	23.25	24.39
YBR003W	18.16	21.1	19.59	18.31	19.58	19.67
YBR004C	20.81	18.47	19.56	23.05	21.01	18.92
YBR005W	10.72	13.8	12.11	16.04	17.84	13.97
YBR006W	8.25	10.15	11.44	10.9	10.71	10.24
YBR007C	8.55	8.03	8.5	9.18	8.42	7.97
YBR008C	2.28	4.12	6.74	4.73	5.07	3.83
YBR009C	1413.06	1399.77	1487.28	1686.87	1628.48	1496.2
YBR010W	1867.51	1797.96	1917.81	1822.82	1828.48	1756.38
YBR011C	1693.31	1635.59	1774.59	1524.12	1668.28	1707.95
YBR012W-A	2.14	0.89	0.17	0.58	0.07	0.91
YBR012W-B	0.61	0.54	0.52	0.47	0.5	0.44
YBR013C	19.19	23.54	24.61	26.36	26.79	28.18
YBR014C	65.98	72.15	76.05	69.03	64.87	64.68
YBR015C	58.07	61.64	61.54	61.32	61.09	67.11
YBR016W	176.15	167.79	156.29	195.34	197.92	181.31
YBR017C	50.13	51.42	53.44	58.76	57.04	60.17
YBR018C	0.11	0.18	0.34	0.53	0.65	0.45
YBR019C	0.14	0.22	0.31	0.14	0.29	0.24
YBR020W	0.0	0.0	0.0	0.0	0.0	0.0
YBR021W	8.48	9.61	8.77	6.42	6.97	7.92
YBR022W	23.68	25.39	30.38	33.5	32.53	32.92
YBR023C	24.16	26.07	25.85	28.92	28.14	29.46
YBR024W	13.49	13.22	14.63	12.81	11.79	13.3
YBR025C	761.75	783.54	775.31	807.0	786.78	726.45
YBR026C	59.75	68.17	58.5	85.18	86.13	85.18
YBR027C	0.22	0.74	1.7	0.99	1.01	0.72
YBR028C	16.71	16.04	16.08	14.88	17.4	19.1
YBR029C	50.46	56.64	55.18	56.99	51.37	60.45
YBR030W	9.56	9.4	8.73	11.85	12.4	12.44
YBR031W	4099.5	3955.28	3566.59	3386.04	3486.49	3390.79
YBR032W	0.0	0.0	0.0	0.3	0.51	0.0
YBR033W	0.24	0.35	0.27	0.2	0.14	0.04
YBR034C	107.18	109.15	111.58	101.44	99.79	105.05
YBR035C	140.15	147.06	141.14	144.89	143.03	138.88
YBR036C	79.6	74.79	84.69	91.63	88.84	102.26
YBR037C	27.64	25.77	22.22	31.36	29.37	31.23
YBR038W	43.7	45.12	44.05	48.14	47.28	50.17
YBR039W	165.39	188.22	181.1	231.67	242.67	197.17
YBR040W	0.2	0.61	0.41	0.65	0.36	1.1
YBR041W	27.13	29.78	28.59	29.44	30.5	32.7
YBR042C	25.62	28.86	29.65	26.68	26.08	27.0
YBR043C	3.67	3.78	4.06	3.63	3.83	5.15
YBR044C	5.5	4.28	4.11	4.25	4.83	3.79
YBR045C	0.66	0.9	0.98	0.67	0.61	0.58
YBR046C	36.66	39.3	39.04	40.37	38.29	37.65
YBR047W	14.78	14.96	15.95	15.18	16.04	16.64
YBR048W	3093.56	3075.58	2711.26	2628.1	2882.72	2497.39
YBR049C	51.37	55.12	43.16	55.66	47.69	50.45
YBR050C	0.76	1.13	0.55	0.77	0.65	0.68
YBR052C	105.86	103.52	130.1	131.12	136.59	144.19
YBR053C	41.12	44.71	47.4	26.73	25.84	27.09
YBR054W	35.68	44.18	48.1	21.03	16.14	17.17
YBR055C	8.89	12.13	10.42	11.16	9.94	10.91
YBR056W	28.56	31.46	31.05	35.7	34.42	37.39
YBR056W-A	8.77	8.68	7.45	11.26	9.98	11.49
YBR057C	21.89	24.48	21.08	25.41	25.98	22.82
YBR058C	31.9	34.17	32.09	36.03	37.47	37.7
YBR058C-A	224.42	235.65	263.5	301.16	316.97	365.96
YBR059C	22.97	23.67	24.59	30.26	26.17	31.02
YBR060C	15.33	16.67	14.77	15.64	13.92	15.03
YBR061C	45.03	44.97	45.64	42.6	43.26	42.27
YBR062C	34.91	36.68	45.27	42.78	44.88	44.16
YBR063C	0.05	0.12	0.08	0.4	0.18	0.25
YBR065C	14.29	14.89	17.36	16.54	16.76	16.59
YBR066C	26.03	33.46	31.77	25.18	24.12	24.29
YBR067C	463.84	446.35	538.03	347.54	374.71	513.19
YBR068C	111.44	123.84	113.48	166.99	160.18	148.79
YBR069C	1.43	1.5	1.77	1.81	1.49	2.32
YBR070C	22.84	22.44	25.09	19.88	20.65	18.65
YBR071W	43.63	53.23	51.32	61.43	64.23	62.81
YBR072C-A	0.96	0.8	0.0	0.78	0.59	1.06
YBR072W	24.99	23.51	32.62	38.25	34.6	24.18
YBR073W	20.48	22.06	23.89	27.54	26.83	28.04
YBR074W	27.81	30.91	29.6	27.76	26.85	26.53
YBR076W	0.23	0.14	0.26	0.46	0.0	0.19
YBR077C	55.26	59.65	52.19	71.17	81.43	54.06
YBR078W	1758.64	1800.66	1668.89	1541.49	1547.1	1560.58
YBR079C	188.05	181.32	180.65	175.12	154.62	179.29
YBR080C	78.85	83.0	79.25	88.01	87.95	78.88
YBR081C	8.89	9.54	8.8	9.97	9.85	9.37
YBR082C	830.15	820.99	899.56	824.85	918.69	928.12
YBR083W	29.83	38.74	30.64	29.41	30.29	34.21
YBR084C-A	2867.19	2914.18	2671.65	2980.49	3063.82	2803.59
YBR084W	115.32	118.41	114.23	112.48	117.96	108.73
YBR085C-A	114.17	127.87	156.78	212.01	202.47	200.55
YBR085W	12.78	12.92	16.46	13.3	9.68	10.48
YBR086C	62.08	70.9	65.82	59.45	57.39	57.77
YBR087W	36.45	39.27	43.64	36.56	37.84	36.24
YBR088C	151.32	152.01	167.53	153.61	158.83	169.78
YBR089C-A	189.3	189.52	161.21	176.45	174.53	143.62
YBR090C	1.38	1.1	0.0	0.0	0.0	2.18
YBR091C	51.59	46.61	40.67	51.47	57.34	44.78
YBR092C	170.65	179.48	201.92	196.95	210.88	225.81
YBR093C	50.1	45.3	46.01	5.63	6.91	2.2
YBR094W	19.55	21.94	22.02	22.75	20.12	20.52
YBR095C	14.62	17.42	16.87	20.89	18.43	18.74
YBR096W	89.59	102.93	100.9	114.08	108.76	106.26
YBR097W	4.28	4.28	4.84	4.03	4.13	4.67
YBR098W	2.81	3.45	3.68	4.05	3.5	4.46
YBR101C	108.65	111.26	109.0	153.9	148.5	125.74
YBR102C	15.46	19.69	17.93	23.36	21.65	19.45
YBR103W	10.8	11.78	12.51	15.13	14.2	13.08
YBR104W	29.41	32.9	41.12	26.26	28.04	26.1
YBR105C	10.4	11.43	11.55	13.27	12.68	15.59
YBR106W	791.59	763.32	800.47	664.67	715.6	776.21
YBR107C	5.69	3.83	4.74	5.55	5.13	5.05
YBR108W	11.77	14.29	10.38	13.44	11.83	12.8
YBR109C	602.49	580.41	602.15	571.91	597.69	564.83
YBR110W	25.13	28.06	28.38	31.92	33.13	31.79
YBR111C	136.46	143.82	136.09	156.36	145.29	148.54
YBR111W-A	58.8	56.26	59.31	55.52	47.66	48.96
YBR112C	39.96	37.87	36.75	37.64	31.03	38.83
YBR114W	3.51	4.12	4.74	5.05	5.01	5.09
YBR115C	82.57	80.43	74.87	148.57	131.38	134.48
YBR117C	0.42	0.32	0.46	0.44	0.6	0.74
YBR118W	12571.15	12398.58	13377.53	11780.55	11850.51	12900.94
YBR119W	15.15	14.18	16.63	12.71	12.27	12.33
YBR120C	18.62	23.62	26.56	28.58	23.42	32.04
YBR121C	342.91	345.35	386.29	342.0	326.59	357.54
YBR122C	57.3	57.82	61.61	84.43	82.02	83.39
YBR123C	14.0	16.33	17.85	19.56	16.95	16.95
YBR125C	17.33	16.8	21.17	22.18	24.25	26.6
YBR126C	127.12	127.77	127.56	177.71	181.19	172.98
YBR126W-A	401.45	382.34	418.47	396.55	427.17	453.88
YBR127C	656.67	651.42	658.46	703.55	689.61	661.28
YBR128C	1.27	2.08	2.52	1.7	1.96	1.44
YBR129C	19.44	19.42	19.58	21.01	22.47	18.56
YBR130C	39.33	41.2	36.39	45.26	40.46	38.53
YBR131W	5.14	4.95	5.27	6.48	5.36	5.52
YBR132C	11.17	11.24	12.04	13.78	13.14	14.73
YBR133C	12.23	12.37	12.91	10.72	11.76	9.94
YBR135W	79.45	75.03	80.57	63.29	69.61	70.83
YBR136W	2.5	2.18	2.72	2.31	2.11	2.13
YBR137W	51.94	62.36	62.31	69.65	66.45	64.62
YBR138C	7.87	8.9	9.55	10.35	9.05	8.52
YBR139W	40.84	46.24	51.48	47.5	47.84	56.94
YBR140C	5.87	5.93	6.73	5.83	5.17	6.3
YBR141C	13.98	13.28	15.87	20.32	19.9	19.84
YBR142W	35.9	37.92	39.34	38.83	40.49	42.46
YBR143C	337.65	361.92	330.18	397.12	372.72	335.72
YBR144C	0.0	0.15	0.55	0.29	0.0	0.3
YBR145W	8.22	7.41	8.38	10.76	9.33	8.64
YBR146W	43.47	45.3	48.15	41.99	42.53	42.24
YBR147W	0.8	1.18	0.21	0.82	0.92	0.55
YBR148W	0.5	1.41	1.03	0.81	1.0	0.77
YBR149W	142.92	151.33	143.59	162.39	152.77	162.56
YBR150C	3.97	4.56	3.87	4.23	3.96	4.05
YBR151W	89.91	109.15	96.73	102.82	101.98	90.89
YBR152W	8.5	10.24	8.67	9.41	7.27	10.81
YBR153W	10.87	9.23	12.89	13.04	15.08	13.87
YBR154C	223.57	248.31	266.45	232.34	227.13	223.76
YBR155W	57.82	60.37	57.23	60.51	56.4	56.07
YBR156C	5.88	6.89	6.8	7.81	7.17	7.24
YBR157C	14.58	18.6	16.8	14.89	15.24	11.38
YBR158W	46.28	50.13	50.91	51.34	55.13	50.46
YBR159W	119.01	131.92	142.03	119.51	116.84	127.19
YBR160W	51.03	50.88	55.47	56.0	51.25	51.17
YBR161W	12.31	15.41	12.12	11.88	11.83	12.39
YBR162C	456.38	456.99	476.08	342.39	363.04	339.53
YBR162W-A	352.59	355.22	380.01	442.19	435.61	431.96
YBR163W	3.65	3.69	3.32	3.51	3.81	2.97
YBR164C	132.0	146.06	150.34	179.14	178.31	178.98
YBR165W	14.4	19.09	20.5	20.43	18.83	20.43
YBR166C	35.4	40.47	39.51	39.12	36.81	41.2
YBR167C	18.88	18.53	26.2	21.68	20.74	19.6
YBR168W	4.89	4.18	6.32	5.05	4.87	5.53
YBR169C	14.68	15.51	16.81	9.69	9.86	8.98
YBR170C	33.71	33.05	38.19	43.19	41.95	43.44
YBR171W	110.46	128.23	121.47	154.17	152.94	154.37
YBR172C	28.56	29.67	27.76	34.32	28.77	32.24
YBR173C	190.15	177.28	183.6	179.64	184.73	193.79
YBR175W	15.37	15.92	16.55	24.41	22.56	21.49
YBR176W	25.11	24.05	24.61	25.72	26.09	23.69
YBR177C	55.03	59.08	60.53	89.41	93.07	84.79
YBR179C	9.63	10.76	11.24	10.12	9.13	10.17
YBR180W	0.67	0.68	0.6	0.34	0.42	0.58
YBR181C	3517.03	3244.82	3353.55	3031.46	3106.02	3337.5
YBR182C	1.37	1.49	1.03	1.34	1.18	0.95
YBR182C-A	0.55	0.69	0.85	1.11	1.5	0.91
YBR183W	4.9	6.25	6.44	9.1	9.87	10.09
YBR184W	1.81	2.61	2.33	1.72	2.21	1.46
YBR185C	25.78	23.25	23.96	26.95	29.28	30.71
YBR186W	0.61	0.48	0.5	0.64	0.55	0.24
YBR187W	131.5	135.21	137.43	153.38	157.47	159.98
YBR188C	34.09	30.01	29.16	28.2	27.82	31.53
YBR189W	5000.08	4870.04	4686.55	4688.27	4874.93	4423.45
YBR191W	4753.48	4559.87	4579.49	4187.19	4307.9	4233.88
YBR192W	18.36	20.91	21.8	20.56	20.46	20.07
YBR193C	21.49	24.08	26.05	21.93	22.29	22.09
YBR194W	11.63	17.67	15.47	22.8	24.07	20.81
YBR195C	12.95	12.66	15.11	15.41	13.91	15.24
YBR196C	1668.86	1608.65	1764.47	1617.71	1619.37	1814.43
YBR196C-A	0.0	0.0	0.0	0.0	0.0	0.0
YBR196C-B	0.45	1.52	2.12	0.37	2.08	0.0
YBR197C	18.54	19.21	15.82	18.62	18.68	21.63
YBR198C	29.71	30.84	26.87	43.4	37.89	42.03
YBR199W	47.95	50.88	53.09	55.34	51.52	47.82
YBR200W	20.83	22.57	25.45	22.97	22.74	21.36
YBR200W-A	0.0	0.26	0.0	0.51	0.86	0.0
YBR201C-A	7.87	8.13	8.17	7.69	9.61	10.03
YBR201W	13.31	14.16	16.82	16.49	17.92	14.55
YBR202W	26.06	26.69	28.14	27.94	27.47	30.44
YBR203W	0.94	0.9	1.26	0.61	0.88	0.8
YBR204C	12.82	14.56	14.8	13.65	14.49	16.3
YBR205W	91.14	89.21	104.61	82.4	85.7	92.92
YBR207W	35.29	36.26	33.6	38.75	38.36	36.72
YBR208C	4.6	4.38	5.76	7.19	5.57	7.48
YBR209W	5.83	6.65	5.22	7.05	8.73	4.11
YBR210W	39.14	33.77	40.45	36.02	39.84	46.01
YBR211C	13.3	14.77	14.29	14.22	15.35	14.52
YBR212W	36.54	37.63	35.33	41.8	43.78	43.65
YBR213W	10.59	11.33	16.35	10.21	11.32	13.72
YBR214W	19.2	16.9	16.14	23.03	20.3	22.75
YBR215W	14.86	18.11	13.3	18.07	15.85	17.0
YBR216C	15.44	14.08	16.03	14.75	14.74	15.34
YBR217W	8.54	8.19	7.13	9.16	6.48	7.77
YBR218C	60.49	59.11	64.84	64.85	64.81	65.16
YBR219C	0.0	0.0	0.0	0.0	0.0	0.0
YBR220C	18.49	20.41	19.12	17.75	16.76	19.12
YBR221C	371.56	380.2	407.76	315.83	339.89	369.73
YBR221W-A	0.45	0.38	0.0	0.0	0.83	0.0
YBR222C	58.02	60.14	63.33	57.18	59.49	66.66
YBR223C	2.55	3.28	3.57	3.56	4.19	3.31
YBR225W	5.52	5.96	5.29	6.04	5.69	4.93
YBR227C	19.76	18.87	21.28	18.87	18.73	18.7
YBR228W	6.71	5.84	6.99	8.6	7.86	6.91
YBR229C	29.99	31.82	31.63	33.44	33.54	34.67
