gene_id	SRR1944912.genes.results	SRR1944913.genes.results	SRR1944914.genes.results	SRR1944915.genes.results	SRR1944916.genes.results	SRR1944917.genes.results
YDR529C	923.0	1259.0	676.0	1313.0	1455.0	719.0
YDR530C	197.0	201.0	107.0	161.0	123.0	63.0
YDR531W	848.0	1019.0	555.0	1358.0	1247.0	650.0
YDR532C	110.0	156.0	95.0	184.0	124.0	79.0
YDR533C	568.0	641.0	425.0	659.0	647.0	302.0
YDR534C	1869.87	746.03	257.0	980.0	407.02	411.0
YDR536W	7.0	5.0	2.0	7.0	10.0	6.0
YDR538W	165.0	207.0	124.0	111.0	101.0	47.0
YDR539W	633.0	792.0	412.0	534.0	490.0	266.0
YDR540C	36.0	40.0	18.0	31.0	29.0	20.0
YDR541C	98.0	106.0	52.0	178.0	155.0	99.0
YDR542W	0.0	0.0	0.0	0.47	0.0	0.0
YDR545W	5.0	9.33	6.67	9.67	10.33	7.0
YEL001C	2548.0	3260.0	1959.0	3599.0	2993.0	1716.0
YEL002C	3762.0	4982.0	2615.0	5432.0	5027.0	2584.0
YEL003W	774.0	984.0	572.0	779.0	568.0	313.0
YEL004W	154.0	223.0	99.0	171.0	163.0	94.0
YEL005C	54.0	90.0	45.0	87.0	74.0	32.0
YEL006W	249.0	309.0	138.0	318.0	224.0	152.0
YEL007W	1369.0	1596.0	860.0	1418.0	1324.0	668.68
YEL008W	8.0	9.0	7.0	8.0	9.0	5.0
YEL009C	370.0	444.0	260.0	1251.0	1093.0	626.0
YEL009C-A	0.0	7.0	2.0	3.0	7.0	4.0
YEL011W	166.0	174.0	93.0	376.0	279.0	166.0
YEL012W	201.0	279.0	164.0	402.0	332.0	187.0
YEL013W	2125.0	2657.0	1497.0	3128.0	2843.0	1550.0
YEL014C	4.0	8.0	5.0	10.0	6.0	2.0
YEL015W	1071.0	1337.0	663.0	1553.0	1220.0	678.0
YEL016C	115.0	162.0	98.0	155.0	125.0	90.0
YEL017C-A	5503.94	7650.19	4117.42	8275.35	7013.75	3360.5
YEL017W	732.0	817.0	468.0	892.0	827.0	442.0
YEL018W	229.0	258.0	139.0	281.0	251.0	112.0
YEL019C	66.0	125.0	77.0	153.0	108.0	57.0
YEL020C	108.0	149.0	83.0	109.0	117.0	79.0
YEL020W-A	539.0	606.0	411.0	575.0	642.0	387.0
YEL021W	0.0	0.0	0.0	0.0	0.0	0.0
YEL022W	1545.0	2073.0	1054.0	2221.0	1802.0	970.0
YEL023C	0.0	0.0	1.0	3.0	7.0	2.0
YEL024W	521.0	789.0	339.0	896.0	863.0	383.0
YEL025C	163.0	195.0	124.0	215.0	184.0	106.0
YEL026W	7673.0	8926.0	4845.0	7696.0	6801.0	3992.0
YEL027W	16002.0	19209.0	10663.0	19088.0	17820.0	9807.0
YEL028W	2.0	2.0	0.0	0.0	2.0	0.0
YEL029C	256.0	369.0	211.0	492.0	422.0	213.0
YEL030W	21.0	30.0	3.0	35.0	21.0	16.0
YEL031W	8407.0	10619.0	5863.0	13546.0	11350.0	6885.0
YEL032W	1278.0	1427.0	797.0	1966.0	1667.0	933.0
YEL033W	17.0	26.0	9.0	22.0	9.0	11.0
YEL034W	39416.47	45886.95	22887.44	40602.3	38890.58	19637.35
YEL035C	0.0	0.0	1.0	1.0	1.0	0.0
YEL036C	795.55	968.76	499.21	1121.49	1025.16	588.01
YEL037C	3975.0	4660.0	2148.0	5220.0	4512.0	2320.0
YEL038W	688.0	823.0	420.0	1076.0	919.0	473.0
YEL039C	32.05	47.31	24.11	85.99	58.6	31.3
YEL040W	6565.04	8447.0	4466.0	10104.74	8914.0	4575.0
YEL041W	53.0	49.0	48.0	86.0	58.0	27.0
YEL042W	3222.0	4050.0	2352.0	3607.0	3255.0	1962.0
YEL043W	557.0	687.0	336.0	599.0	483.0	349.0
YEL044W	508.0	612.0	302.0	760.0	628.0	368.0
YEL046C	8105.0	9331.0	5672.0	8958.0	8321.0	5162.0
YEL047C	2158.0	2553.0	1491.0	2669.0	2341.0	1353.0
YEL048C	291.0	326.0	182.0	374.0	392.0	182.0
YEL049W	0.0	0.0	0.0	0.0	3.0	0.0
YEL050C	595.0	855.0	376.0	817.0	746.0	392.0
YEL051W	3866.0	4746.0	2956.0	5345.0	4357.0	2692.0
YEL052W	458.0	552.0	320.0	523.0	570.0	274.0
YEL053C	390.0	425.0	283.0	453.0	383.0	203.0
YEL054C	25302.58	31145.59	16797.26	31765.71	27220.68	15876.68
YEL055C	2585.0	3079.0	1796.0	3135.0	2759.0	1526.0
YEL056W	473.0	532.0	287.0	799.0	674.0	406.0
YEL057C	12.0	16.0	14.0	17.0	24.0	9.0
YEL058W	1625.0	1998.0	1227.0	2615.0	2426.0	1452.0
YEL059C-A	52.0	58.0	27.0	109.0	82.0	59.0
YEL059W	2.0	0.0	2.0	6.0	0.0	10.0
YEL060C	1847.0	2196.0	1346.0	3527.0	3197.0	2073.0
YEL061C	442.0	624.0	311.0	593.0	550.0	311.0
YEL062W	163.0	206.0	130.0	274.0	237.0	155.0
YEL063C	1446.0	1825.0	990.0	2400.0	2009.0	1141.0
YEL064C	160.0	176.0	114.0	195.0	193.0	114.0
YEL065W	5046.0	5621.0	3076.0	6728.0	5264.0	3149.0
YEL066W	439.61	537.89	299.96	629.92	464.99	263.37
YEL067C	10.39	8.11	7.04	8.08	14.01	9.63
YEL068C	136.0	165.0	106.0	149.0	157.0	94.0
YEL069C	0.0	1.5	1.0	0.0	1.99	1.0
YEL070W	3.5	10.67	0.0	4.1	0.0	7.5
YEL071W	8401.0	9735.0	5448.0	8974.01	7827.0	4265.0
YEL072W	21.0	22.0	15.0	21.0	26.0	6.0
YEL073C	5.0	6.0	4.0	7.0	8.0	1.0
YEL075C	0.0	1.0	0.5	1.0	0.5	0.0
YEL076C	3.0	0.0	0.0	1.0	1.0	0.0
YEL076C-A	0.0	0.5	0.0	0.0	0.0	0.0
YEL077C	4.66	7.78	0.0	18.29	28.09	0.0
YER001W	1221.0	1663.0	897.0	2353.0	1854.0	1051.0
YER002W	1468.0	1914.0	948.0	2007.0	1704.0	833.0
YER003C	5791.0	7264.0	3773.0	8573.0	7521.0	4095.0
YER004W	1070.0	1288.0	804.0	1958.0	1612.0	965.0
YER005W	309.0	388.0	222.0	437.0	426.0	239.0
YER006W	4261.0	5249.0	2764.0	5392.0	4765.0	2479.0
YER007C-A	1839.0	2292.0	1347.0	2331.0	2153.0	1167.0
YER007W	140.0	161.0	91.0	167.0	147.0	69.0
YER008C	1028.0	1173.0	586.0	1063.0	883.0	470.0
YER009W	7152.0	8843.0	5068.0	8027.0	7859.0	3943.0
YER010C	288.0	373.0	218.0	489.0	446.0	261.0
YER011W	2237.71	2541.65	1724.63	677.28	497.49	353.73
YER012W	1932.0	2531.0	1459.0	3375.0	2865.0	1632.0
YER013W	417.0	470.0	271.0	729.0	521.0	292.0
YER014C-A	0.0	0.0	0.0	0.0	0.0	0.0
YER014W	349.0	474.0	285.0	428.0	360.0	226.0
YER015W	53.0	62.0	35.0	117.0	65.0	46.0
YER016W	555.0	695.0	417.0	917.0	799.0	421.0
YER017C	642.0	785.0	453.0	1013.0	929.0	458.0
YER018C	198.0	201.0	113.0	201.0	182.0	108.0
YER019C-A	2578.0	2903.0	1638.0	3157.0	2951.0	1644.0
YER019W	482.0	553.0	353.0	810.0	748.0	379.0
YER020W	363.0	427.0	234.0	493.0	447.0	281.0
YER021W	3434.0	4098.0	2434.0	6171.0	5489.0	3029.0
YER022W	586.0	761.0	363.0	929.0	794.0	405.0
YER023W	5248.0	6257.0	3478.0	6910.0	6504.0	3638.0
YER024W	34.0	37.0	30.0	61.0	58.0	32.0
YER025W	10387.0	12886.0	6440.0	12796.0	10558.0	6400.0
YER026C	2474.0	3012.0	1591.0	4715.0	3896.0	2374.0
YER027C	1530.0	1863.0	906.0	2400.0	1998.0	1079.0
YER028C	160.0	183.0	87.0	149.0	162.0	75.0
YER029C	411.0	506.0	262.0	639.0	487.0	306.0
YER030W	955.0	1203.0	679.0	1392.0	1162.0	616.0
YER031C	1730.0	2150.0	1234.0	2313.0	2014.0	1176.0
YER032W	568.0	643.0	291.0	693.0	605.0	359.0
YER033C	134.0	215.0	113.0	201.6	149.0	129.0
YER034W	361.0	343.0	215.0	422.0	362.0	194.0
YER035W	350.0	355.0	230.0	440.0	367.0	232.0
YER036C	10501.0	12539.0	7118.0	13169.0	12037.0	6500.0
YER037W	89.0	101.0	70.77	114.0	58.0	33.0
YER038C	84.0	112.0	70.23	124.0	116.0	50.0
YER038W-A	3.0	5.0	3.0	5.88	5.0	4.0
YER039C	0.0	0.0	0.0	2.12	0.0	0.0
YER039C-A	23.0	31.0	17.0	12.0	10.0	9.0
YER040W	312.0	448.0	212.0	534.0	420.0	233.0
YER041W	48.0	76.0	52.0	87.0	67.0	33.0
YER042W	1102.0	1389.0	787.0	1821.0	1808.0	902.0
YER043C	25820.0	29665.0	15118.0	26593.0	24324.0	12540.0
YER044C	688.0	792.0	467.0	554.0	498.0	230.0
YER044C-A	6.0	5.0	8.0	6.0	4.0	2.0
YER045C	137.0	163.0	66.0	185.0	122.0	83.0
YER046W	84.0	66.0	43.0	91.0	89.0	37.0
YER047C	319.0	426.0	213.0	382.0	355.0	201.0
YER048C	1970.0	2578.0	1345.0	2386.0	1910.0	1025.0
YER048W-A	777.0	944.0	537.0	1021.0	901.0	488.0
YER049W	2619.0	3183.0	1947.0	3596.0	3166.0	1860.0
YER050C	417.0	558.0	329.0	804.0	667.0	368.0
YER051W	158.0	176.0	94.0	216.0	214.0	92.0
YER052C	2692.0	3225.0	1835.0	4638.0	4130.0	2327.0
YER053C	96.0	144.0	78.0	181.0	126.0	81.0
YER053C-A	19.0	35.0	18.0	56.0	41.0	23.0
YER054C	12.0	22.0	14.0	28.0	19.0	9.0
YER055C	4925.0	5797.0	3178.0	7544.0	6869.0	3339.0
YER056C	4950.34	6237.7	3465.86	6971.94	6069.22	3522.87
YER056C-A	18182.85	21414.04	11863.03	19217.97	16717.56	9958.22
YER057C	2073.0	2525.0	1487.0	2135.0	2047.0	1111.0
YER058W	80.0	96.0	71.0	126.0	71.0	47.0
YER059W	389.0	536.0	267.0	531.0	469.0	305.0
YER060W	225.93	290.1	164.2	228.35	200.25	87.91
YER060W-A	4.73	10.21	9.94	40.71	32.53	19.22
YER061C	215.0	293.0	149.0	269.0	249.0	112.0
YER062C	976.89	1132.3	712.95	1608.08	1346.23	661.65
YER063W	1228.0	1548.0	809.0	1461.0	1181.0	683.0
YER064C	1702.0	2305.0	1006.0	2862.0	2441.0	1071.0
YER065C	31.0	32.0	23.0	42.0	45.0	23.0
YER066W	0.0	0.0	0.0	0.0	0.0	0.0
YER067W	131.0	154.0	63.0	202.0	167.0	61.0
YER068W	1131.0	1409.0	792.0	1259.0	1123.0	589.0
YER069W	527.0	596.0	356.0	646.0	637.0	305.0
YER070W	6184.85	7366.66	4618.86	8784.79	7806.81	4195.85
YER071C	205.0	295.0	136.0	326.0	249.0	147.0
YER072W	7106.0	8280.0	4749.0	7905.0	6874.0	2469.0
YER073W	2419.0	2946.0	1488.0	5119.0	4684.0	2504.0
YER074W	33683.75	38262.7	19180.49	36606.16	33841.41	18274.1
YER074W-A	734.0	874.0	515.0	1349.0	1072.0	561.0
YER075C	466.0	554.0	272.0	510.39	427.0	268.0
YER076C	46.0	61.0	46.0	79.0	72.0	35.0
YER077C	194.0	314.0	181.0	273.0	260.0	125.0
YER078C	370.0	483.0	261.0	530.0	537.0	257.0
YER078W-A	2.0	4.0	1.0	2.0	5.0	1.0
YER079W	224.0	326.0	134.0	255.0	233.0	113.0
YER080W	1937.0	2597.0	1335.0	2825.0	2445.0	1394.0
YER081W	244.46	217.57	101.37	872.97	768.12	390.68
YER082C	1317.0	1554.0	912.0	1334.0	1211.0	677.0
YER083C	1216.0	1433.0	761.0	1722.0	1602.0	880.0
YER084W	13.0	10.0	5.0	19.0	14.0	3.0
YER085C	2.0	4.0	2.0	2.0	4.0	1.0
YER086W	4141.0	4812.0	2926.0	4931.0	4667.0	2720.0
YER087C-B	2043.0	2425.0	1378.0	2378.0	2110.0	1207.0
YER087W	231.0	309.0	196.0	272.0	239.0	149.0
YER088C	1356.0	1504.0	723.0	2091.0	1861.0	956.0
YER089C	1483.0	1795.0	1027.0	1488.0	1329.0	829.0
YER090W	4379.0	5386.0	2730.0	8223.0	7196.0	3577.0
YER091C	10361.0	12215.0	5485.0	9588.0	8393.0	4025.0
YER092W	453.0	466.0	307.0	610.0	513.0	341.0
YER093C	252.0	298.0	206.0	412.0	360.0	168.0
YER093C-A	71.0	91.0	55.0	129.0	93.0	55.0
YER094C	1936.0	2305.0	1334.0	3454.0	3099.0	1865.0
YER095W	607.0	789.0	453.0	947.0	732.0	489.0
YER096W	23.0	46.0	19.0	51.0	45.0	20.0
YER098W	67.0	103.0	56.0	106.0	89.0	36.0
YER099C	767.0	976.0	556.0	1319.0	1174.0	560.0
YER100W	1466.0	1804.0	900.0	2151.0	2004.0	985.0
YER101C	249.0	301.0	148.0	368.0	320.0	171.0
YER102W	35523.37	41025.34	21094.52	41894.05	36758.56	19409.74
YER103W	477.5	553.04	297.0	1247.0	871.08	390.0
YER104W	155.0	180.0	100.0	196.0	179.0	87.0
YER105C	1710.0	2051.0	1155.0	2261.0	1973.0	1063.0
YER106W	6.0	3.0	1.0	10.0	5.0	5.0
YER107C	906.0	1115.0	628.0	1213.0	999.0	601.0
YER109C	106.47	140.05	73.0	178.92	183.42	99.18
YER110C	17536.0	21267.0	11155.0	19382.0	16618.0	9576.0
YER111C	710.0	885.0	412.0	859.0	703.0	404.0
YER112W	937.0	1222.0	749.0	1143.0	1021.0	534.0
YER113C	496.0	559.0	361.0	516.0	482.0	275.0
YER114C	1524.0	1979.0	815.0	2304.0	1759.0	1010.0
YER115C	77.0	84.0	52.0	60.0	81.0	33.0
YER116C	154.0	205.0	121.0	182.0	163.0	107.0
YER117W	29624.91	35965.84	21252.49	35562.46	31738.7	18767.42
YER118C	827.0	985.0	538.0	1000.0	870.0	509.0
YER119C	464.0	571.0	316.0	722.0	613.0	376.0
YER120W	6179.0	7365.0	4001.0	8685.0	7785.0	4382.0
YER121W	7.0	14.0	9.0	21.0	16.0	11.0
YER122C	3320.0	3932.0	2060.0	5384.0	4412.0	2400.0
YER123W	602.0	730.0	438.0	663.0	737.0	359.0
YER124C	3138.0	3800.0	2265.0	4732.0	4491.0	2292.0
YER125W	3952.0	4817.0	2668.0	5419.0	4798.0	2768.0
YER126C	2287.0	2717.0	1494.0	3106.0	2753.0	1505.0
YER127W	1015.0	1235.0	659.0	1416.0	1224.0	629.0
YER128W	115.0	187.0	104.0	116.0	75.0	60.0
YER129W	338.0	450.0	247.0	467.0	413.0	227.0
YER130C	291.0	338.0	193.0	430.0	367.0	188.0
YER131W	13047.43	15427.84	8025.75	13850.79	12370.08	6534.11
YER132C	308.0	381.0	225.0	438.0	353.0	240.0
YER133W	3983.0	4927.0	3178.0	5319.0	4819.0	2679.0
YER134C	484.0	578.0	308.0	522.0	530.0	321.0
YER135C	1.0	0.0	4.0	4.0	5.0	4.0
YER136W	2986.0	3721.0	2237.0	4135.0	3422.0	1975.0
YER137C	65.0	88.0	58.0	119.0	90.0	62.0
YER137C-A	0.0	0.0	1.0	1.0	0.5	0.0
YER138C	0.0	0.0	0.0	0.0	0.0	0.0
YER138W-A	68.0	87.0	30.0	37.0	44.0	20.0
YER139C	180.0	187.0	117.0	255.0	236.0	131.0
YER140W	211.0	266.0	137.0	257.0	212.0	145.0
YER141W	1049.0	1439.0	752.0	1646.0	1470.0	786.0
YER142C	150.0	200.0	144.0	364.0	265.0	165.0
YER143W	806.0	947.0	491.0	1411.0	1261.0	654.0
YER144C	279.0	325.0	187.0	322.0	338.0	169.0
YER145C	4352.0	5001.0	2989.0	6085.0	5154.0	3279.0
YER145C-A	10.86	22.03	0.0	35.44	19.22	13.44
YER146W	1085.14	1243.97	738.0	1462.56	1337.78	706.56
YER147C	170.0	187.0	117.0	254.0	210.0	120.0
YER148W	1609.0	2103.0	1110.0	2397.0	1920.0	1149.0
YER149C	333.0	429.0	234.0	486.0	462.0	260.0
YER150W	76.0	104.0	50.0	121.0	102.0	63.0
YER151C	1676.0	2077.0	992.0	2276.0	1860.0	1013.0
YER152C	411.0	585.0	314.0	703.0	670.0	402.0
YER153C	55.0	77.0	47.0	53.0	61.0	40.0
YER154W	652.0	752.0	425.0	732.0	637.0	406.0
YER155C	2814.0	3575.0	1868.0	3566.0	2912.0	1790.0
YER156C	1963.0	2295.0	1320.0	2814.0	2584.0	1451.0
YER157W	547.0	595.0	321.0	606.0	511.0	278.0
YER158C	121.0	135.0	72.0	112.0	86.0	55.0
YER159C	462.0	567.0	341.0	635.0	632.0	338.0
YER159C-A	14.77	0.0	8.0	0.0	0.0	3.5
YER160C	5.75	6.69	0.0	0.0	0.0	0.0
YER161C	358.0	513.0	278.0	548.0	445.0	271.0
YER162C	163.0	226.0	128.0	257.0	200.0	127.0
YER163C	292.0	387.0	214.0	447.0	400.0	232.0
YER164W	2039.0	2490.0	1314.0	2074.0	1828.0	965.0
YER165W	30757.0	36962.0	18332.0	36690.0	32207.0	17347.0
YER166W	1524.0	1924.0	1071.0	1980.0	1670.0	951.0
YER167W	523.0	697.0	324.0	613.0	544.0	318.0
YER168C	792.0	967.0	604.0	1035.0	846.0	461.0
YER169W	409.0	498.0	285.0	536.0	463.0	244.0
YER170W	238.0	233.0	138.0	316.0	265.0	162.0
YER171W	581.0	828.0	396.0	862.0	733.0	400.0
YER172C	1255.0	1671.0	746.0	1833.0	1410.0	774.0
YER173W	88.0	123.0	66.0	137.0	135.0	60.0
YER174C	364.0	539.0	254.0	408.0	414.0	216.0
YER175C	161.0	195.0	113.0	136.0	130.0	77.0
YER175W-A	0.0	3.0	0.0	1.0	2.0	1.0
YER176W	976.0	1186.0	654.0	1729.0	1499.0	837.0
YER177W	13679.83	17249.36	9129.13	19861.4	17106.01	9959.25
YER178W	12914.0	15189.0	8902.0	16176.0	14836.0	9106.0
YER179W	26.0	30.0	26.0	23.0	37.0	19.0
YER180C	0.0	5.0	0.0	1.0	2.0	2.0
YER180C-A	132.0	130.0	77.0	175.0	149.0	60.0
YER181C	0.0	0.0	0.0	0.0	0.0	1.0
YER182W	191.0	272.0	130.0	273.0	221.0	154.0
YER183C	419.0	484.0	274.0	509.0	529.0	297.0
YER184C	33.0	38.0	27.0	31.0	11.0	6.0
YER185W	3.0	3.0	2.0	13.0	12.0	3.0
YER186C	2.0	2.0	1.0	2.0	3.0	1.0
YER187W	3.0	0.0	0.0	1.0	4.0	4.0
YER188C-A	0.0	0.0	0.0	0.0	0.0	0.0
YER188W	29.0	19.0	10.0	16.0	27.0	15.0
YER189W	0.0	1.0	0.5	1.0	0.5	0.0
YER190C-B	0.0	0.0	0.0	0.0	0.0	0.0
YER190W	0.0	0.0	0.0	0.0	0.0	0.0
YFL001W	399.0	493.0	275.0	536.0	536.0	256.0
YFL002C	651.0	745.0	432.0	832.0	711.0	378.0
YFL002W-A	5.35	10.7	7.35	2.01	3.34	1.34
YFL002W-B	87.93	125.14	58.66	66.58	62.23	32.66
YFL003C	20.0	15.0	14.0	15.0	32.0	15.0
YFL004W	4395.0	5581.0	3022.0	5358.0	4373.0	2118.0
YFL005W	2245.0	2908.0	1546.0	3658.0	3301.0	1659.0
YFL007W	2123.0	2722.0	1569.0	2887.0	2651.0	1463.0
YFL008W	925.0	1298.0	604.0	1297.0	956.0	519.0
YFL009W	940.0	1328.0	611.0	1385.0	1098.0	700.0
YFL010C	3536.81	4237.56	2564.16	3344.34	3068.1	1926.56
YFL010W-A	11.19	4.44	3.84	15.66	3.9	5.44
YFL011W	3.0	1.0	5.0	9.0	7.0	2.0
YFL012W	3.0	9.0	6.0	9.0	10.0	4.0
YFL013C	671.0	823.0	393.0	1034.0	776.0	455.0
YFL014W	195.0	110.0	73.0	498.0	471.0	310.0
YFL015C	0.0	1.0	0.0	1.0	1.0	0.0
YFL016C	898.0	1187.0	755.0	1648.0	1533.0	825.0
YFL017C	457.0	630.0	382.0	655.0	543.0	359.0
YFL017W-A	566.0	679.0	430.0	735.0	710.0	436.0
YFL018C	3712.0	4770.0	2725.0	6292.0	5436.0	2832.0
YFL019C	3.0	2.0	2.0	1.0	0.0	0.0
YFL020C	1.0	5.0	5.59	4.81	11.48	4.32
YFL021W	265.0	325.0	175.0	384.0	352.0	215.0
YFL022C	7117.0	8628.0	4521.0	7640.0	6728.0	3687.0
YFL023W	707.0	939.0	455.0	1198.0	890.0	535.0
YFL024C	356.53	476.77	260.11	561.01	452.52	250.71
YFL025C	366.0	516.0	255.0	488.0	403.0	205.0
YFL026W	4428.0	5876.0	3178.0	7255.0	6687.0	3851.0
YFL027C	154.0	194.0	105.0	275.0	217.0	125.0
YFL028C	469.0	533.0	352.0	744.0	681.0	393.0
YFL029C	253.0	254.0	183.0	389.0	376.0	170.0
YFL030W	32.0	33.0	21.0	29.0	28.0	15.0
YFL031W	119.0	141.0	82.0	95.0	93.0	54.0
YFL033C	451.0	591.0	248.0	707.0	641.0	419.0
YFL034C-A	2008.41	2493.0	1356.0	1353.0	1269.0	645.0
YFL034C-B	474.0	635.0	338.0	829.0	745.0	371.0
YFL034W	517.0	640.0	301.0	740.0	579.0	350.0
YFL036W	829.0	1164.0	577.0	1225.0	1117.0	663.0
YFL037W	5987.0	7102.0	4025.0	6922.0	6167.0	3458.0
YFL038C	4023.0	4695.0	2533.0	5276.0	4910.0	2676.0
YFL039C	47327.0	55645.0	31346.0	51322.0	47013.0	28008.0
YFL040W	17.0	14.0	7.0	9.0	13.0	5.0
YFL041W	1397.0	1701.0	792.0	2241.0	2015.0	1184.0
YFL041W-A	0.0	0.0	0.0	0.0	0.0	0.0
YFL042C	373.0	392.0	238.0	508.0	430.0	303.0
YFL044C	493.0	546.0	363.0	947.0	815.0	446.0
YFL045C	10358.0	12520.0	6364.0	10226.0	9179.0	4530.0
YFL046W	259.0	305.0	187.0	334.0	322.0	149.0
YFL047W	379.0	552.0	350.0	664.0	566.0	331.0
YFL048C	1883.0	2500.0	1228.0	3124.0	2718.0	1407.0
YFL049W	418.0	551.0	259.0	681.0	588.0	329.0
YFL050C	2.04	0.0	0.0	1.01	1.02	2.0
YFL051C	0.0	1.0	0.0	0.0	0.0	0.0
YFL052W	7.0	5.0	4.0	18.0	11.0	3.0
YFL053W	2.0	3.0	2.0	6.0	4.0	6.0
YFL054C	61.0	82.0	39.0	73.0	59.0	38.0
YFL055W	9.0	23.0	15.0	20.0	18.0	13.0
YFL056C	18.49	15.0	11.55	82.88	74.43	47.1
YFL058W	3.5	0.0	2.28	4.58	13.99	0.0
YFL059W	44.38	42.35	28.44	71.74	68.5	30.29
YFL060C	0.03	11.75	6.0	0.0	0.0	7.5
YFL061W	0.5	2.0	0.5	6.0	9.0	1.0
YFL062W	0.0	10.43	0.0	6.19	0.0	7.92
YFL064C	2.0	0.0	1.0	0.0	0.0	2.0
YFL065C	0.0	0.0	0.0	0.0	0.0	0.0
YFL066C	0.0	0.0	0.0	0.0	0.0	0.0
YFL067W	0.0	0.0	0.0	0.0	0.0	0.0
YFL068W	0.0	0.0	0.0	0.0	0.0	0.0
YFR001W	977.0	1277.0	747.0	1043.0	930.0	493.0
YFR002W	1317.0	1715.0	857.0	2125.0	1844.0	1017.0
YFR003C	444.0	477.0	303.0	722.0	650.0	384.0
YFR004W	2049.0	2628.0	1542.0	4445.0	3895.0	2184.0
YFR005C	458.0	518.0	265.0	663.0	575.0	305.0
YFR006W	1688.0	2448.0	1234.0	3403.0	2921.0	1603.0
YFR007W	155.0	199.0	125.0	258.0	222.0	141.0
YFR008W	138.86	179.94	83.18	208.17	174.83	86.9
YFR009W	3909.0	4540.0	2806.0	6304.0	5495.0	3199.0
YFR010W	2382.0	3119.0	1669.0	4530.0	3788.0	2095.0
YFR011C	502.0	635.0	445.0	954.0	827.0	470.0
YFR012W	15.0	7.0	4.0	8.0	9.0	6.0
YFR012W-A	0.0	0.0	0.0	1.0	0.0	0.0
YFR013W	633.0	810.0	496.0	805.0	727.0	459.0
YFR014C	278.0	429.0	210.0	555.0	524.0	250.0
YFR015C	154.0	214.0	89.0	230.0	206.0	107.0
YFR016C	921.0	1359.0	510.0	1310.0	954.0	546.0
YFR017C	49.0	49.0	14.0	62.0	65.0	35.0
YFR018C	355.0	424.0	263.0	457.0	422.0	253.0
YFR019W	543.0	730.0	337.0	732.0	606.0	394.0
YFR020W	68.0	59.0	33.0	59.0	59.0	31.0
YFR021W	414.0	484.0	273.0	556.0	485.0	289.0
YFR022W	37.0	47.0	27.0	45.0	46.0	21.0
YFR023W	9.0	10.0	4.0	9.0	11.0	9.0
YFR024C-A	2634.0	3131.0	1792.0	4510.01	3888.87	2104.0
YFR025C	349.0	435.0	297.0	477.0	459.0	280.0
YFR026C	1.0	2.0	4.0	3.0	8.0	2.0
YFR027W	119.0	146.0	100.0	194.0	184.0	97.0
YFR028C	764.0	1045.0	634.0	1044.0	1017.0	539.0
YFR029W	213.0	234.0	118.0	241.0	258.0	153.0
YFR030W	576.0	718.0	391.0	690.0	533.0	379.0
YFR031C	264.0	396.0	212.0	415.0	324.0	162.0
YFR031C-A	36642.62	43218.57	23392.08	39831.52	36513.67	20972.58
YFR032C	4.0	4.0	3.0	19.0	18.0	12.0
YFR032C-A	17391.0	20129.0	11320.0	16627.0	17020.0	10144.0
YFR032C-B	45.0	34.0	32.0	38.0	40.0	31.0
YFR033C	289.0	495.0	216.0	526.0	494.0	225.0
YFR034C	859.0	1030.0	489.0	927.0	787.0	492.0
YFR035C	0.0	3.45	3.84	11.55	0.0	9.86
YFR035W-A	181.0	204.55	125.16	308.45	275.0	144.14
YFR036W	247.0	280.0	166.0	269.0	246.0	146.0
YFR037C	2068.0	2617.0	1291.0	2664.0	2225.0	1251.0
YFR038W	495.0	658.0	315.0	702.0	612.0	334.0
YFR039C	431.0	513.0	257.0	486.0	424.0	260.0
YFR040W	666.0	790.0	522.0	979.0	827.0	493.0
YFR041C	420.0	581.0	394.0	461.0	390.0	264.0
YFR042W	308.0	373.0	261.0	503.0	525.0	265.0
YFR043C	192.0	212.0	86.0	208.0	192.0	95.0
YFR044C	6611.0	7841.0	4742.0	10424.0	9164.0	5694.0
YFR045W	124.0	186.0	108.0	194.0	161.0	91.0
YFR046C	87.0	142.0	67.0	141.0	104.0	59.0
YFR047C	786.0	1006.0	589.0	1098.0	1066.0	567.0
YFR048W	325.0	458.0	221.0	467.0	411.0	242.0
YFR049W	515.0	646.0	338.0	649.0	563.0	277.0
YFR050C	2872.0	3397.0	2075.0	4527.0	4138.0	2376.0
YFR051C	2918.0	3456.0	1845.0	3493.0	3379.0	1847.0
YFR052W	2221.0	2729.0	1535.0	3724.0	3551.0	1821.0
YFR053C	867.93	1307.16	632.01	1650.05	1479.97	877.0
YFR054C	3.0	0.0	0.0	1.0	0.0	0.0
YFR055W	1713.0	2155.0	1080.0	2727.0	2456.0	1359.0
YFR057W	0.0	0.0	0.0	0.0	0.0	0.0
YGL001C	1547.0	1764.0	1146.0	2229.0	1866.0	1069.0
YGL002W	309.0	361.0	234.0	377.0	347.0	213.0
YGL003C	224.0	304.0	123.0	281.0	247.0	145.0
YGL004C	233.0	310.0	165.0	316.0	254.0	153.0
YGL005C	210.0	290.0	167.0	280.0	215.0	113.0
YGL006W	488.0	577.0	329.0	698.0	520.0	316.0
YGL006W-A	15.0	3.0	2.0	5.0	6.0	1.0
YGL007C-A	2.0	2.0	3.0	2.0	9.0	4.0
YGL007W	4.0	2.0	1.0	3.0	5.0	1.0
YGL008C	145929.73	180167.97	95832.42	181429.86	153267.52	90349.21
