	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
wt_ribo_YPD1	1.0	0.9983538128081277	0.9964808441201815	0.9951378838243246	0.996173374909395	0.9958694240398804	0.9952858242290038	0.9966806367548149	0.9954044072501479	0.9902291052902096	0.9898709376987163	0.9892880874246596
wt_ribo_YPD2	0.9983538128081277	1.0	0.9961844440974115	0.9961649687256279	0.9976624628502346	0.9965110610370298	0.9954421619192948	0.9963111906616836	0.9955342816220677	0.9909725178592486	0.9901867840949768	0.9910778015616275
wt_ribo_YPD3	0.9964808441201815	0.9961844440974115	1.0	0.9924690866541771	0.9939094639099683	0.9976603983502714	0.9972174774573714	0.9966975735174125	0.9969641774562463	0.9916503703618271	0.9919691885716644	0.991289773550984
ncs2d_ribo_YPD1	0.9951378838243246	0.9961649687256279	0.9924690866541771	1.0	0.9989360115811784	0.9964077285921166	0.9946382401242749	0.9959366537615181	0.993375425088801	0.9945179188618896	0.9944119498911732	0.994453405994195
ncs2d_ribo_YPD2	0.996173374909395	0.9976624628502346	0.9939094639099683	0.9989360115811784	1.0	0.9975424955451412	0.9961090854401689	0.9972417968469669	0.9954842833995604	0.995123055362744	0.9946139627527945	0.9951726479965014
ncs2d_ribo_YPD3	0.9958694240398804	0.9965110610370298	0.9976603983502714	0.9964077285921166	0.9975424955451412	1.0	0.9984545903041817	0.9986793609327665	0.997813364380046	0.9961291329221807	0.9962455997483962	0.996248947954204
elp6d_ribo_YPD1	0.9952858242290038	0.9954421619192948	0.9972174774573714	0.9946382401242749	0.9961090854401689	0.9984545903041817	1.0	0.9992266089362242	0.9994617467459793	0.9960560493456888	0.9960519814634279	0.9959333315948041
elp6d_ribo_YPD2	0.9966806367548149	0.9963111906616836	0.9966975735174125	0.9959366537615181	0.9972417968469669	0.9986793609327665	0.9992266089362242	1.0	0.9985633826853179	0.9966979383066223	0.996607872147701	0.9963522627827188
elp6d_ribo_YPD3	0.9954044072501479	0.9955342816220677	0.9969641774562463	0.993375425088801	0.9954842833995604	0.997813364380046	0.9994617467459793	0.9985633826853179	1.0	0.9949811428534721	0.9945698640823255	0.9948865282118159
ncs2d_elp6d_ribo_YPD1	0.9902291052902096	0.9909725178592486	0.9916503703618271	0.9945179188618896	0.995123055362744	0.9961291329221807	0.9960560493456888	0.9966979383066223	0.9949811428534721	1.0	0.9995963087867109	0.9993689285384105
ncs2d_elp6d_ribo_YPD2	0.9898709376987163	0.9901867840949768	0.9919691885716644	0.9944119498911732	0.9946139627527945	0.9962455997483962	0.9960519814634279	0.996607872147701	0.9945698640823255	0.9995963087867109	1.0	0.9991920773409845
ncs2d_elp6d_ribo_YPD3	0.9892880874246596	0.9910778015616275	0.991289773550984	0.994453405994195	0.9951726479965014	0.996248947954204	0.9959333315948041	0.9963522627827188	0.9948865282118159	0.9993689285384105	0.9991920773409845	1.0
