	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
wt_ribo_YPD1	1.0	0.8476131224132363	0.8318946644443819	0.8281610285284272	0.8270564401841611	0.8041588370268843	0.8308648272311281	0.8096070815034014	0.8360103209288005	0.8319460088400423	0.79737431673079	0.7947642649234391
wt_ribo_YPD2	0.8476131224132363	1.0	0.8892924086782777	0.9699917799274664	0.9583716661565405	0.8640662742344404	0.8999138165322078	0.8403957123490262	0.8881334423790876	0.8912527360182239	0.8677568284478026	0.8608884550179389
wt_ribo_YPD3	0.8318946644443819	0.8892924086782777	1.0	0.8672467037462328	0.8683445598388448	0.9627663825739329	0.9342757529056578	0.8740496710666462	0.9241615094078076	0.9544724632864727	0.9409630770793098	0.9249073883148461
ncs2d_ribo_YPD1	0.8281610285284272	0.9699917799274664	0.8672467037462328	1.0	0.980278556650204	0.8573647635159779	0.9041814425590166	0.8519895086219474	0.8645583406466856	0.8813096865847985	0.8561967057217189	0.8535161931292456
ncs2d_ribo_YPD2	0.8270564401841611	0.9583716661565405	0.8683445598388448	0.980278556650204	1.0	0.8624006995641988	0.9222909380642902	0.895962979525723	0.8762546158888693	0.8930080765342673	0.8729821959815086	0.8678997640321113
ncs2d_ribo_YPD3	0.8041588370268843	0.8640662742344404	0.9627663825739329	0.8573647635159779	0.8624006995641988	1.0	0.93162522170714	0.8639265004709723	0.9167897878472163	0.9550221615749689	0.9533071611113443	0.9311731556827724
elp6d_ribo_YPD1	0.8308648272311281	0.8999138165322078	0.9342757529056578	0.9041814425590166	0.9222909380642902	0.93162522170714	1.0	0.924159939629257	0.9587866282321101	0.9583204500878758	0.9455675658160674	0.9381809569100265
elp6d_ribo_YPD2	0.8096070815034014	0.8403957123490262	0.8740496710666462	0.8519895086219474	0.895962979525723	0.8639265004709723	0.924159939629257	1.0	0.8806857533339939	0.9013529043154143	0.8877313478599106	0.880695903291106
elp6d_ribo_YPD3	0.8360103209288005	0.8881334423790876	0.9241615094078076	0.8645583406466856	0.8762546158888693	0.9167897878472163	0.9587866282321101	0.8806857533339939	1.0	0.9601049672503598	0.9344237028751428	0.9340817799096517
ncs2d_elp6d_ribo_YPD1	0.8319460088400423	0.8912527360182239	0.9544724632864727	0.8813096865847985	0.8930080765342673	0.9550221615749689	0.9583204500878758	0.9013529043154143	0.9601049672503598	1.0	0.9747272647608648	0.962568934348499
ncs2d_elp6d_ribo_YPD2	0.79737431673079	0.8677568284478026	0.9409630770793098	0.8561967057217189	0.8729821959815086	0.9533071611113443	0.9455675658160674	0.8877313478599106	0.9344237028751428	0.9747272647608648	1.0	0.955780114752853
ncs2d_elp6d_ribo_YPD3	0.7947642649234391	0.8608884550179389	0.9249073883148461	0.8535161931292456	0.8678997640321113	0.9311731556827724	0.9381809569100265	0.880695903291106	0.9340817799096517	0.962568934348499	0.955780114752853	1.0
