Codon	Nucleotide	Frame	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
1	4	1	0.052741672990782695	0.06742922754322579	0.0550598080789476	0.05519554795670999	0.05794880251778867	0.053812818403416014	0.07835720586560666	0.088703205296108	0.052229745521051044	0.05004860373299452	0.0723412769099703	0.04815889175842262
2	7	1	0.05326873834378852	0.07259857393036266	0.05709249470474261	0.05853979866356636	0.05845859025418056	0.0592579438795545	0.0744441595133572	0.08536919627172301	0.051674564252225476	0.04104085870952609	0.07517777570299598	0.05121177430403064
3	10	1	0.04744466619307418	0.06503812018353694	0.05167987566628844	0.05140436973603411	0.05397597395142426	0.04910435026339548	0.05923898291437034	0.06955005832539522	0.04478462235192875	0.040848492752664646	0.05770128313951514	0.04539675993144394
4	13	1	0.11302916495209878	0.12717275285888024	0.1231902638795771	0.121417876469898	0.1270689880175445	0.12057852830023927	0.12814711024220768	0.1569150186998823	0.10108569717770058	0.05650540889373513	0.12971175249794148	0.09222084157252278
5	16	1	0.026572878214043586	0.03762008912577136	0.025373128985941296	0.026908118590650745	0.028433850469444313	0.027066018291200228	0.03225340490694183	0.041199378338455675	0.025025863348598458	0.029641084831171893	0.02726698839747275	0.02246710098499409
6	19	1	0.07572172238183658	0.10729240309689576	0.08434467702499442	0.080924702588492	0.0851784991961004	0.07923363531061949	0.09015136139127942	0.11315518331485722	0.07763996513268258	0.05419701741139781	0.08888869294571074	0.06664799427489716
7	22	1	0.07255054584125155	0.09338982173413339	0.08019657815491273	0.07489118115192857	0.08382492486154261	0.07558104268570134	0.08024839698488363	0.0970111535378469	0.06609504182454075	0.05171298744670874	0.07745119781254263	0.06348938419524211
8	25	1	0.06551422337862381	0.08462242808194093	0.07362580045757536	0.06942017193103453	0.0746311667190268	0.06683323681930073	0.08085357814305227	0.09612156876335903	0.06479961886394776	0.05487448012904029	0.07956273537558904	0.05941887413443142
9	28	1	0.06156123323108015	0.08067140782569313	0.0646796157149775	0.06413409823310028	0.06514735693339142	0.0620940746236086	0.07572329241584999	0.09051331692419635	0.05904851033560089	0.048467857391828746	0.07532558333240923	0.05575805826805297
10	31	1	0.06919489642711447	0.08582936798730767	0.07473668733446333	0.07047584554126338	0.07450811450679426	0.06938698225117627	0.0837075574685066	0.09986556033598624	0.061653591673936234	0.05502502739962751	0.08971219259529883	0.06129553786376622
11	34	1	0.06522433743447062	0.07993130316674182	0.06759864825318314	0.06717782871514696	0.07135270420740307	0.06533536690252756	0.07696116296664947	0.0922924864731721	0.06166782709108561	0.05029951585063988	0.07683181346071569	0.057291107511734926
12	37	1	0.06393302731960633	0.08088774611061737	0.06751592263469147	0.06861878466487539	0.07122965199517053	0.0679198063900747	0.0805441105053524	0.09686417866206193	0.06331913548041293	0.048359128807515764	0.08061850415711225	0.05907525964877857
13	40	1	0.06959897986441893	0.09510914178800489	0.07168765739577079	0.07450589881242899	0.08100351342392542	0.07456813884853916	0.08139686577368091	0.09989650241509887	0.06870012316287608	0.05258281612121267	0.08387027200420374	0.06560393487618274
14	43	1	0.0580913863237918	0.0757183997234805	0.0609451449373541	0.0627239648705318	0.06424204422910927	0.06499159347900586	0.07884547702731089	0.09590497420957067	0.0553045956253157	0.05197226330160896	0.0845389255658351	0.054317520616662174
15	46	1	0.07039836231647778	0.0860457062722319	0.07805753001962842	0.07519940702352823	0.07939504522117172	0.07282471648639337	0.08418895157159528	0.10074740959069596	0.06963966069473472	0.049446414650645656	0.08731911669051289	0.06642332326504723
