Codon	Nucleotide	Frame	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
-15	-44	1	0.07760158880755737	0.11101569884269696	0.0830328850746267	0.08517051396977739	0.09308899855390564	0.0792336353106195	0.09301221777534929	0.11533659989229705	0.07845138391019686	0.06377349656819573	0.09498399804437138	0.07353349992971006
-14	-41	1	0.09079579147780313	0.12357470559382465	0.09996800097441892	0.10229246113713879	0.10426917097960366	0.09475868866930523	0.11080316841378395	0.13538706715727586	0.08776134672588706	0.06886701255639653	0.12805771474022182	0.09196973867916108
-13	-38	1	0.07206740260099621	0.09578092909382226	0.07502031802643472	0.07204009183963168	0.0762660032529732	0.07184864551603708	0.08337745865496009	0.09915389251639593	0.07009519404351468	0.058688344317249765	0.08528500217144484	0.07108855070487247
-12	-35	1	0.06523312185702071	0.0917615914844405	0.06808318401863428	0.0687883088942552	0.07342701292789422	0.06787069590100019	0.07829531233806668	0.0953634878250998	0.06468573552675277	0.052975911772190395	0.08261038792491937	0.06602684501237086
-11	-32	1	0.07143492417738923	0.09129475623802506	0.07510304364492637	0.07831248832668485	0.08226919332117426	0.07718327239175787	0.08797821086876478	0.10811935993927804	0.0645149105209603	0.05562721648197636	0.09618053599676438	0.06465238706975945
-10	-29	1	0.06799143053775118	0.0911467353062348	0.07350762100258726	0.07254095888098114	0.07663515988967076	0.07074365951186015	0.07752508177312478	0.09568064413600418	0.06492773761829213	0.049647144344761945	0.08362392595518166	0.06740130295498226
-9	-26	1	0.0685272803133071	0.08999672652847968	0.07099039861134111	0.0694355832246145	0.0718009658376787	0.07006225147595106	0.08304735984141354	0.09998159313265857	0.06808800022545303	0.054372655893749566	0.08904353903366745	0.06202241466033956
-8	-23	1	0.06689337771898904	0.0895526637331089	0.07572939475636321	0.0731265880370205	0.07815573365511555	0.07173200810448507	0.08378320511327768	0.10473893779622415	0.06576762723010517	0.05020751474083658	0.08993742326869046	0.06280215522393642
-7	-20	1	0.06724475462099294	0.09312793854711984	0.07382670553105508	0.0718320393763019	0.07676700154563419	0.06960184064087735	0.07878358349977091	0.09957934610419449	0.0675612897909262	0.050784612611420914	0.08634780941151154	0.06228673349545714
-6	-17	1	0.0598570552563613	0.07958971640107197	0.0648214310609632	0.06196881148511262	0.06327520541871084	0.06082947952993945	0.07727750766296489	0.09005692125728518	0.05796661863224853	0.051537348964356994	0.08036511964954669	0.053233813392680115
-5	-14	1	0.07228701316474864	0.10509486157108648	0.07975931417145682	0.07835101656063481	0.07697794819517567	0.07682722134596755	0.08216709633862282	0.10537325041803289	0.07315580873062995	0.06486078241132562	0.08748803969555662	0.07373173905604825
-4	-11	1	0.058838062240550056	0.06783913166202961	0.06288328799915865	0.06119824680611345	0.06586809131932478	0.05890803164489848	0.055993011247829495	0.070733592851453	0.05211586218385605	0.04851803981535782	0.06000989754177921	0.05096067141066894
-3	-8	1	0.06270320816259276	0.07399907966960899	0.06320237252762648	0.06207669054017251	0.06674703569241425	0.06506525921261766	0.07216097605299374	0.08420113278522155	0.0602300499589989	0.04762311992908937	0.07171485409959985	0.056802117666767404
-2	-5	1	0.059874624101461514	0.08275508709627914	0.06379326980256689	0.06397227965051044	0.06730077064746062	0.06314381132757667	0.0739077489413441	0.08789097571940169	0.05997381245031017	0.047522755082031236	0.07669104428984591	0.05656423071516159
-1	-2	1	0.05376066600659397	0.0676341796026277	0.054787995332475005	0.05846274219566644	0.05960121793919687	0.055218606153174435	0.054693247169490054	0.06681941984370637	0.05359634556739089	0.04081503780364526	0.05551232253249034	0.048515722185831354
0	1	1	0.10212769656742833	0.13188665022512402	0.10718876567419075	0.104858441518206	0.10634347970009482	0.10507189137495647	0.12041041929971097	0.14842915350324584	0.10071557633181687	0.07462962752498498	0.12026614113258051	0.09298736619436378
