Codon	Nucleotide	Frame	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
2	7	1	0.05753284951291551	0.07412390725485035	0.06321275717538744	0.06512565532796864	0.0703025258131271	0.06703476725678728	0.07073177171349537	0.08310587387036211	0.05904532797690003	0.042389004526775735	0.07138415309750756	0.05387075618250454
3	10	1	0.06002329902281194	0.07536893219055951	0.06714939990359123	0.06604640483977453	0.07295292756846661	0.06824578039500735	0.06621994673133247	0.07840579874144704	0.06124378155288461	0.041526327944435885	0.06656014897576869	0.05629911161882872
4	13	1	0.07352519924843334	0.08989850154337174	0.08210331348196266	0.08046134648922622	0.08379232764450932	0.0792729200278855	0.08224390246695225	0.09881929758521366	0.06996538387804975	0.04890386265133134	0.0837377294421579	0.06171449322069277
5	16	1	0.02875157118085201	0.03903859115422118	0.027782972621553322	0.025850476859757873	0.025498351092957873	0.02569769879302979	0.031016858683219527	0.04093599757456744	0.026541913975755574	0.021251071219606874	0.029336768487055038	0.023575904772901946
6	19	1	0.0435853420191218	0.061487545922832995	0.04395584663860714	0.0472535598511703	0.05060533445008057	0.0462607018800065	0.05220383063554119	0.06747965006513795	0.043166716199989415	0.03405922572352699	0.05330603896694504	0.03988909006599998
7	22	1	0.05042293798963266	0.0640802782631758	0.05380078395211847	0.054319878038473074	0.0548112991048156	0.051135894770726706	0.05798702898037543	0.06941112806338413	0.04782037705426337	0.03775977827618702	0.05902264253555171	0.04575885719429278
8	25	1	0.050947764327702295	0.06684628726982868	0.054646729174592054	0.055779179151523924	0.058858735056427525	0.05489349553674668	0.0615569523554373	0.07417660312451974	0.05094956280110275	0.040008394285892535	0.06068486106105219	0.048649047100101935
9	28	1	0.051695394299858075	0.07284037639329449	0.05479993185267781	0.05723413710650021	0.057109965300100714	0.056533553329650425	0.0646772436876032	0.07822703892671094	0.05127852848218074	0.04030066722635739	0.06391012039573452	0.04814996791533593
10	31	1	0.04869002083562919	0.06452309641041257	0.05146943885081336	0.05294309692883879	0.05505404618147286	0.05002868275863979	0.056932719362550406	0.06993432752114834	0.04656870275552762	0.03670382442676555	0.057324720032176514	0.04184071314672677
11	34	1	0.04666498336137941	0.05989596765450374	0.04827216556902348	0.05090181263379742	0.05280492020591372	0.04859622721800234	0.06001037317340723	0.06925416822605489	0.04324695173195966	0.035308456840030054	0.0571065290562755	0.040544597054946376
12	37	1	0.04521428414388507	0.05658445803168965	0.04666020695612109	0.04861731148658093	0.050981840119997957	0.047886919522759155	0.056041207553360145	0.06654225103664375	0.04331916371073287	0.032145309371450596	0.05418276997920186	0.03798216064361043
13	40	1	0.05050215705952996	0.06941334899294038	0.0515227267388432	0.05635247601736533	0.060860159933356806	0.055260259515750476	0.06167711264276295	0.07373188358542018	0.05072490331158608	0.035926001278754206	0.06167267111558588	0.047487011983333306
14	43	1	0.04839294932351431	0.062065134810533135	0.05059684968432487	0.05222647584653703	0.054033517655117845	0.0519663037797919	0.06115771011045209	0.0728468045027024	0.04539726398876211	0.037057380403134346	0.058641800104888106	0.04233979233149278
15	46	1	0.0481800480731653	0.06620452183905073	0.05274168717752558	0.05270422323473821	0.056015126444156724	0.053350318794900535	0.05712652627759178	0.06911028837516972	0.04669707960668	0.03319654914118714	0.05529356040197067	0.04171408111477121
