Codon	Nucleotide	Frame	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
-15	-44	1	0.06661828659176232	0.09256182808110013	0.06538423861260308	0.07068924082147499	0.0747264674346564	0.06698978676879626	0.07822434704899442	0.10173613456224906	0.06315338721377635	0.04491575123789137	0.07788624417935788	0.05827308152872415
-14	-41	1	0.05638912419127321	0.07253232898652108	0.05807047598050872	0.06225917099876162	0.0642487109626133	0.06351590908087355	0.06496407792186444	0.07835347879567062	0.05521809310191955	0.043143257276362486	0.06506058190503078	0.050876281073908465
-13	-38	1	0.057008023174845886	0.07135789824819748	0.05922282655915383	0.06077815409533798	0.06487787175313314	0.06370621114545098	0.07015035096837129	0.0832628337076914	0.05678268597533924	0.04631111882462687	0.0708684289726506	0.05515942333122872
-12	-35	1	0.056918901721211425	0.07246815244344329	0.05891642120298229	0.0615078046518634	0.06279222850266972	0.05863725615261558	0.07015035096837129	0.08518559171497482	0.05529832863388978	0.041521613864750964	0.07063833667079135	0.054153816018640485
-11	-32	1	0.053878869913902463	0.06699389331890758	0.056931447373871076	0.060131023542229135	0.06266342393138219	0.057322441888262354	0.06712308695542521	0.07815727899900905	0.05553903522980051	0.04167246441466831	0.06603649063360625	0.05031761034469278
-10	-29	1	0.05466115822913832	0.07396346589715586	0.05819037372857584	0.05990517932235222	0.06402082595187382	0.05675499573206782	0.061320507919086845	0.0752273620355295	0.05511378691035823	0.03738265190139363	0.061926566069361616	0.05202341830456468
-9	-26	1	0.05855774622971186	0.07214726972805433	0.06594376143691628	0.06417884686771543	0.06684957249822683	0.059862109440986716	0.07613898464314936	0.0890877876707995	0.05785784210374047	0.04128590988050511	0.07406591854676371	0.05371432837832414
-8	-23	1	0.05041798679776409	0.06815548874861563	0.05242195984934659	0.05536657913444109	0.05649071255352606	0.05290743399006578	0.06192906163231671	0.0738801234317867	0.04848633196961635	0.03576572256946703	0.0594986955738812	0.04521508435118951
-7	-20	1	0.05385906514642814	0.07099209195265406	0.05721120878602769	0.05841981926085404	0.061325837998780934	0.054409090281458655	0.06565403053941168	0.08089099616582701	0.0507329268647831	0.03934842313000412	0.0686666836703767	0.04657079198741958
-6	-17	1	0.05059622970503302	0.06777684714445666	0.05538609862100596	0.05438502540959141	0.056827586047662665	0.05231230753356906	0.06151043869582738	0.07456028272688014	0.04700999818136394	0.036406837406615766	0.060260380435208385	0.04628028320822743
-5	-14	1	0.05699316959924014	0.07094716837249962	0.061494222786425384	0.06471739846896037	0.06751836546452747	0.06181703064982768	0.06438265717674035	0.07834911880018924	0.059719306445450045	0.047979903033087565	0.06028418308712486	0.05682053763276336
-4	-11	1	0.06408327635504867	0.1047232829943418	0.07526914184213679	0.07727346846250203	0.07894729415530924	0.07412092413414355	0.08352690424452607	0.10273457352748244	0.06351444710764242	0.05713464578119682	0.08382897294117106	0.065960390762732
-3	-8	1	0.0550919119217049	0.07477209033993605	0.06136766405235453	0.060621800404653974	0.06578941179609103	0.06711434812015603	0.062324427739001084	0.07889847823084166	0.05102177477987596	0.04594813468888824	0.06308496179596339	0.04613875329015944
-2	-5	1	0.05245787784761961	0.07039525010203058	0.05673827877976294	0.058267808728244566	0.061984722921136375	0.05980674884038238	0.06546797590097199	0.07728527990273538	0.051158175184225385	0.040951210222875976	0.06591351026537114	0.046481404670745075
-1	-2	1	0.04543708777797122	0.06100622184974955	0.05037703714620182	0.05285189060927312	0.055777333389472064	0.05393506513878394	0.05218832608233789	0.06355565413190645	0.04502015698850197	0.0338470921377057	0.05269113712576945	0.04294315671904573
0	1	1	0.04381309684507654	0.05755352383216432	0.0489915520574262	0.05111897053752523	0.05511844846711663	0.050755290641571825	0.05180846452885681	0.062125575614017624	0.043912906647312656	0.03334739969110448	0.052869657015143	0.04101388046748756
1	4	1	0.052546999301254074	0.06840577726661902	0.05549933538306936	0.06032646565558416	0.061989676943108966	0.05824973194838515	0.06072745875906028	0.07687980032296812	0.05082118594995036	0.0417761741677365	0.06254543501918997	0.04987812270437644
