Codon	Nucleotide	Frame	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
5	15	0	0.09985756935585864	0.0780151352048418	0.0915552221730792	0.08598897217541024	0.08735247912134095	0.08356247435208214	0.16316605428035644	0.10216685146998823	0.0892270894287437	0.1839867020515939	0.08968801693801609	0.07352926400538283
6	18	0	0.16435695218300114	0.1352765582673551	0.1697912861082655	0.16822948595416073	0.158994679575446	0.1640329785905673	0.13967137403996546	0.14720285209841458	0.1713944531004879	0.0788082374658569	0.15233630876944923	0.15091591279842034
7	21	0	0.1451009216157046	0.12997294075719937	0.15347048411164188	0.1409154979558455	0.13960656110460867	0.14057100366021355	0.12863455852381409	0.12585703991058458	0.14011594592711513	0.12291463864260885	0.1284538442591302	0.1258486010367586
8	24	0	0.13956462374639547	0.13594318671595138	0.1459002368014873	0.1422821925217073	0.13356007138634207	0.13500545745573903	0.14316478667651558	0.13399575519717685	0.13788526869139653	0.13001486910142965	0.13557434560387135	0.13071869156512503
9	27	0	0.13940579552883334	0.13392369465108617	0.13908294419691258	0.13830152873764384	0.13068439417364958	0.1353278680145927	0.14457991484623667	0.13869782802232755	0.13065395237780328	0.13715830583079094	0.14061020655491804	0.12045508956375466
10	30	0	0.1400184186537159	0.136952932748384	0.13577604853051445	0.13746558934299052	0.13105520518265465	0.13246317091789264	0.14398188997116626	0.1415816772196225	0.13875547794269336	0.13287368400219218	0.15189998868704807	0.13206138007528212
11	33	0	0.15143136057282447	0.14775623495945908	0.15761173499233125	0.14682678367517968	0.14202061644894792	0.148340569586688	0.1529108158286535	0.14585749981699753	0.14586422957300532	0.1505522496983434	0.1492760081914966	0.13892274593650863
12	36	0	0.1341871540946485	0.13024743482426843	0.13254037830923868	0.13315983801656192	0.1267568245068406	0.1301534428159407	0.14432531019645423	0.13398909503736786	0.13408576350967802	0.13772718839290746	0.13919216628711428	0.13281237534367504
13	39	0	0.14371684714837735	0.12957100301613395	0.14400767497394865	0.14406022234525562	0.139765480108468	0.14309214852206956	0.1448582036494873	0.13343630177322127	0.14621966715452092	0.13928261413236515	0.1428584669795129	0.1342688510157099
14	42	0	0.13661495684881272	0.1363941412547077	0.1407720047526729	0.1379830756349188	0.127611960099036	0.13681307075291882	0.14324768121365403	0.14109548555356585	0.1321247285771782	0.14273911577560447	0.14798522794772653	0.13149244426589352
15	45	0	0.1356317345496185	0.13003176091442845	0.12912155694336241	0.13008809246319297	0.12543249947467958	0.1256185533159985	0.13813190406453665	0.13127174983529777	0.13098487702266265	0.14073722524056168	0.1399436064290274	0.13135589967164024
