Sample	Length	Plus_Count	Minus_Count	Plus_Ratio	Minus_Ratio
R_GR_in_10d_2	35	249455	234	1.4224	0.5402
R_GR_in_10d_2	36	60077	55	0.3426	0.127
R_GR_in_10d_2	37	9396	24	0.0536	0.0554
R_GR_in_10d_2	38	2216	0	0.0126	0.0
R_GR_in_10d_2	39	147	0	0.0008	0.0
R_GR_in_10d_2	40	20	0	0.0001	0.0
R_GR_in_10d_3	24	100482	172	0.3924	0.288
R_GR_in_10d_3	25	186389	438	0.7279	0.7335
R_GR_in_10d_3	26	349299	890	1.3641	1.4904
R_GR_in_10d_3	27	664957	2637	2.5968	4.416
R_GR_in_10d_3	28	1248983	4518	4.8775	7.5659
R_GR_in_10d_3	29	2115604	6370	8.2618	10.6673
R_GR_in_10d_3	30	3544549	9011	13.8421	15.09
R_GR_in_10d_3	31	5357095	13958	20.9205	23.3744
R_GR_in_10d_3	32	5799923	12193	22.6498	20.4187
R_GR_in_10d_3	33	4021868	6574	15.7062	11.009
R_GR_in_10d_3	34	1453869	1936	5.6776	3.2421
R_GR_in_10d_3	35	553506	694	2.1615	1.1622
R_GR_in_10d_3	36	167731	225	0.655	0.3768
R_GR_in_10d_3	37	35444	86	0.1384	0.144
R_GR_in_10d_3	38	6335	13	0.0247	0.0218
R_GR_in_10d_3	39	654	0	0.0026	0.0
R_GR_in_10d_3	40	175	0	0.0007	0.0
R_GR_in_10d_3	41	86	0	0.0003	0.0
R_GR_un_10d_1	24	186255	675	0.8895	1.4067
R_GR_un_10d_1	25	322735	1418	1.5413	2.9551
R_GR_un_10d_1	26	618118	3394	2.9519	7.073
R_GR_un_10d_1	27	1184446	9754	5.6565	20.3272
R_GR_un_10d_1	28	1993913	5538	9.5222	11.5411
R_GR_un_10d_1	29	3639517	6794	17.3809	14.1586
R_GR_un_10d_1	30	5674632	8508	27.0999	17.7305
R_GR_un_10d_1	31	4930996	7737	23.5485	16.1238
R_GR_un_10d_1	32	1851664	3324	8.8428	6.9272
R_GR_un_10d_1	33	423511	657	2.0225	1.3692
R_GR_un_10d_1	34	96418	141	0.4605	0.2938
R_GR_un_10d_1	35	15100	31	0.0721	0.0646
R_GR_un_10d_1	36	1934	4	0.0092	0.0083
R_GR_un_10d_1	37	312	5	0.0015	0.0104
R_GR_un_10d_1	38	85	0	0.0004	0.0
R_GR_un_10d_1	39	39	0	0.0002	0.0
R_GR_un_10d_1	40	11	0	0.0001	0.0
R_GR_un_10d_1	41	2	0	0.0	0.0
R_GR_un_10d_1	42	19	4	0.0001	0.0083
R_GR_un_10d_1	43	0	1	0.0	0.0021
R_GR_un_10d_2	24	349284	1831	1.443	2.7113
R_GR_un_10d_2	25	474480	3120	1.9602	4.62
R_GR_un_10d_2	26	756991	5521	3.1273	8.1754
R_GR_un_10d_2	27	1381439	15000	5.707	22.2117
R_GR_un_10d_2	28	2265920	7818	9.3609	11.5767
R_GR_un_10d_2	29	4031889	8924	16.6564	13.2145
R_GR_un_10d_2	30	6462949	10495	26.6996	15.5408
R_GR_un_10d_2	31	5783986	9897	23.8946	14.6553
R_GR_un_10d_2	32	2140518	3916	8.8429	5.7987
R_GR_un_10d_2	33	442412	725	1.8277	1.0736
R_GR_un_10d_2	34	97218	238	0.4016	0.3524
R_GR_un_10d_2	35	16251	29	0.0671	0.0429
R_GR_un_10d_2	36	2316	13	0.0096	0.0193
R_GR_un_10d_2	37	387	2	0.0016	0.003
R_GR_un_10d_2	38	100	3	0.0004	0.0044
R_GR_un_10d_2	39	33	0	0.0001	0.0
R_GR_un_10d_2	40	18	0	0.0001	0.0
R_GR_un_10d_2	41	5	0	0.0	0.0
R_GR_un_10d_2	42	1	0	0.0	0.0
R_GR_un_10d_3	24	107655	633	0.6631	1.226
R_GR_un_10d_3	25	219555	1770	1.3524	3.4282
R_GR_un_10d_3	26	434778	3797	2.6781	7.3543
R_GR_un_10d_3	27	897394	13839	5.5277	26.8042
R_GR_un_10d_3	28	1418692	6078	8.7387	11.7722
R_GR_un_10d_3	29	2481727	6503	15.2866	12.5954
R_GR_un_10d_3	30	4058142	7092	24.9969	13.7362
R_GR_un_10d_3	31	4001941	7213	24.6507	13.9706
R_GR_un_10d_3	32	1930383	3501	11.8905	6.7809
R_GR_un_10d_3	33	510145	871	3.1423	1.687
R_GR_un_10d_3	34	141122	225	0.8693	0.4358
R_GR_un_10d_3	35	28380	103	0.1748	0.1995
R_GR_un_10d_3	36	3998	4	0.0246	0.0077
R_GR_un_10d_3	37	514	0	0.0032	0.0
R_GR_un_10d_3	38	110	0	0.0007	0.0
R_GR_un_10d_3	39	48	0	0.0003	0.0
R_GR_un_10d_3	40	19	0	0.0001	0.0
R_GR_un_10d_3	41	1	0	0.0	0.0
R_GR_un_10d_3	42	6	0	0.0	0.0
R_GR_un_10d_3	43	0	1	0.0	0.0019
R_GR_in_15d_1	20	54601	86	0.1763	0.2316
R_GR_in_15d_1	21	143671	220	0.4639	0.5924
R_GR_in_15d_1	22	242428	304	0.7827	0.8185
R_GR_in_15d_1	23	383963	519	1.2397	1.3975
R_GR_in_15d_1	24	526158	598	1.6988	1.6102
R_GR_in_15d_1	25	697039	969	2.2505	2.6091
R_GR_in_15d_1	26	1028789	1292	3.3216	3.4788
R_GR_in_15d_1	27	1659223	2262	5.357	6.0906
R_GR_in_15d_1	28	2975898	3578	9.608	9.6341
R_GR_in_15d_1	29	5444226	6209	17.5773	16.7183
R_GR_in_15d_1	30	7808924	8736	25.212	23.5224
R_GR_in_15d_1	31	6785065	8187	21.9063	22.0442
R_GR_in_15d_1	32	2812362	3509	9.08	9.4483
R_GR_in_15d_1	33	381676	597	1.2323	1.6075
R_GR_in_15d_1	34	25471	55	0.0822	0.1481
R_GR_in_15d_1	35	3010	16	0.0097	0.0431
R_GR_in_15d_1	36	391	0	0.0013	0.0
R_GR_in_15d_1	37	145	2	0.0005	0.0054
R_GR_in_15d_1	38	41	0	0.0001	0.0
R_GR_in_15d_1	39	10	0	0.0	0.0
R_GR_in_15d_1	40	5	0	0.0	0.0
R_GR_in_15d_2	20	102269	188	0.3349	0.4885
R_GR_in_15d_2	21	257607	452	0.8437	1.1745
R_GR_in_15d_2	22	343469	583	1.1249	1.515
R_GR_in_15d_2	23	479016	729	1.5688	1.8943
R_GR_in_15d_2	24	614386	913	2.0122	2.3725
R_GR_in_15d_2	25	769629	1017	2.5206	2.6427
R_GR_in_15d_2	26	1070287	1640	3.5053	4.2616
R_GR_in_15d_2	27	1656992	2463	5.4268	6.4002
R_GR_in_15d_2	28	2756836	3367	9.0289	8.7493
R_GR_in_15d_2	29	4950776	5638	16.2143	14.6506
R_GR_in_15d_2	30	7376319	8452	24.1582	21.9629
R_GR_in_15d_2	31	6743940	8561	22.0871	22.2462
R_GR_in_15d_2	32	2969891	3700	9.7267	9.6146
R_GR_in_15d_2	33	415004	680	1.3592	1.767
R_GR_in_15d_2	34	23964	67	0.0785	0.1741
R_GR_in_15d_2	35	2295	10	0.0075	0.026
R_GR_in_15d_2	36	588	8	0.0019	0.0208
R_GR_in_15d_2	37	94	6	0.0003	0.0156
R_GR_in_15d_2	38	8	0	0.0	0.0
R_GR_in_15d_2	39	17	0	0.0001	0.0
R_GR_in_15d_2	40	2	8	0.0	0.0208
R_GR_in_15d_2	41	1	0	0.0	0.0
R_GR_in_15d_2	42	0	1	0.0	0.0026
R_GR_in_15d_3	20	9421	11	0.3835	0.3758
R_GR_in_15d_3	21	18755	42	0.7635	1.4349
R_GR_in_15d_3	22	23489	42	0.9563	1.4349
R_GR_in_15d_3	23	28734	56	1.1698	1.9132
R_GR_in_15d_3	24	37268	84	1.5172	2.8698
R_GR_in_15d_3	25	49337	65	2.0086	2.2207
R_GR_in_15d_3	26	76083	136	3.0974	4.6464
R_GR_in_15d_3	27	126092	143	5.1334	4.8855
R_GR_in_15d_3	28	240223	253	9.7798	8.6437
R_GR_in_15d_3	29	450717	497	18.3493	16.9798
R_GR_in_15d_3	30	628150	709	25.5728	24.2228
R_GR_in_15d_3	31	525971	571	21.413	19.508
R_GR_in_15d_3	32	212518	269	8.6519	9.1903
R_GR_in_15d_3	33	27723	46	1.1286	1.5716
R_GR_in_15d_3	34	1631	3	0.0664	0.1025
R_GR_in_15d_3	35	143	0	0.0058	0.0
R_GR_in_15d_3	36	47	0	0.0019	0.0
R_GR_in_15d_3	37	12	0	0.0005	0.0
R_GR_in_15d_3	38	1	0	0.0	0.0
R_GR_in_15d_3	41	1	0	0.0	0.0
R_GR_un_15d_1	20	88227	174	0.3503	0.4164
R_GR_un_15d_1	21	195814	563	0.7775	1.3474
R_GR_un_15d_1	22	293852	751	1.1668	1.7973
R_GR_un_15d_1	23	462557	807	1.8367	1.9314
R_GR_un_15d_1	24	652454	1234	2.5907	2.9533
R_GR_un_15d_1	25	864630	1390	3.4332	3.3266
R_GR_un_15d_1	26	1145861	2112	4.55	5.0546
R_GR_un_15d_1	27	1625204	3700	6.4533	8.8551
R_GR_un_15d_1	28	2532481	3984	10.0559	9.5348
R_GR_un_15d_1	29	4144304	6318	16.4561	15.1206
R_GR_un_15d_1	30	5576162	8247	22.1417	19.7372
R_GR_un_15d_1	31	4859096	7415	19.2944	17.746
R_GR_un_15d_1	32	2304285	4008	9.1498	9.5922
R_GR_un_15d_1	33	414354	951	1.6453	2.276
R_GR_un_15d_1	34	23427	116	0.093	0.2776
R_GR_un_15d_1	35	1093	10	0.0043	0.0239
R_GR_un_15d_1	36	144	4	0.0006	0.0096
R_GR_un_15d_1	37	59	0	0.0002	0.0
R_GR_un_15d_1	38	17	0	0.0001	0.0
R_GR_un_15d_2	20	60685	151	0.2323	0.35
R_GR_un_15d_2	21	155716	393	0.5962	0.911
R_GR_un_15d_2	22	249942	630	0.957	1.4604
R_GR_un_15d_2	23	388836	854	1.4887	1.9796
R_GR_un_15d_2	24	552764	910	2.1164	2.1094
R_GR_un_15d_2	25	755585	1395	2.8929	3.2337
R_GR_un_15d_2	26	1110508	1785	4.2518	4.1377
R_GR_un_15d_2	27	1752827	3304	6.7111	7.6588
R_GR_un_15d_2	28	2997396	5051	11.4762	11.7084
R_GR_un_15d_2	29	4911057	7639	18.8031	17.7075
R_GR_un_15d_2	30	6054391	9689	23.1807	22.4594
R_GR_un_15d_2	31	4730266	7404	18.1109	17.1627
R_GR_un_15d_2	32	2046270	3223	7.8346	7.471
R_GR_un_15d_2	33	333412	625	1.2765	1.4488
R_GR_un_15d_2	34	17316	78	0.0663	0.1808
R_GR_un_15d_2	35	1109	7	0.0042	0.0162
R_GR_un_15d_2	36	156	2	0.0006	0.0046
R_GR_un_15d_2	37	42	0	0.0002	0.0
R_GR_un_15d_2	38	10	0	0.0	0.0
R_GR_un_15d_2	39	1	0	0.0	0.0
R_GR_un_15d_2	40	3	0	0.0	0.0
R_GR_un_15d_2	41	1	0	0.0	0.0
R_GR_un_15d_3	20	93075	196	0.5012	0.6497
R_GR_un_15d_3	21	192533	472	1.0368	1.5645
R_GR_un_15d_3	22	249090	516	1.3414	1.7104
R_GR_un_15d_3	23	324559	459	1.7478	1.5214
R_GR_un_15d_3	24	415724	616	2.2388	2.0418
R_GR_un_15d_3	25	523964	860	2.8217	2.8506
R_GR_un_15d_3	26	741414	1227	3.9927	4.0671
R_GR_un_15d_3	27	1116574	2442	6.013	8.0944
R_GR_un_15d_3	28	1920677	3141	10.3433	10.4113
R_GR_un_15d_3	29	3291767	4532	17.7269	15.022
R_GR_un_15d_3	30	4375005	6936	23.5604	22.9905
R_GR_un_15d_3	31	3586869	5790	19.3161	19.1919
R_GR_un_15d_3	32	1511471	2438	8.1396	8.0811
R_GR_un_15d_3	33	213647	511	1.1505	1.6938
R_GR_un_15d_3	34	11771	31	0.0634	0.1028
R_GR_un_15d_3	35	904	2	0.0049	0.0066
R_GR_un_15d_3	36	203	0	0.0011	0.0
R_GR_un_15d_3	37	35	0	0.0002	0.0
R_GR_un_15d_3	38	11	0	0.0001	0.0
R_GR_un_15d_3	39	5	0	0.0	0.0
R_GR_in_20d_1	24	518958	353	1.2237	1.0426
R_GR_in_20d_1	25	874271	822	2.0616	2.4278
R_GR_in_20d_1	26	1272810	962	3.0014	2.8413
R_GR_in_20d_1	27	1894578	1671	4.4676	4.9353
R_GR_in_20d_1	28	3044307	2517	7.1787	7.434
R_GR_in_20d_1	29	6052621	4925	14.2725	14.546
R_GR_in_20d_1	30	11209338	8828	26.4325	26.0736
R_GR_in_20d_1	31	11260796	8748	26.5538	25.8373
R_GR_in_20d_1	32	5270976	3953	12.4294	11.6752
R_GR_in_20d_1	33	901713	936	2.1263	2.7645
R_GR_in_20d_1	34	96097	140	0.2266	0.4135
R_GR_in_20d_1	35	8706	3	0.0205	0.0089
R_GR_in_20d_1	36	1997	0	0.0047	0.0
R_GR_in_20d_1	37	131	0	0.0003	0.0
R_GR_in_20d_1	38	39	0	0.0001	0.0
R_GR_in_20d_1	39	43	0	0.0001	0.0
R_GR_in_20d_1	40	30	0	0.0001	0.0
R_GR_in_20d_1	41	8	0	0.0	0.0
R_GR_in_20d_1	42	10	0	0.0	0.0
R_GR_in_20d_2	24	356884	341	0.9714	1.1173
R_GR_in_20d_2	25	557973	360	1.5188	1.1795
R_GR_in_20d_2	26	810165	774	2.2052	2.536
R_GR_in_20d_2	27	1291053	1321	3.5142	4.3282
R_GR_in_20d_2	28	2250854	2529	6.1267	8.2861
R_GR_in_20d_2	29	4706664	3723	12.8113	12.1982
R_GR_in_20d_2	30	9159350	7399	24.9313	24.2423
R_GR_in_20d_2	31	10400130	8036	28.3086	26.3294
R_GR_in_20d_2	32	5897102	4654	16.0516	15.2485
R_GR_in_20d_2	33	1176627	1184	3.2027	3.8793
R_GR_in_20d_2	34	118808	183	0.3234	0.5996
R_GR_in_20d_2	35	11575	17	0.0315	0.0557
R_GR_in_20d_2	36	773	0	0.0021	0.0
R_GR_in_20d_2	37	180	0	0.0005	0.0
R_GR_in_20d_2	38	125	0	0.0003	0.0
R_GR_in_20d_2	39	50	0	0.0001	0.0
R_GR_in_20d_2	40	38	0	0.0001	0.0
R_GR_in_20d_2	41	21	0	0.0001	0.0
R_GR_in_20d_2	42	3	0	0.0	0.0
R_GR_in_20d_2	43	6	0	0.0	0.0
R_GR_in_20d_3	24	358524	368	1.1532	1.4207
R_GR_in_20d_3	25	518509	441	1.6678	1.7025
R_GR_in_20d_3	26	769282	745	2.4744	2.8761
R_GR_in_20d_3	27	1226546	1363	3.9451	5.2619
R_GR_in_20d_3	28	2171877	1949	6.9857	7.5242
R_GR_in_20d_3	29	4494782	3622	14.4572	13.9829
R_GR_in_20d_3	30	8193718	6249	26.3547	24.1246
R_GR_in_20d_3	31	8348920	6966	26.8539	26.8926
R_GR_in_20d_3	32	4115696	3408	13.2379	13.1568
R_GR_in_20d_3	33	782213	680	2.5159	2.6252
R_GR_in_20d_3	34	97812	90	0.3146	0.3475
R_GR_in_20d_3	35	10908	14	0.0351	0.054
R_GR_in_20d_3	36	1050	4	0.0034	0.0154
R_GR_in_20d_3	37	170	2	0.0005	0.0077
R_GR_in_20d_3	38	77	0	0.0002	0.0
R_GR_in_20d_3	39	43	0	0.0001	0.0
R_GR_in_20d_3	40	19	0	0.0001	0.0
R_GR_in_20d_3	41	17	1	0.0001	0.0039
R_GR_in_20d_3	42	7	1	0.0	0.0039
R_GR_in_20d_3	43	4	0	0.0	0.0
R_GR_un_20d_1	24	667930	1343	2.328	3.0968
R_GR_un_20d_1	25	1064638	1692	3.7107	3.9016
R_GR_un_20d_1	26	1576464	2515	5.4947	5.7993
R_GR_un_20d_1	27	2635489	5292	9.1858	12.2028
R_GR_un_20d_1	28	4567573	6566	15.9199	15.1405
R_GR_un_20d_1	29	6905704	9562	24.0693	22.049
R_GR_un_20d_1	30	6813462	9177	23.7478	21.1613
R_GR_un_20d_1	31	3628596	5404	12.6472	12.4611
R_GR_un_20d_1	32	766167	1394	2.6704	3.2144
R_GR_un_20d_1	33	61220	401	0.2134	0.9247
R_GR_un_20d_1	34	2941	21	0.0103	0.0484
R_GR_un_20d_1	35	482	0	0.0017	0.0
R_GR_un_20d_1	36	191	0	0.0007	0.0
R_GR_un_20d_1	37	19	0	0.0001	0.0
R_GR_un_20d_1	38	2	0	0.0	0.0
R_GR_un_20d_2	24	422166	718	1.0934	0.8471
R_GR_un_20d_2	25	806738	942	2.0894	1.1113
R_GR_un_20d_2	26	1346085	5915	3.4862	6.9782
R_GR_un_20d_2	27	2591651	17980	6.7121	21.2118
R_GR_un_20d_2	28	4732880	10049	12.2576	11.8553
R_GR_un_20d_2	29	8162124	11873	21.139	14.0071
R_GR_un_20d_2	30	10779813	16736	27.9185	19.7442
R_GR_un_20d_2	31	7522642	12647	19.4828	14.9202
R_GR_un_20d_2	32	2025698	7860	5.2463	9.2728
R_GR_un_20d_2	33	204903	44	0.5307	0.0519
R_GR_un_20d_2	34	16860	0	0.0437	0.0
R_GR_un_20d_2	35	122	0	0.0003	0.0
R_GR_un_20d_3	24	2541606	4105	8.3204	7.2424
R_GR_un_20d_3	25	2880951	5280	9.4313	9.3155
R_GR_un_20d_3	26	3094539	5274	10.1305	9.3049
R_GR_un_20d_3	27	3389727	12204	11.0969	21.5314
R_GR_un_20d_3	28	3846481	5587	12.5921	9.8571
R_GR_un_20d_3	29	5135393	4927	16.8116	8.6927
R_GR_un_20d_3	30	5514670	12651	18.0533	22.32
R_GR_un_20d_3	31	3178448	4897	10.4052	8.6397
R_GR_un_20d_3	32	874611	1740	2.8632	3.0699
R_GR_un_20d_3	33	80654	15	0.264	0.0265
R_GR_un_20d_3	34	8427	0	0.0276	0.0
R_GR_un_20d_3	35	1008	0	0.0033	0.0
R_GR_un_20d_3	36	170	0	0.0006	0.0
R_GR_un_20d_3	39	1	0	0.0	0.0
R_GR_in_25d_1	20	126212	197	0.4978	0.728
R_GR_in_25d_1	21	246139	415	0.9709	1.5335
R_GR_in_25d_1	22	275436	472	1.0864	1.7441
R_GR_in_25d_1	23	318503	400	1.2563	1.4781
R_GR_in_25d_1	24	475406	612	1.8752	2.2615
R_GR_in_25d_1	25	631352	740	2.4903	2.7345
R_GR_in_25d_1	26	1011958	1119	3.9916	4.1349
R_GR_in_25d_1	27	1882304	2263	7.4246	8.3623
R_GR_in_25d_1	28	3710669	3861	14.6364	14.2672
R_GR_in_25d_1	29	6311887	6244	24.8967	23.0729
R_GR_in_25d_1	30	6418017	6415	25.3154	23.7048
R_GR_in_25d_1	31	3207485	3504	12.6517	12.948
R_GR_in_25d_1	32	647371	703	2.5535	2.5977
R_GR_in_25d_1	33	80663	103	0.3182	0.3806
R_GR_in_25d_1	34	7871	13	0.031	0.048
R_GR_in_25d_1	35	796	1	0.0031	0.0037
R_GR_in_25d_1	36	147	0	0.0006	0.0
R_GR_in_25d_1	37	33	0	0.0001	0.0
R_GR_in_25d_1	38	6	0	0.0	0.0
R_GR_in_25d_2	20	77917	112	0.2795	0.3796
R_GR_in_25d_2	21	184269	281	0.6609	0.9523
R_GR_in_25d_2	22	258559	381	0.9274	1.2912
R_GR_in_25d_2	23	329653	440	1.1824	1.4911
R_GR_in_25d_2	24	531665	688	1.9069	2.3316
R_GR_in_25d_2	25	693194	865	2.4863	2.9314
R_GR_in_25d_2	26	1097296	1312	3.9357	4.4463
R_GR_in_25d_2	27	1967420	2445	7.0565	8.2859
R_GR_in_25d_2	28	3784937	3740	13.5754	12.6745
R_GR_in_25d_2	29	6560410	6518	23.5302	22.0889
R_GR_in_25d_2	30	7207607	7053	25.8515	23.902
R_GR_in_25d_2	31	4028515	4347	14.4491	14.7316
R_GR_in_25d_2	32	999461	1123	3.5848	3.8057
R_GR_in_25d_2	33	144102	176	0.5168	0.5964
R_GR_in_25d_2	34	14041	18	0.0504	0.061
R_GR_in_25d_2	35	1502	1	0.0054	0.0034
R_GR_in_25d_2	36	193	1	0.0007	0.0034
R_GR_in_25d_2	37	57	2	0.0002	0.0068
R_GR_in_25d_2	38	18	0	0.0001	0.0
R_GR_in_25d_2	39	1	1	0.0	0.0034
R_GR_in_25d_2	41	0	4	0.0	0.0136
R_GR_in_25d_3	20	214843	427	0.8	1.4614
R_GR_in_25d_3	21	482711	863	1.7976	2.9536
R_GR_in_25d_3	22	547698	789	2.0396	2.7003
R_GR_in_25d_3	23	611457	765	2.277	2.6182
R_GR_in_25d_3	24	816373	1068	3.0401	3.6552
R_GR_in_25d_3	25	953801	1121	3.5518	3.8365
R_GR_in_25d_3	26	1330960	1464	4.9563	5.0104
R_GR_in_25d_3	27	2100313	2210	7.8213	7.5636
R_GR_in_25d_3	28	3710080	3891	13.8159	13.3167
R_GR_in_25d_3	29	6124471	5834	22.8067	19.9665
R_GR_in_25d_3	30	6256771	6677	23.2994	22.8516
R_GR_in_25d_3	31	3008912	3394	11.2048	11.6157
R_GR_in_25d_3	32	600931	637	2.2378	2.1801
R_GR_in_25d_3	33	85085	74	0.3168	0.2533
R_GR_in_25d_3	34	8441	1	0.0314	0.0034
R_GR_in_25d_3	35	773	3	0.0029	0.0103
R_GR_in_25d_3	36	98	1	0.0004	0.0034
R_GR_in_25d_3	37	51	0	0.0002	0.0
R_GR_in_25d_3	40	5	0	0.0	0.0
R_GR_un_25d_1	20	26846	6	0.1314	0.0167
R_GR_un_25d_1	21	53952	106	0.264	0.2953
R_GR_un_25d_1	22	90333	240	0.4421	0.6686
R_GR_un_25d_1	23	145280	222	0.711	0.6185
R_GR_un_25d_1	24	263375	568	1.289	1.5824
R_GR_un_25d_1	25	420439	623	2.0577	1.7356
R_GR_un_25d_1	26	762613	1197	3.7323	3.3347
R_GR_un_25d_1	27	1613648	2554	7.8974	7.1152
R_GR_un_25d_1	28	3414886	5641	16.7129	15.7153
R_GR_un_25d_1	29	5438342	8412	26.616	23.435
R_GR_un_25d_1	30	5217574	9185	25.5356	25.5885
R_GR_un_25d_1	31	2473756	5639	12.1069	15.7097
R_GR_un_25d_1	32	455572	1207	2.2296	3.3626
R_GR_un_25d_1	33	48423	211	0.237	0.5878
R_GR_un_25d_1	34	5921	37	0.029	0.1031
R_GR_un_25d_1	35	1028	0	0.005	0.0
R_GR_un_25d_1	36	384	19	0.0019	0.0529
R_GR_un_25d_1	37	127	28	0.0006	0.078
R_GR_un_25d_1	38	33	0	0.0002	0.0
R_GR_un_25d_1	39	23	0	0.0001	0.0
R_GR_un_25d_1	40	28	0	0.0001	0.0
R_GR_un_25d_1	42	2	0	0.0	0.0
R_GR_un_25d_2	20	83660	194	0.3836	0.4805
R_GR_un_25d_2	21	182649	577	0.8375	1.4291
R_GR_un_25d_2	22	267632	739	1.2271	1.8304
R_GR_un_25d_2	23	333265	827	1.5281	2.0483
R_GR_un_25d_2	24	494157	1103	2.2658	2.732
R_GR_un_25d_2	25	650362	1197	2.982	2.9648
R_GR_un_25d_2	26	1031874	2075	4.7314	5.1394
R_GR_un_25d_2	27	1931984	3671	8.8585	9.0925
R_GR_un_25d_2	28	3777123	6266	17.3189	15.5199
R_GR_un_25d_2	29	5585710	9346	25.6116	23.1486
R_GR_un_25d_2	30	4914548	8758	22.5342	21.6922
R_GR_un_25d_2	31	2155704	4560	9.8843	11.2944
R_GR_un_25d_2	32	357397	840	1.6387	2.0805
R_GR_un_25d_2	33	37245	146	0.1708	0.3616
R_GR_un_25d_2	34	4627	72	0.0212	0.1783
R_GR_un_25d_2	35	934	0	0.0043	0.0
R_GR_un_25d_2	36	243	3	0.0011	0.0074
R_GR_un_25d_2	37	46	0	0.0002	0.0
R_GR_un_25d_2	38	97	0	0.0004	0.0
R_GR_un_25d_2	39	6	0	0.0	0.0
R_GR_un_25d_2	40	5	0	0.0	0.0
R_GR_un_25d_3	20	32074	59	0.1729	0.1718
R_GR_un_25d_3	21	68755	173	0.3705	0.5038
R_GR_un_25d_3	22	118224	219	0.6371	0.6377
R_GR_un_25d_3	23	181917	473	0.9804	1.3773
R_GR_un_25d_3	24	314163	774	1.6931	2.2538
R_GR_un_25d_3	25	460674	818	2.4826	2.3819
R_GR_un_25d_3	26	762117	1315	4.1072	3.8291
R_GR_un_25d_3	27	1483481	2866	7.9947	8.3455
R_GR_un_25d_3	28	3032971	5202	16.3451	15.1476
R_GR_un_25d_3	29	4902220	8557	26.4188	24.917
R_GR_un_25d_3	30	4651804	8276	25.0693	24.0988
R_GR_un_25d_3	31	2139200	4550	11.5285	13.2491
R_GR_un_25d_3	32	362839	830	1.9554	2.4169
R_GR_un_25d_3	33	40123	193	0.2162	0.562
R_GR_un_25d_3	34	4363	37	0.0235	0.1077
R_GR_un_25d_3	35	641	0	0.0035	0.0
R_GR_un_25d_3	36	194	0	0.001	0.0
R_GR_un_25d_3	37	29	0	0.0002	0.0
R_GR_un_25d_3	38	7	0	0.0	0.0
R_GR_un_25d_3	39	4	0	0.0	0.0
R_GR_un_25d_3	40	2	0	0.0	0.0
